hidden_layer,hidden_neuron,aktivasi,lr,epoch,mse,bobot,bias,bobot_output,bias_output
1,"(4,)",tanh,0.001,200,0.011774583155270345,"[[[np.float64(-0.527043137423422), np.float64(-0.10793729854609777), np.float64(-0.21892255026178975), np.float64(0.5896008554520636)], [np.float64(0.10326348213731909), np.float64(-0.4211287541100515), np.float64(0.0929176263185679), np.float64(-0.04107152970968935)], [np.float64(-0.218859922259893), np.float64(-0.6160784474269723), np.float64(0.37427613724573483), np.float64(-0.07309220637166546)], [np.float64(0.683466115321683), np.float64(0.16011926666283743), np.float64(0.34035775077450114), np.float64(0.11195260799547219)]]]","[[0.8073498808438748, 0.3780294639321268, 0.5156295457639173, np.float64(0.09515019765597943)]]","[np.float64(0.7008417406324728), np.float64(0.6215926411927148), np.float64(0.6140224097521847), np.float64(0.39667954791338694)]",0.1638549839042485
2,"(2, 2)",relu,0.0001,100,0.12257060366521101,"[[[np.float64(-0.7394222760208964), np.float64(-0.12219300842839102)], [np.float64(-0.6635028932249025), np.float64(-0.7092584197090294)], [np.float64(-0.6354930648147842), np.float64(-0.05261269253045968)], [np.float64(-0.5527379873639939), np.float64(0.463876537476583)]], [[np.float64(-2.0850183486758573), np.float64(-1.8867245801901211)], [np.float64(-2.2532450343182693), np.float64(-2.652122201922741)]]]","[[0.29434620156112357, np.float64(-1.4603870096073328)], [0.2891521053116848, np.float64(-1.5157747923927514)]]","[np.float64(0.7703924146570822), np.float64(0.8494813084992039)]",0.8175858258877305
2,"(2, 2)",relu,0.0001,200,0.19131144071810216,"[[[np.float64(-0.7216375073571761), np.float64(-0.3689871169337741)], [np.float64(-0.1362630217848041), np.float64(0.30969280524409337)], [np.float64(-0.6920143189698333), np.float64(0.11538913613427944)], [np.float64(0.21097712009396272), np.float64(0.02607224748530187)]], [[np.float64(-1.8839442390508065), np.float64(0.6028912874053334)], [np.float64(-1.52464676611479), np.float64(-0.11316667709757591)]]]","[[0.6617075440876433, np.float64(-0.37189390029835384)], [0.7272516384984469, np.float64(-0.014645602535739839)]]","[np.float64(0.9829502480516652), np.float64(0.10965858167307545)]",0.42400820088082136
2,"(2, 2)",relu,0.001,100,0.01421900690154327,"[[[np.float64(-4.694829026970671), np.float64(-9.29158202300981)], [np.float64(-4.546476062631104), np.float64(-8.478305882950288)], [np.float64(-5.645978628316392), np.float64(-9.727543606283755)], [np.float64(-2.5020210955637654), np.float64(-4.392663647539523)]], [[np.float64(-13.078943562252576), np.float64(-16.54134033148427)], [np.float64(-14.338807452832343), np.float64(-19.01616393593155)]]]","[[0.2415864310586111, np.float64(-14.399499642518817)], [0.2493070141128425, np.float64(-12.193722684179495)]]","[np.float64(0.639492384496162), np.float64(0.8316855242857943)]",0.48536075724183453
2,"(2, 2)",relu,0.001,200,0.01665628423592845,"[[[np.float64(-5.004345787560538), np.float64(-3.5310919249687314)], [np.float64(-4.509186947828866), np.float64(-2.595088594517437)], [np.float64(-5.678679086717708), np.float64(-2.9090254308298302)], [np.float64(-2.587426400628906), np.float64(-0.9659484577090851)]], [[np.float64(-11.907213320642446), np.float64(-5.788101021037705)], [np.float64(-15.63542878013249), np.float64(-7.402039946984286)]]]","[[0.23785929466009015, np.float64(-5.139179350563436)], [0.41401479290987153, np.float64(-3.6115073457335067)]]","[np.float64(0.6167449109605098), np.float64(0.2949090329059053)]",0.3718005663235519
2,"(2, 2)",sigmoid,0.0001,100,0.019858595985708875,"[[[np.float64(0.1495595936960808), np.float64(0.35503175448663465)], [np.float64(0.811306274140775), np.float64(0.9472274895510859)], [np.float64(0.27054513054642615), np.float64(0.841076432828397)], [np.float64(0.4071309223338532), np.float64(0.5758021817378605)]], [[np.float64(0.22595957560293956), np.float64(0.24327974529428398)], [np.float64(-0.07619083355431513), np.float64(0.6400919199339947)]]]","[[0.4299385592139491, np.float64(0.3792011858460229)], [0.6413773686582566, np.float64(0.722076772871524)]]","[np.float64(0.845169457933402), np.float64(0.0963110483671525)]",0.7411743532964415
2,"(2, 2)",sigmoid,0.0001,200,0.02861657302066207,"[[[np.float64(0.2659926517940632), np.float64(0.6967008651020674)], [np.float64(0.7864487894424814), np.float64(0.7594868991663489)], [np.float64(0.3019141969502167), np.float64(0.6605787799406642)], [np.float64(0.4359027556048821), np.float64(0.5188430712556988)]], [[np.float64(0.4573853418834771), np.float64(0.49951468584870884)], [np.float64(0.22300595195135386), np.float64(0.20522785602905286)]]]","[[0.3545784065046125, np.float64(0.6745524513673693)], [0.061025256024274, np.float64(0.11049620213883192)]]","[np.float64(0.8432885407487987), np.float64(0.20595879912806644)]",0.9690552109597136
2,"(2, 2)",sigmoid,0.001,100,0.01472136473174853,"[[[np.float64(0.7037221276604595), np.float64(0.9148365694471052)], [np.float64(0.9204973209122115), np.float64(0.28412528983287844)], [np.float64(0.846894206933032), np.float64(0.050429047136531596)], [np.float64(0.8524186981869066), np.float64(0.5630711822167307)]], [[np.float64(-0.13376304376956702), np.float64(-1.304802863752494)], [np.float64(-0.7464210181880035), np.float64(-0.56144138748577)]]]","[[0.34210608931307196, np.float64(0.401179659385705)], [0.17172927211555855, np.float64(-1.2693894917764177)]]","[np.float64(0.6861652653796779), np.float64(0.9670867288435071)]",0.8849640616572216
2,"(2, 2)",sigmoid,0.001,200,0.013213073042390371,"[[[np.float64(0.836873492318726), np.float64(0.13974918069075795)], [np.float64(-0.022208031558128352), np.float64(0.5495932039157047)], [np.float64(0.17418909932162183), np.float64(0.441050668547447)], [np.float64(0.9686207697718451), np.float64(0.562586124069948)]], [[np.float64(-0.08565262021922083), np.float64(0.5026367741115294)], [np.float64(0.14026946672032262), np.float64(0.31644837413576454)]]]","[[0.8786677836808288, np.float64(0.057570762079845406)], [0.19684546679932713, np.float64(0.5892835210030948)]]","[np.float64(0.4226819126367033), np.float64(0.45126383474295034)]",0.5483064618203141
2,"(2, 2)",tanh,0.0001,100,0.006835616279313202,"[[[np.float64(0.3241537998693007), np.float64(0.5020785612672708)], [np.float64(0.27437182283312667), np.float64(0.16489837969447588)], [np.float64(0.7520396744281223), np.float64(-0.04340047983850668)], [np.float64(0.22909672657773422), np.float64(0.6138491569682236)]], [[np.float64(0.7115775429838604), np.float64(0.11822799590383115)], [np.float64(0.8250829412309013), np.float64(0.492153126671998)]]]","[[0.4832980732032849, np.float64(-0.1283829192804342)], [0.3204974687665474, np.float64(-0.10796953253585012)]]","[np.float64(0.08711267534036411), np.float64(0.8821303930277623)]",0.6783966660875511
2,"(2, 2)",tanh,0.0001,200,0.00887846517234673,"[[[np.float64(0.5476739361847933), np.float64(0.5743935917210868)], [np.float64(0.9220119564590671), np.float64(0.8561228239886748)], [np.float64(0.5049212849923144), np.float64(0.9014216783993068)], [np.float64(0.5755325129148393), np.float64(0.5278288885112592)]], [[np.float64(0.37039716129966105), np.float64(0.32655567680907904)], [np.float64(0.2527603437576547), np.float64(0.20554876657995175)]]]","[[0.03536464126847938, np.float64(0.1281208039420441)], [0.27611314431755185, np.float64(0.9786261918527677)]]","[np.float64(0.878139807511807), np.float64(0.23073374316833273)]",0.15237080724229696
2,"(2, 2)",tanh,0.001,100,0.015026786844729556,"[[[np.float64(0.3464778373226751), np.float64(0.026596364121581232)], [np.float64(0.6030738892579735), np.float64(0.042452174568454716)], [np.float64(1.0561557199705751), np.float64(0.7422386672131431)], [np.float64(0.5253422952335306), np.float64(0.8028300386792797)]], [[np.float64(0.08642042947617189), np.float64(3.397214084185872)], [np.float64(-1.0736696203308942), np.float64(0.3089948514983363)]]]","[[0.7746885962605747, np.float64(0.3881529093880326)], [0.21832513638270867, np.float64(4.6594189016121765)]]","[np.float64(0.9708017504526405), np.float64(0.8999699965998573)]",0.39799703554511684
2,"(2, 2)",tanh,0.001,200,0.01070152469485491,"[[[np.float64(0.4991076568604505), np.float64(-0.20983239833224174)], [np.float64(0.22824181408882907), np.float64(0.3157991475887055)], [np.float64(0.6967389679017834), np.float64(0.1597663898816024)], [np.float64(0.8847187521466582), np.float64(0.38099070724126993)]], [[np.float64(0.04128202252519202), np.float64(-0.4491182785848076)], [np.float64(0.5081129558089745), np.float64(0.023493817000405055)]]]","[[0.40308345648931543, np.float64(0.4617665953087041)], [0.4566098337601364, np.float64(-0.16854173670826617)]]","[np.float64(0.8032410273385482), np.float64(0.7507668448623752)]",0.8157144505697076
2,"(2, 3)",relu,0.0001,100,0.012796353911152773,"[[[np.float64(0.7436010762932567), np.float64(-0.5084348423550901)], [np.float64(-0.07604665896862049), np.float64(-0.1413672623574516)], [np.float64(0.24288299841701128), np.float64(-0.40197238691858894)], [np.float64(-0.10048370399922767), np.float64(-0.04857013707443564)]], [[np.float64(-0.09760557806226462), np.float64(-1.8120632574540345), np.float64(-0.3080055789553603)], [np.float64(0.4862823176662212), np.float64(-0.538818571933573), np.float64(0.34262228909500064)]]]","[[0.9318409637211121, np.float64(-0.2425916988309944)], [0.4098627112527897, 0.1962225552751422, np.float64(-0.024047820668418027)]]","[np.float64(0.07133142535320201), np.float64(0.8423731587747347), np.float64(0.4546249020336361)]",0.7315880814186423
2,"(2, 3)",relu,0.0001,200,0.00756336327940019,"[[[np.float64(0.5800485658964132), np.float64(0.3018729431092525)], [np.float64(-0.21135622680001812), np.float64(-0.0378785197861765)], [np.float64(0.3507493485882949), np.float64(0.13089627525428854)], [np.float64(-0.012692211288359295), np.float64(0.7564348747858758)]], [[np.float64(-1.0371316172901075), np.float64(0.7884806333277102), np.float64(0.4701362593793022)], [np.float64(-1.2283696640749637), np.float64(0.2584057722981839), np.float64(0.11181681412076941)]]]","[[0.5840409216971183, np.float64(0.629307087072561)], [0.5410471307628912, 0.11936482160174577, np.float64(1.0166047707887125)]]","[np.float64(0.856966700498954), np.float64(0.10501270574149593), np.float64(0.2841353730946285)]",0.13878696113727276
2,"(2, 3)",relu,0.001,100,0.12564730736295607,"[[[np.float64(-13.400856206605628), np.float64(-21.166356677894786)], [np.float64(-13.075323121493502), np.float64(-20.371621771255384)], [np.float64(-14.396659521605663), np.float64(-21.817079419331492)], [np.float64(-5.916584038067577), np.float64(-10.099814192543727)]], [[np.float64(-11.259483871387092), np.float64(-36.26229420437202), np.float64(-32.954988939312024)], [np.float64(-11.565716663219495), np.float64(-36.53592263035971), np.float64(-34.167301554931136)]]]","[[0.8982061783989408, np.float64(-33.20787141225202)], [0.16169256448888214, 0.08522374144291311, np.float64(-19.27932728665435)]]","[np.float64(0.2920315393005692), np.float64(0.9042441689817511), np.float64(0.8281640204567722)]",0.2420015339423269
2,"(2, 3)",relu,0.001,200,0.1465880760339665,"[[[np.float64(-9.627959608412251), np.float64(-9.456480423152195)], [np.float64(-8.422768258534543), np.float64(-8.66666575995358)], [np.float64(-9.641312396024999), np.float64(-9.419004033015087)], [np.float64(-4.220023474630734), np.float64(-4.000491151652979)]], [[np.float64(-25.264751613174422), np.float64(-11.391711566810132), np.float64(-3.0622205237156868)], [np.float64(-23.034229522641333), np.float64(-10.531968269776298), np.float64(-2.897464042928203)]]]","[[0.5594425253664833, np.float64(-14.93622778043532)], [0.44989575298321816, 0.1006139360279169, np.float64(-1.6759920144509972)]]","[np.float64(0.6597770654117594), np.float64(0.30508040979887024), np.float64(0.09002060856235544)]",0.7461387431174389
2,"(2, 3)",sigmoid,0.0001,100,0.014202189056368992,"[[[np.float64(0.8970144249735978), np.float64(0.9123606861339667)], [np.float64(0.4797586859338954), np.float64(0.2375524751888902)], [np.float64(0.5374323261298983), np.float64(0.2675203609315433)], [np.float64(0.09798934199150659), np.float64(0.028244276221941523)]], [[np.float64(0.7759749476071833), np.float64(0.2763719420337575), np.float64(0.3657271399355526)], [np.float64(0.7598516823300951), np.float64(0.8568069650984508), np.float64(0.9184855689913388)]]]","[[0.43810167098230635, np.float64(0.16078959780671392)], [0.7110231534160725, 0.20006361257287641, np.float64(0.782288793750247)]]","[np.float64(0.36675463442437994), np.float64(0.000677729880796826), np.float64(0.9487746159497606)]",0.05674736500987784
2,"(2, 3)",sigmoid,0.0001,200,0.026759166779738115,"[[[np.float64(0.8080643011854699), np.float64(0.6081905269028289)], [np.float64(0.8484298746670882), np.float64(0.6923157280879619)], [np.float64(0.8278827743075551), np.float64(0.5170583125440532)], [np.float64(0.6996969478490711), np.float64(0.39229536680510035)]], [[np.float64(0.6525007660843348), np.float64(0.5603772327758488), np.float64(0.4726575596588232)], [np.float64(0.5825325268790769), np.float64(0.06936520669348259), np.float64(-0.35909951198342654)]]]","[[0.9315760394905662, np.float64(0.5019726930471304)], [0.7046350607093225, 0.81398086601183, np.float64(-0.3425787727819344)]]","[np.float64(0.2801206108995878), np.float64(0.6774085758360252), np.float64(0.8960511615792341)]",0.41455066702121723
2,"(2, 3)",sigmoid,0.001,100,0.016137970447515304,"[[[np.float64(0.29339212692502825), np.float64(0.9389458798910479)], [np.float64(0.4575696994776824), np.float64(0.8388937729487304)], [np.float64(0.03441389755335145), np.float64(0.06610737325485477)], [np.float64(0.9420139705105574), np.float64(0.48120884233451133)]], [[np.float64(0.2504436675429056), np.float64(0.6258779846652087), np.float64(-0.5190862936480689)], [np.float64(-0.1435691476797052), np.float64(0.5600664235957623), np.float64(-0.621606448641628)]]]","[[0.7088155770741705, np.float64(0.3442778007595517)], [0.2191065137170075, 0.7888750887031191, np.float64(-0.5017018043257455)]]","[np.float64(0.10401674991782807), np.float64(0.10292297472350061), np.float64(0.7818205269614317)]",0.9566077969374045
2,"(2, 3)",sigmoid,0.001,200,0.014460937637877874,"[[[np.float64(0.7910754756091906), np.float64(0.4647749966778337)], [np.float64(0.6243054366020396), np.float64(0.11048625970383824)], [np.float64(0.8635500476828493), np.float64(0.5608558627300928)], [np.float64(1.216348880108899), np.float64(0.3298638252102913)]], [[np.float64(-1.1442372343777754), np.float64(-2.4665053040883467), np.float64(-0.5306009980668335)], [np.float64(-0.38507048009498085), np.float64(-1.334488374837314), np.float64(0.09742758140979432)]]]","[[0.3100591566226931, np.float64(0.33127072990086753)], [0.1548349691666664, 0.08560474878982594, np.float64(-0.19646587523484482)]]","[np.float64(0.5875174136640451), np.float64(0.9499459997030095), np.float64(0.23936141769632113)]",0.9050575569776849
2,"(2, 3)",tanh,0.0001,100,0.05697256039051799,"[[[np.float64(0.4461788595844035), np.float64(0.6364567227296943)], [np.float64(0.40070220934390965), np.float64(0.31622306650980986)], [np.float64(0.4828853574940732), np.float64(0.8090887504170508)], [np.float64(0.9688863754002567), np.float64(0.4900145402297111)]], [[np.float64(0.303522847696954), np.float64(1.0702164010442117), np.float64(0.5808554965104433)], [np.float64(0.7604181504680302), np.float64(0.9056640198361059), np.float64(0.9601104063182122)]]]","[[0.2659549357370552, np.float64(1.0804384179767488)], [0.2850767771617366, 0.26105667822447554, np.float64(1.1559580628111163)]]","[np.float64(0.04203757092399532), np.float64(0.12151989052607944), np.float64(0.06498610735184947)]",0.3172745105840306
2,"(2, 3)",tanh,0.0001,200,0.01176178380720338,"[[[np.float64(0.10168933825163663), np.float64(0.504450194497943)], [np.float64(0.7064124610324619), np.float64(0.15825957569617938)], [np.float64(0.9361036030030875), np.float64(0.13576656089402456)], [np.float64(0.5120231997282725), np.float64(0.8504997639052471)]], [[np.float64(0.8448840084225463), np.float64(0.6462701031078695), np.float64(0.1343035061759732)], [np.float64(0.04967497246932136), np.float64(0.4098321279015651), np.float64(-0.002370834948953675)]]]","[[0.28694741285280234, np.float64(0.5138649289789613)], [0.9503100372039075, 0.4431619384443427, np.float64(0.19663428653458154)]]","[np.float64(0.03952795220294824), np.float64(0.14988630002766534), np.float64(0.9856535123699063)]",0.4958723062169584
2,"(2, 3)",tanh,0.001,100,0.012356033328165289,"[[[np.float64(0.5089013501490481), np.float64(0.43612749611963636)], [np.float64(0.3791305235431562), np.float64(0.5468731339216424)], [np.float64(0.25976806227949495), np.float64(0.42390087345172844)], [np.float64(0.7838697912992939), np.float64(0.40458556313323785)]], [[np.float64(0.44374515568945727), np.float64(0.7748782317724328), np.float64(-0.4890516207503603)], [np.float64(-0.26603553108546385), np.float64(0.09680241989154992), np.float64(0.24361494963319158)]]]","[[0.051529109525544015, np.float64(0.17052230322448592)], [0.39370778670521955, 0.16027521156580748, np.float64(-0.300066249357247)]]","[np.float64(0.3464049558536766), np.float64(0.08103097409666708), np.float64(0.3517382844400472)]",0.9050598760051795
2,"(2, 3)",tanh,0.001,200,0.01296245365474423,"[[[np.float64(0.2713671056980996), np.float64(0.2649861453334419)], [np.float64(0.02142613710989993), np.float64(0.4840125598056335)], [np.float64(0.9132327725470605), np.float64(0.6853857789603225)], [np.float64(0.5417022951445674), np.float64(-0.06840511270717196)]], [[np.float64(-0.2791482112562749), np.float64(-0.7901907046477928), np.float64(0.7919822401069779)], [np.float64(0.08960106350811438), np.float64(-0.35577455518935175), np.float64(0.7846219305070513)]]]","[[0.9903054364306295, np.float64(0.10532171864813025)], [0.5334480563321602, 0.6330928933622185, np.float64(0.44545311603059534)]]","[np.float64(0.5908895383957317), np.float64(0.776381904361871), np.float64(0.13687060960077246)]",0.9465505539697061
2,"(2, 4)",relu,0.0001,100,0.465300902594147,"[[[np.float64(-2.256203262354088), np.float64(-1.5221641231740834)], [np.float64(-1.8221447572223461), np.float64(-0.9391215212028522)], [np.float64(-1.7391413234250415), np.float64(-1.293742960195064)], [np.float64(-0.5193096641456147), np.float64(-0.5461856434923289)]], [[np.float64(-0.9060696773617785), np.float64(-2.0889692098527455), np.float64(-2.3736540561684665), np.float64(-3.6314281883311104)], [np.float64(-1.2920713268151187), np.float64(-2.8612439714266835), np.float64(-2.6611123550058933), np.float64(-2.779962308050911)]]]","[[0.7636478672839475, np.float64(-1.6223146420186882)], [0.5435417878684894, 0.2849982556450973, 0.4438649587399096, np.float64(-1.7422944678611498)]]","[np.float64(0.3023144610268736), np.float64(0.6342125174113181), np.float64(0.6489371297346669), np.float64(0.7669511626657728)]",0.7474531445407051
2,"(2, 4)",relu,0.0001,200,0.6067180410796276,"[[[np.float64(-1.9702665068235206), np.float64(-1.68945168765255)], [np.float64(-1.6551633539136879), np.float64(-1.4622009856712683)], [np.float64(-1.327970234389987), np.float64(-1.1878710493456521)], [np.float64(-0.3306844598859968), np.float64(-0.26548300170389194)]], [[np.float64(-1.2441958209391177), np.float64(0.6527837350108315), np.float64(-1.633403818943486), np.float64(-2.261272353782526)], [np.float64(-1.4012552047927807), np.float64(0.3818236802439553), np.float64(-1.351597279383959), np.float64(-3.1267912683228967)]]]","[[0.1251411505536839, np.float64(-2.367520409833103)], [0.8557538807027614, 0.5915757452666177, 0.9395937162455421, np.float64(-1.8131538796593025)]]","[np.float64(0.4746736269713422), np.float64(0.03495398960833433), np.float64(0.5721839981136612), np.float64(0.9515927583972728)]",0.512490734360676
2,"(2, 4)",relu,0.001,100,0.3091926317933103,"[[[np.float64(-4.142215882803728), np.float64(-4.109149531318219)], [np.float64(-3.2732433619456245), np.float64(-3.9338576853036655)], [np.float64(-4.401706980605906), np.float64(-3.9419627620068014)], [np.float64(-1.8386227091447285), np.float64(-1.5925972199803302)]], [[np.float64(-3.397626883893977), np.float64(-2.793611981655927), np.float64(-0.18747539734054977), np.float64(-0.600025219175378)], [np.float64(-5.799403108897824), np.float64(-6.7138100319157115), np.float64(-0.055084719889904384), np.float64(-1.7601838677981656)]]]","[[0.0860269113673422, np.float64(-6.386447997389508)], [0.5363189872790172, 0.7218379182262588, 0.017346555639135786, np.float64(-1.1247118832599747)]]","[np.float64(0.35874995662767123), np.float64(0.3849880215982366), np.float64(0.0588851477419787), np.float64(0.14424344927049193)]",0.7793027162872981
2,"(2, 4)",relu,0.001,200,0.023449720855832714,"[[[np.float64(-2.965821438709663), np.float64(-5.11888002268655)], [np.float64(-3.0155401261889763), np.float64(-5.130289560244445)], [np.float64(-2.8711853848083195), np.float64(-5.849651973731674)], [np.float64(-1.2932988996678834), np.float64(-2.5466782967770483)]], [[np.float64(-8.99879244333169), np.float64(0.5334777804418074), np.float64(-2.2447245556993614), np.float64(-6.636806430342948)], [np.float64(-5.53636882084742), np.float64(0.271349680043359), np.float64(-1.688374823800062), np.float64(-3.844933089140937)]]]","[[0.07551233416821879, np.float64(-8.75471199606377)], [0.49304771438590234, 0.8125392884980227, 0.19289158536647288, np.float64(-5.7334234715325625)]]","[np.float64(0.7930220981268296), np.float64(0.01718984406000961), np.float64(0.2387054388058493), np.float64(0.629253393158307)]",0.3675183880996191
2,"(2, 4)",sigmoid,0.0001,100,0.06414866175999291,"[[[np.float64(0.3532455917056517), np.float64(0.7639289474440579)], [np.float64(0.16006498788279064), np.float64(0.7195854035327746)], [np.float64(0.8859953942297217), np.float64(0.5846678205636058)], [np.float64(0.8292420065150913), np.float64(-0.012018791233876284)]], [[np.float64(0.9094383140756702), np.float64(0.6131094931989612), np.float64(0.5951415817893265), np.float64(-0.05006129933402809)], [np.float64(0.7617501942853981), np.float64(0.4505095286109488), np.float64(-0.020289704809637838), np.float64(-0.07567101111198132)]]]","[[0.6145975265711209, np.float64(0.4409334488199817)], [0.36333498566656564, 0.8250045686351881, 0.3076090524470104, np.float64(0.15005952573734124)]]","[np.float64(0.17928472720359234), np.float64(0.8563209626612236), np.float64(0.8921675837030172), np.float64(0.7623374560101215)]",0.8024546491627811
2,"(2, 4)",sigmoid,0.0001,200,0.0561395529794046,"[[[np.float64(0.45548380859727633), np.float64(0.03649400430240912)], [np.float64(0.5049620866317552), np.float64(0.11665091189620529)], [np.float64(0.013661651319526184), np.float64(0.5484425794292582)], [np.float64(0.45891329805928294), np.float64(0.508559105058903)]], [[np.float64(0.2588823083834353), np.float64(-0.04605757210728), np.float64(0.15322495557474386), np.float64(-0.06049151329574061)], [np.float64(-0.38328796888982225), np.float64(-0.13119840480214756), np.float64(-0.4627739130480235), np.float64(0.5484035294210184)]]]","[[0.9550767857909258, np.float64(0.32074066707231863)], [0.7673971649114534, 0.9013473705040487, 0.28253459963877914, np.float64(0.2618246712379413)]]","[np.float64(0.8513342237234448), np.float64(0.9603165115458941), np.float64(0.9013279686510243), np.float64(0.33696196337788875)]",0.5025963850664213
2,"(2, 4)",sigmoid,0.001,100,0.016290462885169058,"[[[np.float64(0.40286124805184337), np.float64(0.9785924549629845)], [np.float64(0.8978863987351046), np.float64(1.1535629745024263)], [np.float64(0.5435939755637893), np.float64(1.153837127631981)], [np.float64(0.5744508479752579), np.float64(0.27108253497730217)]], [[np.float64(-0.8422926444497215), np.float64(-0.25451946625049654), np.float64(-0.978708441857534), np.float64(0.09548205143330597)], [np.float64(-1.179087065406866), np.float64(-0.0003970094035457297), np.float64(-1.7234334370504196), np.float64(-0.3497985459124705)]]]","[[0.04608512130490228, np.float64(0.9601584168780026)], [0.17694459409096297, 0.6437197038418524, 0.8539801467348, np.float64(-0.7899232420088451)]]","[np.float64(0.599705165856679), np.float64(0.20921860326574848), np.float64(0.9238027059200116), np.float64(0.43859156841450425)]",0.7444927853068185
2,"(2, 4)",sigmoid,0.001,200,0.012375360035758915,"[[[np.float64(0.44668852874385595), np.float64(0.3068970423548701)], [np.float64(0.33643171206359773), np.float64(0.464689453434416)], [np.float64(0.6137273297333039), np.float64(0.851356920579386)], [np.float64(0.9822390188043874), np.float64(0.954725976304272)]], [[np.float64(0.9166759819861335), np.float64(-0.13070282684244441), np.float64(0.47111520298828186), np.float64(-0.051470146616941374)], [np.float64(0.5939964974017578), np.float64(-0.14055263870854814), np.float64(0.17729049053003898), np.float64(0.36326237810435313)]]]","[[0.7854211131696204, np.float64(0.49618922562524603)], [0.1810474488034829, 0.7476737248427676, 0.0727044159090765, np.float64(-0.20914306818661066)]]","[np.float64(0.11816658342397701), np.float64(0.4630547684878632), np.float64(0.31782639939038004), np.float64(0.9115796465389567)]",0.026668792057916803
2,"(2, 4)",tanh,0.0001,100,0.012525777891969861,"[[[np.float64(0.1867047221582779), np.float64(0.7095007359973248)], [np.float64(0.15209389315479108), np.float64(0.9701288775703316)], [np.float64(-0.3874259496565411), np.float64(0.7947430422881566)], [np.float64(-0.005148414927894121), np.float64(0.1285917525368561)]], [[np.float64(0.21609144351429183), np.float64(0.5321486521303351), np.float64(0.17933655818222882), np.float64(0.0391210254156097)], [np.float64(0.07532935595524314), np.float64(-0.1502760569284029), np.float64(0.7054676348893464), np.float64(-1.023934937723374)]]]","[[0.901027146659361, np.float64(0.7229060026849742)], [0.26072345787972706, 0.5829491103002455, 0.7586365238593463, np.float64(-0.5278718761643723)]]","[np.float64(0.7646521276925138), np.float64(0.4411208432232293), np.float64(0.2042385546808485), np.float64(0.8857430424474222)]",0.9443565849958722
2,"(2, 4)",tanh,0.0001,200,0.016279191269130938,"[[[np.float64(0.1821944740220838), np.float64(0.7854532441941542)], [np.float64(0.5757880479512185), np.float64(0.49518484662146156)], [np.float64(0.9434842464606191), np.float64(0.30166917287479)], [np.float64(0.13496405798602468), np.float64(0.5024069269622116)]], [[np.float64(0.32789232113655753), np.float64(-0.9549342581519159), np.float64(-0.4310827336125375), np.float64(0.18971462724716504)], [np.float64(0.22511058564861625), np.float64(-0.675951044158879), np.float64(0.36466888527928526), np.float64(0.6307514767709143)]]]","[[0.501429124739467, np.float64(-0.011802386500813007)], [0.5872169754689452, 0.795200887044148, 0.7117089920481752, np.float64(0.2418884421706192)]]","[np.float64(0.5679463454100468), np.float64(0.815157218334983), np.float64(0.38702373371118515), np.float64(0.09366412993567916)]",0.7108216271394066
2,"(2, 4)",tanh,0.001,100,0.010038325861236385,"[[[np.float64(0.10398199941722898), np.float64(0.7907590303985446)], [np.float64(-0.12167559718015059), np.float64(0.2821862575664762)], [np.float64(0.006630589089714221), np.float64(0.3661472780167341)], [np.float64(0.040124703560861064), np.float64(0.4100027284063625)]], [[np.float64(0.4888151891834727), np.float64(0.006435437539785215), np.float64(0.7025677823387917), np.float64(-0.45261915733296937)], [np.float64(-0.08961202835651419), np.float64(0.38851397781287256), np.float64(0.35053340096225605), np.float64(-0.01893499261000647)]]]","[[0.8735178611553214, np.float64(0.13309223742647322)], [0.4503832185147907, 0.24275742692447488, 0.06085055781382542, np.float64(-0.4422045295752886)]]","[np.float64(0.9473878162513107), np.float64(0.5952365190208593), np.float64(0.1960157885247802), np.float64(0.677340582054277)]",0.37863877536300095
2,"(2, 4)",tanh,0.001,200,0.013041214804411207,"[[[np.float64(0.42157774532899545), np.float64(0.3190789400472895)], [np.float64(0.4397309410818585), np.float64(0.5313671059719524)], [np.float64(0.4787342467625856), np.float64(0.4173608508498894)], [np.float64(0.8057739789183685), np.float64(0.4966073471698355)]], [[np.float64(0.7010476109040388), np.float64(-0.27395260642969305), np.float64(0.012387479371250763), np.float64(0.6401593510454453)], [np.float64(0.3508468853008756), np.float64(-0.17015494747488946), np.float64(-0.1869170340921768), np.float64(0.211170139203829)]]]","[[0.2525680760638376, np.float64(0.20900553693027796)], [0.625374939379115, 0.632451591124595, 0.3544106915765588, np.float64(0.5006446141112045)]]","[np.float64(0.2018141290334399), np.float64(0.2748016705728668), np.float64(0.19920350113709434), np.float64(0.11031858434197032)]",0.5855388459782611
