provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup,rerata_lama_sekolah,harapan_lama_sekolah,pengeluaran_per_kapita
ACEH,Simeulue,2023,68.06,65.655,9.76,14.28,7686.0
ACEH,Aceh Singkil,2023,70.14,67.83,8.655,14.35,9374.0
ACEH,Aceh Selatan,2023,68.44,64.86,8.84,14.7,8712.0
ACEH,Aceh Tenggara,2023,71.05,68.69999999999999,10.100000000000001,14.27,8566.0
ACEH,Aceh Timur,2023,69.32,69.12,8.49,13.07,9436.0
ACEH,Aceh Tengah,2023,74.6,69.22999999999999,9.89,14.85,11323.0
ACEH,Aceh Barat,2023,72.88,68.39,9.98,14.64,10085.0
ACEH,Aceh Besar,2023,74.53,70.19,10.46,14.76,10309.0
ACEH,Pidie,2023,71.66,67.34,9.08,14.5,10584.0
ACEH,Bireuen,2023,73.63,71.71000000000001,9.345,14.87,9758.0
ACEH,Aceh Utara,2023,70.87,69.195,8.875,14.74,8970.0
ACEH,Aceh Barat Daya,2023,68.07,65.53,8.81,13.67,9043.0
ACEH,Gayo Lues,2023,68.93,65.965,8.475,14.34,9407.0
ACEH,Aceh Tamiang,2023,71.35,70.09,9.26,14.23,9050.0
ACEH,Nagan Raya,2023,70.78,69.655,8.965,14.17,9062.0
ACEH,Aceh Jaya,2023,70.88,67.605,8.780000000000001,14.02,10461.0
ACEH,Bener Meriah,2023,74.49,69.685,10.1,13.72,11855.0
ACEH,Pidie Jaya,2023,74.8,70.64500000000001,9.635000000000002,14.99,11005.0
ACEH,Kota Banda Aceh,2023,86.69,72.07,13.004999999999999,17.93,17521.0
ACEH,Kota Sabang,2023,77.52,71.025,11.185,14.68,12137.0
ACEH,Kota Langsa,2023,78.36,69.82499999999999,11.274999999999999,15.7,12678.0
ACEH,Kota Lhokseumawe,2023,78.92,72.11,11.325,15.54,12125.0
ACEH,Kota Subulussalam,2023,67.1,64.455,8.41,15.06,8065.0
SUMATERA UTARA,Nias,2023,64.56,70.38499999999999,6.300000000000001,13.3,7301.0
SUMATERA UTARA,Mandailing Natal,2023,68.56,63.519999999999996,8.875,13.86,10251.0
SUMATERA UTARA,Tapanuli Selatan,2023,71.55,65.605,9.475,13.58,11829.0
SUMATERA UTARA,Tapanuli Tengah,2023,70.91,67.945,8.934999999999999,13.49,10690.0
SUMATERA UTARA,Tapanuli Utara,2023,74.65,69.61500000000001,10.135,13.73,12115.0
SUMATERA UTARA,Toba Samosir / Toba,2023,76.38,71.28999999999999,10.625,13.59,12676.0
SUMATERA UTARA,Labuhan Batu,2023,73.69,70.82,9.49,13.25,11670.0
SUMATERA UTARA,Asahan,2023,71.56,69.135,8.82,12.64,11795.0
SUMATERA UTARA,Simalungun,2023,74.29,72.255,9.725,12.82,11746.0
SUMATERA UTARA,Dairi,2023,73.27,70.15,9.895,13.32,10969.0
SUMATERA UTARA,Karo,2023,75.98,72.32499999999999,10.04,13.25,12779.0
SUMATERA UTARA,Deli Serdang,2023,76.52,72.35499999999999,10.395,13.39,12890.0
SUMATERA UTARA,Langkat,2023,72.21,69.685,8.68,13.27,11632.0
SUMATERA UTARA,Nias Selatan,2023,64.12,69.625,6.49,12.78,7299.0
SUMATERA UTARA,Humbang Hasundutan,2023,70.75,70.32,10.125,13.32,8476.0
SUMATERA UTARA,Pakpak Bharat,2023,69.58,66.945,9.59,13.9,8764.0
SUMATERA UTARA,Samosir,2023,72.08,72.285,9.465,13.51,9158.0
SUMATERA UTARA,Serdang Bedagai,2023,71.75,69.64,8.855,12.64,11695.0
SUMATERA UTARA,Batu Bara,2023,70.31,67.935,8.58,13.11,10933.0
SUMATERA UTARA,Padang Lawas Utara,2023,71.63,67.86500000000001,9.57,13.53,10615.0
SUMATERA UTARA,Padang Lawas,2023,70.34,67.755,9.415,13.7,9395.0
SUMATERA UTARA,Labuhan Batu Selatan,2023,72.82,69.59,9.129999999999999,13.42,11950.0
SUMATERA UTARA,Labuhan Batu Utara,2023,73.63,70.3,8.955,13.57,12429.0
SUMATERA UTARA,Nias Utara,2023,64.64,70.28999999999999,6.93,13.36,6788.0
SUMATERA UTARA,Nias Barat,2023,63.7,70.005,7.335,12.98,6382.0
SUMATERA UTARA,Kota Sibolga,2023,75.2,70.23,10.434999999999999,13.42,12285.0
SUMATERA UTARA,Kota Tanjung Balai,2023,70.59,64.33,9.695,13.14,11753.0
SUMATERA UTARA,Kota Pematang Siantar,2023,80.46,74.83,11.685,14.6,12984.0
SUMATERA UTARA,Kota Tebing Tinggi,2023,76.98,71.68,10.92,13.12,13385.0
SUMATERA UTARA,Kota Medan,2023,82.19,74.015,11.645,14.78,15674.0
SUMATERA UTARA,Kota Binjai,2023,77.6,73.185,11.11,14.17,11567.0
SUMATERA UTARA,Kota Padangsidimpuan,2023,76.44,70.25,11.14,14.59,11552.0
SUMATERA UTARA,Kota Gunungsitoli,2023,70.68,72.13499999999999,8.84,13.78,8635.0
SUMATERA BARAT,Kepulauan Mentawai,2023,63.13,65.145,7.824999999999999,12.9,6891.0
SUMATERA BARAT,Pesisir Selatan,2023,71.44,71.565,8.594999999999999,13.36,9953.0
SUMATERA BARAT,Solok,2023,70.63,69.60499999999999,7.915,13.55,10717.0
SUMATERA BARAT,Sijunjung,2023,69.65,67.065,8.605,12.72,11018.0
SUMATERA BARAT,Tanah Datar,2023,73.98,70.89,9.0,14.78,10905.0
SUMATERA BARAT,Padang Pariaman,2023,72.61,69.745,8.405,14.19,11432.0
SUMATERA BARAT,Agam,2023,73.98,73.28,9.21,13.89,10402.0
SUMATERA BARAT,Lima Puluh Kota,2023,70.7,70.345,8.28,13.41,10285.0
SUMATERA BARAT,Pasaman,2023,68.13,68.33500000000001,8.22,13.25,8908.0
SUMATERA BARAT,Solok Selatan,2023,70.58,68.755,8.695,12.8,10884.0
SUMATERA BARAT,Dharmasraya,2023,73.04,72.295,8.825,12.68,11901.0
SUMATERA BARAT,Pasaman Barat,2023,70.19,68.575,8.795000000000002,13.7,9538.0
SUMATERA BARAT,Kota Padang,2023,83.58,74.24000000000001,11.635000000000002,16.56,15089.0
SUMATERA BARAT,Kota Solok,2023,79.58,74.465,11.379999999999999,14.36,12709.0
SUMATERA BARAT,Kota Sawah Lunto,2023,74.42,70.74,10.495000000000001,13.69,10829.0
SUMATERA BARAT,Kota Padang Panjang,2023,79.26,73.285,11.870000000000001,15.29,11310.0
SUMATERA BARAT,Kota Bukittinggi,2023,81.78,75.205,11.55,15.01,13859.0
SUMATERA BARAT,Kota Payakumbuh,2023,79.97,74.50999999999999,10.835,14.3,13978.0
SUMATERA BARAT,Kota Pariaman,2023,78.13,70.995,10.8,14.79,13355.0
RIAU,Kuantan Singingi,2023,71.67,69.175,8.895,13.37,10945.0
RIAU,Indragiri Hulu,2023,71.04,70.74,8.415,12.59,10957.0
RIAU,Indragiri Hilir,2023,67.98,68.665,7.390000000000001,12.2,10659.0
RIAU,Pelalawan,2023,73.59,72.05,8.75,12.9,12399.0
RIAU,Siak,2023,74.98,71.685,9.96,12.86,12637.0
RIAU,Kampar,2023,74.24,71.475,9.399999999999999,13.6,11662.0
RIAU,Rokan Hulu,2023,71.02,70.88499999999999,8.805,12.88,10055.0
RIAU,Bengkalis,2023,74.97,71.83500000000001,9.719999999999999,13.34,12153.0
RIAU,Rokan Hilir,2023,70.78,71.04499999999999,8.54,12.88,10097.0
RIAU,Kepulauan Meranti,2023,67.28,68.46000000000001,8.005,12.86,8613.0
RIAU,Kota Pekanbaru,2023,82.38,73.07499999999999,11.95,15.58,14983.0
RIAU,Kota Dumai,2023,75.66,71.72,10.25,13.33,12457.0
JAMBI,Kerinci,2023,72.54,70.6,8.675,13.91,10965.0
JAMBI,Merangin,2023,70.81,71.805,8.22,12.25,10969.0
JAMBI,Sarolangun,2023,71.29,69.745,8.24,12.48,12392.0
JAMBI,Batang Hari,2023,71.02,71.27000000000001,8.34,12.96,10528.0
JAMBI,Muaro Jambi,2023,71.04,71.88499999999999,8.7,13.15,9525.0
JAMBI,Tanjung Jabung Timur,2023,66.65,67.02,7.42,12.2,9898.0
JAMBI,Tanjung Jabung Barat,2023,69.35,68.725,8.265,12.67,10229.0
JAMBI,Tebo,2023,70.63,70.535,8.04,12.92,10894.0
JAMBI,Bungo,2023,71.06,68.47,8.41,12.66,12224.0
JAMBI,Kota Jambi,2023,80.15,73.34,11.325,15.54,12783.0
JAMBI,Kota Sungai Penuh,2023,76.65,72.905,10.68,14.83,11027.0
SUMATERA SELATAN,Ogan Komering Ulu,2023,71.01,68.895,8.845,12.99,10859.0
SUMATERA SELATAN,Ogan Komering Ilir,2023,68.65,69.36,7.145,11.97,11736.0
SUMATERA SELATAN,Muara Enim,2023,70.24,69.765,8.11,12.01,11683.0
SUMATERA SELATAN,Lahat,2023,69.1,66.925,8.620000000000001,12.44,10811.0
SUMATERA SELATAN,Musi Rawas,2023,68.26,68.995,7.640000000000001,12.22,10429.0
SUMATERA SELATAN,Musi Banyuasin,2023,69.17,69.56,7.68,12.31,10862.0
SUMATERA SELATAN,Banyu Asin,2023,68.65,69.805,7.51,12.09,10731.0
SUMATERA SELATAN,Ogan Komering Ulu Selatan,2023,66.67,67.93,8.075,11.79,9176.0
SUMATERA SELATAN,Ogan Komering Ulu Timur,2023,70.96,69.82499999999999,7.960000000000001,12.47,12046.0
SUMATERA SELATAN,Ogan Ilir,2023,68.76,66.38,8.13,12.41,11456.0
SUMATERA SELATAN,Empat Lawang,2023,66.68,65.78,7.84,12.1,10375.0
SUMATERA SELATAN,Penukal Abab Lematang Ilir,2023,66.64,69.015,7.154999999999999,12.49,9139.0
SUMATERA SELATAN,Musi Rawas Utara,2023,66.6,66.41499999999999,7.535,11.7,10631.0
SUMATERA SELATAN,Kota Palembang,2023,80.02,72.04,10.875,14.45,15592.0
SUMATERA SELATAN,Kota Prabumulih,2023,76.46,71.315,10.33,13.31,13494.0
SUMATERA SELATAN,Kota Pagar Alam,2023,70.45,67.75,9.469999999999999,13.49,9683.0
SUMATERA SELATAN,Kota Lubuklinggau,2023,76.19,70.3,9.995000000000001,13.55,14211.0
BENGKULU,Bengkulu Selatan,2023,71.91,68.44,9.46,13.65,10657.0
BENGKULU,Rejang Lebong,2023,72.31,69.27000000000001,8.83,14.19,10848.0
BENGKULU,Bengkulu Utara,2023,70.28,68.82,8.145,12.91,11188.0
BENGKULU,Kaur,2023,68.38,67.32,8.59,13.14,9365.0
BENGKULU,Seluma,2023,68.27,68.39,8.115,13.32,8949.0
BENGKULU,Mukomuko,2023,69.97,67.35,8.495000000000001,12.86,11075.0
BENGKULU,Lebong,2023,68.71,63.974999999999994,8.344999999999999,12.9,12012.0
BENGKULU,Kepahiang,2023,69.6,68.50999999999999,8.415,13.14,10044.0
BENGKULU,Bengkulu Tengah,2023,68.99,68.57,7.5,13.46,10114.0
BENGKULU,Kota Bengkulu,2023,81.45,70.785,11.969999999999999,16.06,14924.0
LAMPUNG,Lampung Barat,2023,69.11,68.18,8.344999999999999,12.29,10593.0
LAMPUNG,Tanggamus,2023,67.86,69.28,7.35,12.31,10038.0
LAMPUNG,Lampung Selatan,2023,69.63,70.02,7.800000000000001,12.64,10617.0
LAMPUNG,Lampung Timur,2023,71.21,71.295,8.145,12.97,10812.0
LAMPUNG,Lampung Tengah,2023,71.6,70.34,7.8999999999999995,13.04,12195.0
LAMPUNG,Lampung Utara,2023,68.95,69.88,8.385,12.55,9374.0
LAMPUNG,Way Kanan,2023,68.63,69.96000000000001,7.67,12.43,9887.0
LAMPUNG,Tulangbawang,2023,70.02,70.47,7.914999999999999,12.29,11552.0
LAMPUNG,Pesawaran,2023,67.67,69.785,8.02,12.62,8633.0
LAMPUNG,Pringsewu,2023,71.61,71.095,8.41,12.92,11016.0
LAMPUNG,Mesuji,2023,65.64,68.795,7.08,11.81,8947.0
LAMPUNG,Tulang Bawang Barat,2023,67.81,70.47,7.779999999999999,12.1,9162.0
LAMPUNG,Pesisir Barat,2023,66.0,64.34,8.75,12.14,9102.0
LAMPUNG,Kota Bandar Lampung,2023,78.56,71.96,11.045,14.72,13092.0
LAMPUNG,Kota Metro,2023,78.36,72.17,11.065,14.77,12618.0
KEP. BANGKA BELITUNG,Bangka,2023,73.66,71.64,8.45,13.11,13146.0
KEP. BANGKA BELITUNG,Belitung,2023,74.02,71.585,8.865,11.9,14365.0
KEP. BANGKA BELITUNG,Bangka Barat,2023,70.45,70.475,7.745,11.73,13105.0
KEP. BANGKA BELITUNG,Bangka Tengah,2023,71.71,72.16,7.300000000000001,12.12,13643.0
KEP. BANGKA BELITUNG,Bangka Selatan,2023,68.51,69.035,6.975,11.59,12627.0
KEP. BANGKA BELITUNG,Belitung Timur,2023,72.86,72.635,8.885,11.66,12536.0
KEP. BANGKA BELITUNG,Kota Pangkal Pinang,2023,79.93,74.04,10.46,13.19,16734.0
KEPULAUAN RIAU,Karimun,2023,73.51,72.055,8.665,12.61,12756.0
KEPULAUAN RIAU,Bintan,2023,75.7,71.14,8.985,13.44,14882.0
KEPULAUAN RIAU,Natuna,2023,74.21,66.27,9.195,13.93,15409.0
KEPULAUAN RIAU,Lingga,2023,67.44,63.545,7.375,12.63,12485.0
KEPULAUAN RIAU,Kepulauan Anambas,2023,70.26,68.14500000000001,7.455,13.05,12495.0
KEPULAUAN RIAU,Kota Batam,2023,82.11,74.025,11.219999999999999,13.34,18990.0
KEPULAUAN RIAU,Kota Tanjung Pinang,2023,80.23,72.9,10.74,14.15,16213.0
DKI JAKARTA,Kep. Seribu,2023,73.39,69.655,9.025,12.66,13523.0
DKI JAKARTA,Kota Jakarta Selatan,2023,86.07,74.86,11.815,13.66,24975.0
DKI JAKARTA,Kota Jakarta Timur,2023,84.13,75.195,11.98,14.06,18712.0
DKI JAKARTA,Kota Jakarta Pusat,2023,82.53,74.88499999999999,11.565000000000001,13.29,18202.0
DKI JAKARTA,Kota Jakarta Barat,2023,83.02,74.24000000000001,11.23,12.87,21709.0
DKI JAKARTA,Kota Jakarta Utara,2023,81.11,73.675,10.870000000000001,12.67,19617.0
JAWA BARAT,Bogor,2023,71.78,71.965,8.5,12.64,11153.0
JAWA BARAT,Sukabumi,2023,68.49,71.88499999999999,7.45,12.38,9482.0
JAWA BARAT,Cianjur,2023,66.55,70.84,7.140000000000001,12.03,8626.0
JAWA BARAT,Bandung,2023,73.74,74.35,9.125,12.73,11018.0
JAWA BARAT,Garut,2023,68.11,72.12,7.815,12.16,8685.0
JAWA BARAT,Tasikmalaya,2023,67.76,70.24,7.965,12.63,8562.0
JAWA BARAT,Ciamis,2023,72.05,72.62,8.1,14.29,9750.0
JAWA BARAT,Kuningan,2023,70.72,74.37,7.895,12.26,10011.0
JAWA BARAT,Cirebon,2023,70.95,72.81,7.635,12.41,11128.0
JAWA BARAT,Majalengka,2023,69.13,71.1,7.5,12.26,10340.0
JAWA BARAT,Sumedang,2023,73.18,73.24,8.715,13.01,11136.0
JAWA BARAT,Indramayu,2023,69.25,72.50999999999999,6.93,12.29,10580.0
JAWA BARAT,Subang,2023,70.7,73.295,7.51,11.91,11537.0
JAWA BARAT,Purwakarta,2023,72.09,71.785,8.245000000000001,12.18,12619.0
JAWA BARAT,Karawang,2023,72.35,72.95,7.98,12.2,12392.0
JAWA BARAT,Bekasi,2023,75.76,74.38,9.485,13.17,12123.0
JAWA BARAT,Bandung Barat,2023,69.61,73.15,8.305,11.91,9392.0
JAWA BARAT,Pangandaran,2023,69.38,72.22,8.085,12.3,9406.0
JAWA BARAT,Kota Bogor,2023,77.85,74.53,10.64,13.45,12656.0
JAWA BARAT,Kota Sukabumi,2023,76.32,73.16499999999999,10.395,13.6,11799.0
JAWA BARAT,Kota Bandung,2023,83.04,75.11500000000001,11.065000000000001,14.24,18236.0
JAWA BARAT,Kota Cirebon,2023,76.46,73.13,10.395,13.16,12506.0
JAWA BARAT,Kota Bekasi,2023,83.03,75.775,11.905000000000001,14.12,16479.0
JAWA BARAT,Kota Depok,2023,82.38,75.3,11.585,13.96,16279.0
JAWA BARAT,Kota Cimahi,2023,79.46,74.875,11.315000000000001,13.84,12883.0
JAWA BARAT,Kota Tasikmalaya,2023,74.47,72.97,9.485,13.49,11063.0
JAWA BARAT,Kota Banjar,2023,73.08,71.845,8.875,13.27,11356.0
JAWA TENGAH,Cilacap,2023,71.83,74.34,7.42,12.67,11432.0
JAWA TENGAH,Banyumas,2023,73.86,74.07,7.865,13.26,12492.0
JAWA TENGAH,Purbalingga,2023,70.24,73.465,7.345000000000001,12.02,10964.0
JAWA TENGAH,Banjarnegara,2023,69.14,74.56,6.885,11.82,10226.0
JAWA TENGAH,Kebumen,2023,71.37,73.925,7.83,13.37,9734.0
JAWA TENGAH,Purworejo,2023,74.28,75.28999999999999,8.515,13.53,11110.0
JAWA TENGAH,Wonosobo,2023,69.37,72.19999999999999,6.925,11.8,11577.0
JAWA TENGAH,Magelang,2023,71.45,74.30000000000001,7.865,12.61,10493.0
JAWA TENGAH,Boyolali,2023,75.41,76.265,8.129999999999999,12.66,13716.0
JAWA TENGAH,Klaten,2023,77.59,77.10499999999999,9.285,13.41,12968.0
JAWA TENGAH,Sukoharjo,2023,78.65,78.00999999999999,9.79,13.91,12319.0
JAWA TENGAH,Wonogiri,2023,71.97,76.6,7.72,12.52,10283.0
JAWA TENGAH,Karanganyar,2023,77.31,77.83,9.030000000000001,13.71,12260.0
JAWA TENGAH,Sragen,2023,75.1,76.015,7.914999999999999,12.92,13439.0
JAWA TENGAH,Grobogan,2023,71.49,75.125,7.324999999999999,12.46,11083.0
JAWA TENGAH,Blora,2023,70.63,74.795,7.130000000000001,12.51,10541.0
JAWA TENGAH,Rembang,2023,71.89,74.85499999999999,7.715,12.15,11399.0
JAWA TENGAH,Pati,2023,73.59,76.43,7.91,12.96,11385.0
JAWA TENGAH,Kudus,2023,76.71,76.9,9.254999999999999,13.26,12088.0
JAWA TENGAH,Jepara,2023,73.85,76.115,8.27,12.85,11306.0
JAWA TENGAH,Demak,2023,74.07,75.625,8.285,13.34,11166.0
JAWA TENGAH,Semarang,2023,75.13,75.99000000000001,8.16,13.05,12943.0
JAWA TENGAH,Temanggung,2023,71.33,75.82,7.515000000000001,12.61,10108.0
JAWA TENGAH,Kendal,2023,73.86,74.67500000000001,7.74,12.99,12755.0
JAWA TENGAH,Batang,2023,70.2,74.945,7.164999999999999,12.15,10470.0
JAWA TENGAH,Pekalongan,2023,71.4,73.975,7.49,12.44,11297.0
JAWA TENGAH,Pemalang,2023,68.03,73.955,6.609999999999999,12.01,9587.0
JAWA TENGAH,Tegal,2023,70.23,72.05,7.35,12.92,10537.0
JAWA TENGAH,Brebes,2023,67.95,70.005,6.41,12.44,10993.0
JAWA TENGAH,Kota Magelang,2023,81.17,77.255,11.245000000000001,14.4,13175.0
JAWA TENGAH,Kota Surakarta,2023,83.54,77.66,11.129999999999999,14.9,15870.0
JAWA TENGAH,Kota Salatiga,2023,84.99,77.96,11.305,15.44,16650.0
JAWA TENGAH,Kota Semarang,2023,84.43,77.935,11.004999999999999,15.55,16420.0
JAWA TENGAH,Kota Pekalongan,2023,76.71,74.695,9.335,12.87,14056.0
JAWA TENGAH,Kota Tegal,2023,77.02,74.735,9.18,13.18,14013.0
D I YOGYAKARTA,Kulon Progo,2023,75.79,75.38999999999999,9.18,14.48,10723.0
D I YOGYAKARTA,Bantul,2023,81.39,74.015,9.85,15.61,16524.0
D I YOGYAKARTA,Gunung Kidul,2023,71.24,74.34,7.415,13.39,10065.0
D I YOGYAKARTA,Sleman,2023,84.77,75.16999999999999,11.045,16.77,16976.0
D I YOGYAKARTA,Kota Yogyakarta,2023,88.28,75.005,11.995000000000001,17.62,19920.0
JAWA TIMUR,Pacitan,2023,70.19,72.91,7.825,12.68,9681.0
JAWA TIMUR,Ponorogo,2023,72.5,73.6,7.779999999999999,13.77,10658.0
JAWA TIMUR,Trenggalek,2023,71.73,74.735,7.8999999999999995,12.62,10465.0
JAWA TIMUR,Tulungagung,2023,74.61,75.005,8.675,13.34,11565.0
JAWA TIMUR,Blitar,2023,72.49,74.435,7.8100000000000005,12.65,11499.0
JAWA TIMUR,Kediri,2023,73.96,73.325,8.245,13.62,11952.0
JAWA TIMUR,Malang,2023,72.16,73.315,7.765000000000001,13.48,10791.0
JAWA TIMUR,Lumajang,2023,67.87,71.005,7.175000000000001,12.16,9720.0
JAWA TIMUR,Jember,2023,68.64,70.08,6.609999999999999,13.49,10277.0
JAWA TIMUR,Banyuwangi,2023,72.61,71.425,7.699999999999999,13.12,12820.0
JAWA TIMUR,Bondowoso,2023,67.99,67.65,6.34,13.32,11255.0
JAWA TIMUR,Situbondo,2023,69.16,69.985,6.93,13.19,10702.0
JAWA TIMUR,Probolinggo,2023,67.79,68.17,6.324999999999999,12.63,11756.0
JAWA TIMUR,Pasuruan,2023,70.29,70.86,7.529999999999999,12.77,11239.0
JAWA TIMUR,Sidoarjo,2023,81.55,74.775,10.780000000000001,14.97,15311.0
JAWA TIMUR,Mojokerto,2023,75.53,73.305,9.145,12.97,13467.0
JAWA TIMUR,Jombang,2023,74.6,73.275,8.76,13.59,11999.0
JAWA TIMUR,Nganjuk,2023,73.71,72.33500000000001,8.29,13.17,12821.0
JAWA TIMUR,Madiun,2023,72.97,72.32499999999999,8.005,13.23,12259.0
JAWA TIMUR,Magetan,2023,75.41,73.34,8.67,14.07,12495.0
JAWA TIMUR,Ngawi,2023,72.47,73.255,7.865,12.85,11897.0
JAWA TIMUR,Bojonegoro,2023,70.85,72.62,7.5,12.92,10776.0
JAWA TIMUR,Tuban,2023,70.34,72.405,7.415,12.27,11174.0
JAWA TIMUR,Lamongan,2023,74.53,73.27000000000001,8.375,14.02,12019.0
JAWA TIMUR,Gresik,2023,77.98,73.35,10.025,13.97,13870.0
JAWA TIMUR,Bangkalan,2023,65.75,70.83500000000001,6.0600000000000005,11.97,9438.0
JAWA TIMUR,Sampang,2023,64.13,68.685,5.109999999999999,12.54,9363.0
JAWA TIMUR,Pamekasan,2023,67.96,68.36,7.1850000000000005,13.68,9420.0
JAWA TIMUR,Sumenep,2023,68.61,72.52000000000001,6.0600000000000005,13.58,9807.0
JAWA TIMUR,Kota Kediri,2023,80.44,74.765,10.785,15.45,13276.0
JAWA TIMUR,Kota Blitar,2023,80.63,74.755,10.844999999999999,14.57,14548.0
JAWA TIMUR,Kota Malang,2023,83.39,74.215,11.14,15.77,17222.0
JAWA TIMUR,Kota Probolinggo,2023,75.43,71.035,9.530000000000001,13.73,12999.0
JAWA TIMUR,Kota Pasuruan,2023,77.17,72.35499999999999,9.684999999999999,13.66,14250.0
JAWA TIMUR,Kota Mojokerto,2023,80.07,74.18,11.0,14.04,14422.0
JAWA TIMUR,Kota Madiun,2023,82.71,73.49000000000001,11.74,14.44,17115.0
JAWA TIMUR,Kota Surabaya,2023,83.45,74.84,10.705,14.85,18977.0
JAWA TIMUR,Kota Batu,2023,78.18,73.34,9.875,14.56,13603.0
BANTEN,Pandeglang,2023,66.42,65.63,7.16,13.73,9151.0
BANTEN,Lebak,2023,65.21,68.18,6.665,12.1,9130.0
BANTEN,Tangerang,2023,73.43,70.7,8.940000000000001,12.87,12749.0
BANTEN,Serang,2023,68.39,65.65,7.83,12.86,11320.0
BANTEN,Kota Tangerang,2023,79.46,72.285,10.915,13.89,15377.0
BANTEN,Kota Cilegon,2023,74.54,67.44,10.365,13.21,13663.0
BANTEN,Kota Serang,2023,73.48,69.035,9.04,12.82,14088.0
BANTEN,Kota Tangerang Selatan,2023,82.28,73.155,11.7,14.68,16225.0
BALI,Jembrana,2023,74.04,73.255,8.655000000000001,13.02,12236.0
BALI,Tabanan,2023,77.43,74.54499999999999,9.395,13.04,14832.0
BALI,Badung,2023,83.08,75.9,10.92,14.22,17915.0
BALI,Gianyar,2023,79.24,74.58500000000001,9.785,14.09,15047.0
BALI,Klungkung,2023,73.11,72.32499999999999,8.57,13.12,11760.0
BALI,Bangli,2023,70.79,71.385,7.69,12.52,11670.0
BALI,Karangasem,2023,68.91,71.295,6.555,12.63,10753.0
BALI,Buleleng,2023,73.97,72.755,7.615,13.27,13987.0
BALI,Kota Denpasar,2023,84.73,75.705,11.54,14.11,20128.0
NUSA TENGGARA BARAT,Lombok Barat,2023,70.15,68.125,6.945,13.98,11960.0
NUSA TENGGARA BARAT,Lombok Tengah,2023,68.4,67.17,6.65,13.87,10948.0
NUSA TENGGARA BARAT,Lombok Timur,2023,68.41,67.0,7.154999999999999,14.06,10152.0
NUSA TENGGARA BARAT,Sumbawa,2023,69.87,68.585,8.565,13.24,9981.0
NUSA TENGGARA BARAT,Dompu,2023,69.98,67.81,8.92,13.83,9404.0
NUSA TENGGARA BARAT,Bima,2023,68.28,67.32,8.575,13.65,8963.0
NUSA TENGGARA BARAT,Sumbawa Barat,2023,73.17,69.24000000000001,8.99,13.66,12214.0
NUSA TENGGARA BARAT,Lombok Utara,2023,66.62,68.22,6.33,13.01,9785.0
NUSA TENGGARA BARAT,Kota Mataram,2023,80.09,72.6,9.93,15.67,15894.0
NUSA TENGGARA BARAT,Kota Bima,2023,77.36,71.24000000000001,10.96,15.06,11740.0
NUSA TENGGARA TIMUR,Sumba Barat,2023,65.22,67.625,6.9,13.26,7993.0
NUSA TENGGARA TIMUR,Sumba Timur,2023,67.05,65.86,7.525,12.86,10008.0
NUSA TENGGARA TIMUR,Kupang,2023,65.82,65.685,7.539999999999999,13.89,8220.0
NUSA TENGGARA TIMUR,Timor Tengah Selatan,2023,63.58,66.935,6.89,12.61,7450.0
NUSA TENGGARA TIMUR,Timor Tengah Utara,2023,65.16,67.655,8.16,13.35,6889.0
NUSA TENGGARA TIMUR,Belu,2023,63.83,65.675,7.4350000000000005,12.31,7907.0
NUSA TENGGARA TIMUR,Alor,2023,62.99,62.394999999999996,8.48,12.28,7565.0
NUSA TENGGARA TIMUR,Lembata,2023,66.12,67.92,8.36,12.46,7962.0
NUSA TENGGARA TIMUR,Flores Timur,2023,65.79,66.01499999999999,8.085,12.95,8223.0
NUSA TENGGARA TIMUR,Sikka,2023,66.89,68.345,7.035,13.66,8678.0
NUSA TENGGARA TIMUR,Ende,2023,68.63,66.16499999999999,8.32,13.82,9739.0
NUSA TENGGARA TIMUR,Ngada,2023,69.14,68.755,8.785,12.74,9350.0
NUSA TENGGARA TIMUR,Manggarai,2023,66.42,67.675,7.67,13.71,7903.0
NUSA TENGGARA TIMUR,Rote Ndao,2023,64.0,65.65,8.0,13.22,7061.0
NUSA TENGGARA TIMUR,Manggarai Barat,2023,65.81,68.045,7.99,12.53,7913.0
NUSA TENGGARA TIMUR,Sumba Tengah,2023,63.48,68.925,7.095,13.13,6484.0
NUSA TENGGARA TIMUR,Sumba Barat Daya,2023,63.74,69.045,6.359999999999999,13.1,7080.0
NUSA TENGGARA TIMUR,Nagekeo,2023,67.07,67.955,8.16,12.59,8706.0
NUSA TENGGARA TIMUR,Manggarai Timur,2023,63.24,68.53999999999999,7.785,12.59,6276.0
NUSA TENGGARA TIMUR,Sabu Raijua,2023,58.89,61.105000000000004,7.025,13.18,5899.0
NUSA TENGGARA TIMUR,Malaka,2023,62.06,65.715,7.1899999999999995,12.82,6569.0
NUSA TENGGARA TIMUR,Kota Kupang,2023,80.62,70.57,11.765,16.44,13762.0
KALIMANTAN BARAT,Sambas,2023,68.69,69.805,6.765,12.72,11057.0
KALIMANTAN BARAT,Bengkayang,2023,69.53,74.57499999999999,7.15,12.16,9859.0
KALIMANTAN BARAT,Landak,2023,68.14,73.83000000000001,7.5,12.53,8423.0
KALIMANTAN BARAT,Mempawah,2023,67.92,71.785,7.27,12.88,8690.0
KALIMANTAN BARAT,Sanggau,2023,67.77,71.815,7.529999999999999,11.87,9213.0
