provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup,rerata_lama_sekolah,harapan_lama_sekolah,pengeluaran_per_kapita
JAWA TENGAH,Tegal,2020,68.39,71.575,6.96,12.67,9612.0
JAWA TENGAH,Brebes,2020,66.11,69.315,6.109999999999999,12.04,10058.0
JAWA TENGAH,Kota Magelang,2020,78.99,76.89,10.635,14.14,12210.0
JAWA TENGAH,Kota Surakarta,2020,82.21,77.285,10.775,14.87,14761.0
JAWA TENGAH,Kota Salatiga,2020,83.14,77.37,10.530000000000001,15.41,15699.0
JAWA TENGAH,Kota Semarang,2020,83.05,77.42500000000001,10.79,15.52,15243.0
JAWA TENGAH,Kota Pekalongan,2020,74.98,74.34,8.92,12.84,12467.0
JAWA TENGAH,Kota Tegal,2020,75.07,74.495,8.45,13.05,12999.0
D I YOGYAKARTA,Kulon Progo,2020,74.46,75.265,8.875,14.26,10041.0
D I YOGYAKARTA,Bantul,2020,80.01,73.82,9.565000000000001,15.17,15517.0
D I YOGYAKARTA,Gunung Kidul,2020,69.98,74.07,7.255,12.97,9486.0
D I YOGYAKARTA,Sleman,2020,83.84,74.81,10.905000000000001,16.73,15926.0
D I YOGYAKARTA,Kota Yogyakarta,2020,86.61,74.575,11.455,17.43,18678.0
JAWA TIMUR,Pacitan,2020,68.39,71.88999999999999,7.53,12.64,8796.0
JAWA TIMUR,Ponorogo,2020,70.81,72.71000000000001,7.49,13.73,9670.0
JAWA TIMUR,Trenggalek,2020,69.74,73.685,7.5600000000000005,12.35,9630.0
JAWA TIMUR,Tulungagung,2020,73.0,74.02,8.335,13.31,10705.0
JAWA TIMUR,Blitar,2020,70.58,73.465,7.495,12.46,10654.0
JAWA TIMUR,Kediri,2020,72.05,72.55,8.015,13.15,11000.0
JAWA TIMUR,Malang,2020,70.36,72.495,7.425,13.18,10028.0
JAWA TIMUR,Lumajang,2020,65.46,70.03999999999999,6.4399999999999995,11.81,9088.0
JAWA TIMUR,Jember,2020,67.11,69.095,6.57,13.42,9294.0
JAWA TIMUR,Banyuwangi,2020,70.62,70.595,7.1,12.8,12140.0
JAWA TIMUR,Bondowoso,2020,66.43,66.68,5.965,13.28,10610.0
JAWA TIMUR,Situbondo,2020,67.38,69.065,6.54,13.15,9857.0
JAWA TIMUR,Probolinggo,2020,66.07,67.14500000000001,6.115,12.35,10859.0
JAWA TIMUR,Pasuruan,2020,68.6,70.17,7.49,12.41,10164.0
JAWA TIMUR,Sidoarjo,2020,80.29,73.975,10.415,14.93,14458.0
JAWA TIMUR,Mojokerto,2020,73.83,72.475,8.55,12.88,12779.0
JAWA TIMUR,Jombang,2020,72.97,72.345,8.55,13.27,11261.0
JAWA TIMUR,Nganjuk,2020,71.72,71.48500000000001,7.734999999999999,12.86,12130.0
JAWA TIMUR,Madiun,2020,71.73,71.32499999999999,7.869999999999999,13.16,11574.0
JAWA TIMUR,Magetan,2020,73.92,72.535,8.209999999999999,14.03,11776.0
JAWA TIMUR,Ngawi,2020,70.54,72.245,7.115,12.7,11418.0
JAWA TIMUR,Bojonegoro,2020,69.04,71.505,7.3100000000000005,12.39,10121.0
JAWA TIMUR,Tuban,2020,68.4,71.375,6.984999999999999,12.21,10238.0
JAWA TIMUR,Lamongan,2020,72.58,72.345,8.04,13.48,11456.0
JAWA TIMUR,Gresik,2020,76.11,72.60499999999999,9.355,13.73,13246.0
JAWA TIMUR,Bangkalan,2020,64.11,70.125,5.98,11.6,8610.0
JAWA TIMUR,Sampang,2020,62.7,67.985,4.885,12.37,8739.0
JAWA TIMUR,Pamekasan,2020,66.26,67.525,6.68,13.64,8739.0
JAWA TIMUR,Sumenep,2020,66.43,71.35,5.89,13.2,8888.0
JAWA TIMUR,Kota Kediri,2020,78.23,73.965,10.085,15.26,12239.0
JAWA TIMUR,Kota Blitar,2020,78.57,73.69,10.215,14.32,13733.0
JAWA TIMUR,Kota Malang,2020,81.45,73.22,10.485,15.51,16593.0
JAWA TIMUR,Kota Probolinggo,2020,73.27,70.22999999999999,8.795,13.59,12180.0
JAWA TIMUR,Kota Pasuruan,2020,75.26,71.46000000000001,9.225000000000001,13.62,13281.0
JAWA TIMUR,Kota Mojokerto,2020,78.04,73.25999999999999,10.355,14.0,13499.0
JAWA TIMUR,Kota Madiun,2020,80.91,72.75999999999999,11.175,14.4,16018.0
JAWA TIMUR,Kota Surabaya,2020,82.23,74.11500000000001,10.455,14.8,17755.0
JAWA TIMUR,Kota Batu,2020,75.9,72.555,9.115,14.13,12824.0
BANTEN,Pandeglang,2020,65.0,64.61500000000001,7.105,13.47,8572.0
BANTEN,Lebak,2020,63.91,67.16,6.375,11.97,8690.0
BANTEN,Tangerang,2020,71.92,69.83500000000001,8.295,12.82,12203.0
BANTEN,Serang,2020,66.7,64.59,7.5,12.57,10665.0
BANTEN,Kota Tangerang,2020,78.25,71.55,10.715,13.85,14484.0
BANTEN,Kota Cilegon,2020,73.05,66.62,9.8,13.16,13010.0
BANTEN,Kota Serang,2020,72.16,67.905,8.925,12.78,13212.0
BANTEN,Kota Tangerang Selatan,2020,81.36,72.41,11.59,14.47,15667.0
BALI,Jembrana,2020,72.36,72.31,8.32,12.65,11790.0
BALI,Tabanan,2020,76.17,73.61,9.0,13.0,14494.0
BALI,Badung,2020,81.6,75.015,10.315,13.98,17503.0
BALI,Gianyar,2020,77.36,73.64,9.059999999999999,13.89,14544.0
BALI,Klungkung,2020,71.73,71.205,8.175,12.99,11376.0
BALI,Bangli,2020,69.36,70.475,7.285,12.34,11268.0
BALI,Karangasem,2020,67.35,70.425,6.3149999999999995,12.41,10237.0
BALI,Buleleng,2020,72.55,71.78999999999999,7.29,13.07,13463.0
BALI,Kota Denpasar,2020,83.93,74.785,11.5,14.0,19723.0
NUSA TENGGARA BARAT,Lombok Barat,2020,68.2,66.92500000000001,6.465,13.71,11304.0
NUSA TENGGARA BARAT,Lombok Tengah,2020,66.43,66.19,6.26,13.67,9952.0
NUSA TENGGARA BARAT,Lombok Timur,2020,66.3,65.955,6.805,13.69,9409.0
NUSA TENGGARA BARAT,Sumbawa,2020,67.61,67.52000000000001,7.984999999999999,13.06,9146.0
NUSA TENGGARA BARAT,Dompu,2020,67.84,66.8,8.469999999999999,13.32,8889.0
NUSA TENGGARA BARAT,Bima,2020,66.3,66.315,7.960000000000001,13.29,8468.0
NUSA TENGGARA BARAT,Sumbawa Barat,2020,71.63,68.055,8.64,13.62,11536.0
NUSA TENGGARA BARAT,Lombok Utara,2020,64.42,67.14500000000001,5.99,12.72,9006.0
NUSA TENGGARA BARAT,Kota Mataram,2020,78.91,71.75,9.835,15.59,14968.0
NUSA TENGGARA BARAT,Kota Bima,2020,75.81,70.36500000000001,10.530000000000001,15.0,11105.0
NUSA TENGGARA TIMUR,Sumba Barat,2020,63.53,67.03999999999999,6.62,13.11,7321.0
NUSA TENGGARA TIMUR,Sumba Timur,2020,65.52,65.08,7.109999999999999,12.82,9406.0
NUSA TENGGARA TIMUR,Kupang,2020,64.32,64.58,7.5,13.85,7526.0
NUSA TENGGARA TIMUR,Timor Tengah Selatan,2020,62.15,66.38499999999999,6.72,12.57,6861.0
NUSA TENGGARA TIMUR,Timor Tengah Utara,2020,63.53,66.925,7.819999999999999,13.31,6364.0
NUSA TENGGARA TIMUR,Belu,2020,62.68,64.565,7.27,12.27,7479.0
NUSA TENGGARA TIMUR,Alor,2020,61.33,61.43,8.440000000000001,12.23,6786.0
NUSA TENGGARA TIMUR,Lembata,2020,64.74,67.02,8.32,12.42,7305.0
NUSA TENGGARA TIMUR,Flores Timur,2020,64.22,65.16,7.664999999999999,12.91,7631.0
NUSA TENGGARA TIMUR,Sikka,2020,65.11,67.195,6.93,13.16,8081.0
NUSA TENGGARA TIMUR,Ende,2020,67.04,65.245,7.9399999999999995,13.78,9094.0
NUSA TENGGARA TIMUR,Ngada,2020,67.88,67.97,8.524999999999999,12.7,8865.0
NUSA TENGGARA TIMUR,Manggarai,2020,64.54,66.975,7.49,13.41,7203.0
NUSA TENGGARA TIMUR,Rote Ndao,2020,62.39,64.545,7.695,13.18,6539.0
NUSA TENGGARA TIMUR,Manggarai Barat,2020,63.89,67.315,7.325,12.28,7468.0
NUSA TENGGARA TIMUR,Sumba Tengah,2020,61.53,68.345,6.365,12.96,6108.0
NUSA TENGGARA TIMUR,Sumba Barat Daya,2020,62.28,68.48500000000001,6.26,13.06,6372.0
NUSA TENGGARA TIMUR,Nagekeo,2020,65.81,67.08,7.885,12.48,8309.0
NUSA TENGGARA TIMUR,Manggarai Timur,2020,60.85,68.00999999999999,7.045,11.99,5818.0
NUSA TENGGARA TIMUR,Sabu Raijua,2020,57.02,60.595,6.59,13.14,5265.0
NUSA TENGGARA TIMUR,Malaka,2020,60.21,64.92,6.84,12.78,5901.0
NUSA TENGGARA TIMUR,Kota Kupang,2020,79.71,69.5,11.625,16.4,13337.0
KALIMANTAN BARAT,Sambas,2020,67.03,68.88499999999999,6.725,12.61,9858.0
KALIMANTAN BARAT,Bengkayang,2020,67.87,73.745,6.68,12.09,9102.0
KALIMANTAN BARAT,Landak,2020,65.98,72.78999999999999,7.32,12.4,7357.0
KALIMANTAN BARAT,Mempawah,2020,65.74,70.97,7.055,12.39,7801.0
KALIMANTAN BARAT,Sanggau,2020,65.77,71.36500000000001,7.145,11.57,8245.0
KALIMANTAN BARAT,Ketapang,2020,67.17,71.03,7.32,11.8,9163.0
KALIMANTAN BARAT,Sintang,2020,66.88,71.66499999999999,6.99,12.03,8728.0
KALIMANTAN BARAT,Kapuas Hulu,2020,65.69,72.455,7.45,12.05,7162.0
KALIMANTAN BARAT,Sekadau,2020,64.76,71.785,6.92,11.88,7434.0
KALIMANTAN BARAT,Melawi,2020,65.55,72.89,6.880000000000001,11.16,8332.0
KALIMANTAN BARAT,Kayong Utara,2020,62.68,68.17500000000001,5.99,11.82,7842.0
KALIMANTAN BARAT,Kubu Raya,2020,67.95,70.515,7.095,13.82,8709.0
KALIMANTAN BARAT,Kota Pontianak,2020,79.44,72.91499999999999,10.175,15.0,14465.0
KALIMANTAN BARAT,Kota Singkawang,2020,71.94,72.01,7.915000000000001,12.9,11650.0
KALIMANTAN TENGAH,Kotawaringin Barat,2020,72.87,70.525,8.37,12.72,13109.0
KALIMANTAN TENGAH,Kotawaringin Timur,2020,71.31,69.78999999999999,8.1,12.84,11854.0
KALIMANTAN TENGAH,Kapuas,2020,69.48,68.685,7.67,12.92,11015.0
KALIMANTAN TENGAH,Barito Selatan,2020,70.22,67.035,8.86,12.55,11486.0
KALIMANTAN TENGAH,Barito Utara,2020,70.59,71.245,8.67,12.49,9936.0
KALIMANTAN TENGAH,Sukamara,2020,68.03,71.47,7.94,12.12,8674.0
KALIMANTAN TENGAH,Lamandau,2020,70.51,69.3,8.39,12.48,11190.0
KALIMANTAN TENGAH,Seruyan,2020,67.58,69.31,7.904999999999999,11.99,9370.0
KALIMANTAN TENGAH,Katingan,2020,68.68,65.715,8.600000000000001,12.67,10548.0
KALIMANTAN TENGAH,Pulang Pisau,2020,68.45,67.99000000000001,8.19,12.41,10047.0
KALIMANTAN TENGAH,Gunung Mas,2020,70.81,70.325,9.11,11.78,10793.0
KALIMANTAN TENGAH,Barito Timur,2020,71.39,68.155,9.3,12.83,11319.0
KALIMANTAN TENGAH,Murung Raya,2020,67.98,69.445,7.805,11.75,10419.0
KALIMANTAN TENGAH,Kota Palangka Raya,2020,80.77,73.155,11.525,14.95,14055.0
KALIMANTAN SELATAN,Tanah Laut,2020,69.38,69.41,7.83,12.01,11207.0
KALIMANTAN SELATAN,Kotabaru,2020,68.86,69.18,7.45,11.93,11530.0
KALIMANTAN SELATAN,Banjar,2020,69.18,67.16499999999999,7.4350000000000005,12.44,12603.0
KALIMANTAN SELATAN,Barito Kuala,2020,66.22,66.05,7.210000000000001,12.39,9805.0
KALIMANTAN SELATAN,Tapin,2020,70.11,70.36,7.949999999999999,11.94,11841.0
KALIMANTAN SELATAN,Hulu Sungai Selatan,2020,68.85,65.93,7.8149999999999995,12.17,12672.0
KALIMANTAN SELATAN,Hulu Sungai Tengah,2020,68.84,65.97,8.09,12.2,12153.0
KALIMANTAN SELATAN,Hulu Sungai Utara,2020,65.59,63.795,7.715,12.91,9527.0
KALIMANTAN SELATAN,Tabalong,2020,72.19,70.41,9.09,12.72,11283.0
KALIMANTAN SELATAN,Tanah Bumbu,2020,70.71,70.31,7.945,12.37,11718.0
KALIMANTAN SELATAN,Balangan,2020,68.82,67.675,7.66,12.46,11452.0
KALIMANTAN SELATAN,Kota Banjarmasin,2020,77.1,71.105,10.25,13.93,14306.0
KALIMANTAN SELATAN,Kota Banjar Baru,2020,79.1,71.945,10.985,14.81,13675.0
KALIMANTAN TIMUR,Paser,2020,72.04,72.655,8.515,13.1,10344.0
KALIMANTAN TIMUR,Kutai Barat,2020,71.19,72.89,8.56,12.9,9712.0
KALIMANTAN TIMUR,Kutai Kartanegara,2020,73.59,72.375,9.100000000000001,13.59,10720.0
KALIMANTAN TIMUR,Kutai Timur,2020,73.0,73.19,9.16,12.89,10485.0
KALIMANTAN TIMUR,Berau,2020,74.71,72.09,9.504999999999999,13.32,12018.0
KALIMANTAN TIMUR,Penajam Paser Utara,2020,71.41,71.84,8.235,12.56,11231.0
KALIMANTAN TIMUR,Mahakam Ulu,2020,67.09,72.13,8.405000000000001,12.51,7524.0
KALIMANTAN TIMUR,Kota Balikpapan,2020,80.01,74.475,10.77,14.14,14549.0
KALIMANTAN TIMUR,Kota Samarinda,2020,80.11,74.22,10.435,14.89,14135.0
KALIMANTAN TIMUR,Kota Bontang,2020,80.02,74.24,10.815,13.03,16278.0
KALIMANTAN UTARA,Malinau,2020,71.94,71.46000000000001,9.120000000000001,13.3,9611.0
KALIMANTAN UTARA,Bulungan,2020,71.1,72.61500000000001,9.055,13.0,9121.0
KALIMANTAN UTARA,Tana Tidung,2020,66.97,71.09,8.495000000000001,12.21,7381.0
KALIMANTAN UTARA,Nunukan,2020,65.79,71.395,8.145,12.64,6804.0
KALIMANTAN UTARA,Kota Tarakan,2020,75.83,73.94,10.215,14.02,10894.0
SULAWESI UTARA,Bolaang Mongondow,2020,67.89,69.31,7.9399999999999995,11.52,10128.0
SULAWESI UTARA,Minahasa,2020,75.29,71.035,9.645,13.98,12395.0
SULAWESI UTARA,Kepulauan Sangihe,2020,70.73,70.05000000000001,8.17,12.32,11427.0
SULAWESI UTARA,Kepulauan Talaud,2020,69.4,70.10499999999999,9.530000000000001,12.51,8505.0
SULAWESI UTARA,Minahasa Selatan,2020,72.11,69.86,9.175,12.74,11481.0
SULAWESI UTARA,Minahasa Utara,2020,73.9,71.33500000000001,9.969999999999999,12.8,11405.0
SULAWESI UTARA,Bolaang Mongondow Utara,2020,66.99,67.61,8.305,11.91,9062.0
SULAWESI UTARA,Siau Tagulandang Biaro,2020,67.64,70.68,9.02,11.67,8080.0
SULAWESI UTARA,Minahasa Tenggara,2020,70.51,70.095,8.865,12.27,10408.0
SULAWESI UTARA,Bolaang Mongondow Selatan,2020,65.0,64.465,7.955,12.29,8837.0
SULAWESI UTARA,Bolaang Mongondow Timur,2020,65.99,67.815,7.71,11.59,8998.0
SULAWESI UTARA,Kota Manado,2020,78.93,71.82,11.370000000000001,14.15,13886.0
SULAWESI UTARA,Kota Bitung,2020,74.1,71.02,9.83,12.61,12193.0
SULAWESI UTARA,Kota Tomohon,2020,76.69,71.88,10.795,14.2,11745.0
SULAWESI UTARA,Kota Kotamobagu,2020,72.97,70.425,10.030000000000001,12.79,10744.0
SULAWESI TENGAH,Banggai Kepulauan,2020,65.42,66.25,8.425,13.06,7429.0
SULAWESI TENGAH,Banggai,2020,70.52,70.83000000000001,8.485,13.24,9554.0
SULAWESI TENGAH,Morowali,2020,72.21,69.095,9.455,13.34,10993.0
SULAWESI TENGAH,Poso,2020,71.28,71.13,9.46,13.7,8808.0
SULAWESI TENGAH,Donggala,2020,65.56,67.28,8.06,12.49,7960.0
SULAWESI TENGAH,Toli-Toli,2020,65.69,65.855,8.435,12.73,7917.0
SULAWESI TENGAH,Buol,2020,67.82,68.715,8.885,13.09,7942.0
SULAWESI TENGAH,Parigi Moutong,2020,65.44,64.195,7.57,12.47,9641.0
SULAWESI TENGAH,Tojo Una-Una,2020,64.59,65.62,8.385000000000002,12.28,7606.0
SULAWESI TENGAH,Sigi,2020,68.12,69.91999999999999,8.555,12.87,8126.0
SULAWESI TENGAH,Banggai Laut,2020,65.43,65.33,8.635,12.95,7663.0
SULAWESI TENGAH,Morowali Utara,2020,68.36,69.52000000000001,8.719999999999999,12.24,8853.0
SULAWESI TENGAH,Kota Palu,2020,81.47,70.97,11.585,16.23,14839.0
SULAWESI SELATAN,Kepulauan Selayar,2020,67.38,68.405,7.94,12.65,8970.0
SULAWESI SELATAN,Bulukumba,2020,68.99,67.87,7.77,13.17,10513.0
SULAWESI SELATAN,Bantaeng,2020,68.73,70.455,6.9350000000000005,12.04,11632.0
SULAWESI SELATAN,Jeneponto,2020,64.26,66.34,6.62,11.98,9114.0
SULAWESI SELATAN,Takalar,2020,67.31,67.13,7.305,12.41,10454.0
SULAWESI SELATAN,Gowa,2020,70.14,70.37,8.195,13.64,9394.0
SULAWESI SELATAN,Sinjai,2020,67.6,67.245,7.76,13.05,9439.0
SULAWESI SELATAN,Maros,2020,69.86,68.985,7.835,13.04,10963.0
SULAWESI SELATAN,Pangkajene dan Kepulauan,2020,68.72,66.61,7.6850000000000005,12.76,11405.0
SULAWESI SELATAN,Barru,2020,71.0,68.97,8.235,13.58,10923.0
SULAWESI SELATAN,Bone,2020,66.06,67.015,7.12,12.88,8963.0
SULAWESI SELATAN,Soppeng,2020,68.67,69.61500000000001,7.805,12.9,9483.0
SULAWESI SELATAN,Wajo,2020,69.15,67.28999999999999,6.8100000000000005,13.14,12386.0
SULAWESI SELATAN,Sidenreng Rappang,2020,71.21,69.775,7.875,12.94,12073.0
SULAWESI SELATAN,Pinrang,2020,71.26,69.555,7.9399999999999995,13.23,11844.0
SULAWESI SELATAN,Enrekang,2020,72.76,70.85,8.84,13.7,10844.0
SULAWESI SELATAN,Luwu,2020,70.51,70.285,8.31,13.33,10014.0
SULAWESI SELATAN,Tana Toraja,2020,68.75,73.25,8.47,13.8,7217.0
SULAWESI SELATAN,Luwu Utara,2020,69.57,68.455,7.64,12.43,11562.0
SULAWESI SELATAN,Luwu Timur,2020,73.22,70.485,8.8,12.83,12814.0
SULAWESI SELATAN,Toraja Utara,2020,69.33,73.33500000000001,8.085,13.38,8097.0
SULAWESI SELATAN,Kota Makasar,2020,82.25,72.03999999999999,11.215,15.57,16873.0
SULAWESI SELATAN,Kota Parepare,2020,77.86,71.215,10.405000000000001,14.5,13663.0
SULAWESI SELATAN,Kota Palopo,2020,78.06,70.82499999999999,10.705,15.08,12995.0
SULAWESI TENGGARA,Buton,2020,65.98,68.14,8.145,13.75,7307.0
SULAWESI TENGGARA,Muna,2020,69.02,70.24000000000001,8.6,13.79,8203.0
SULAWESI TENGGARA,Konawe,2020,71.35,70.17,9.155,13.0,10126.0
SULAWESI TENGGARA,Kolaka,2020,73.45,70.955,9.055,12.81,12515.0
SULAWESI TENGGARA,Konawe Selatan,2020,68.2,70.685,7.8549999999999995,12.36,9037.0
SULAWESI TENGGARA,Bombana,2020,66.05,68.78999999999999,8.004999999999999,11.84,8234.0
SULAWESI TENGGARA,Wakatobi,2020,69.48,70.29499999999999,8.02,13.5,9204.0
SULAWESI TENGGARA,Kolaka Utara,2020,69.31,70.245,8.260000000000002,12.11,10218.0
SULAWESI TENGGARA,Buton Utara,2020,67.87,70.815,8.92,12.76,7470.0
SULAWESI TENGGARA,Konawe Utara,2020,69.86,69.37,9.254999999999999,12.83,9165.0
SULAWESI TENGGARA,Kolaka Timur,2020,67.02,72.565,7.345000000000001,12.41,7727.0
SULAWESI TENGGARA,Konawe Kepulauan,2020,65.41,68.31,9.35,12.06,6700.0
SULAWESI TENGGARA,Muna Barat,2020,65.08,70.21000000000001,7.0,12.5,7485.0
SULAWESI TENGGARA,Buton Tengah,2020,64.37,67.535,6.585000000000001,13.0,7221.0
SULAWESI TENGGARA,Buton Selatan,2020,64.93,67.535,7.359999999999999,13.23,7263.0
SULAWESI TENGGARA,Kota Kendari,2020,83.53,73.66499999999999,12.2,16.62,14335.0
SULAWESI TENGGARA,Kota Baubau,2020,75.9,71.08,10.645,15.16,10483.0
GORONTALO,Boalemo,2020,65.91,69.025,6.57,12.44,8789.0
GORONTALO,Gorontalo,2020,66.92,67.485,7.005,13.17,9277.0
GORONTALO,Pohuwato,2020,65.37,64.02,7.195,12.37,10255.0
GORONTALO,Bone Bolango,2020,69.98,68.38,8.32,13.57,10052.0
GORONTALO,Gorontalo Utara,2020,64.86,65.82499999999999,7.105,12.45,8921.0
GORONTALO,Kota Gorontalo,2020,77.13,72.44999999999999,10.365,14.34,12278.0
SULAWESI BARAT,Majene,2020,66.91,61.504999999999995,8.690000000000001,13.61,10056.0
SULAWESI BARAT,Polewali Mandar,2020,63.84,62.325,7.359999999999999,13.06,8580.0
SULAWESI BARAT,Mamasa,2020,66.02,70.815,7.890000000000001,12.05,7747.0
SULAWESI BARAT,Mamuju,2020,68.15,67.465,8.035,13.19,9500.0
SULAWESI BARAT,Mamuju Utara / Pasangkayu,2020,67.79,66.14,8.06,11.93,11111.0
SULAWESI BARAT,Mamuju Tengah,2020,65.71,68.275,7.535,12.23,8414.0
MALUKU,Maluku Tenggara Barat / Kepulauan Tanimbar,2020,62.86,63.36,9.665,12.29,6297.0
MALUKU,Maluku Tenggara,2020,66.2,65.015,9.905,12.81,7545.0
MALUKU,Maluku Tengah,2020,71.25,66.35,9.68,14.16,10210.0
MALUKU,Buru,2020,68.95,66.34,8.504999999999999,13.03,10316.0
MALUKU,Kepulauan Aru,2020,63.71,62.8,8.754999999999999,12.3,7586.0
MALUKU,Seram Bagian Barat,2020,65.62,61.625,8.875,13.44,8690.0
MALUKU,Seram Bagian Timur,2020,64.12,59.35,8.135,12.76,9453.0
MALUKU,Maluku Barat Daya,2020,61.9,62.325,8.36,12.27,6890.0
MALUKU,Buru Selatan,2020,64.69,66.215,7.965,12.69,7566.0
MALUKU,Kota Ambon,2020,80.84,70.45500000000001,11.925,16.03,14116.0
MALUKU,Kota Tual,2020,67.96,65.41499999999999,10.605,13.97,7351.0
MALUKU UTARA,Halmahera Barat,2020,65.31,66.21000000000001,8.57,13.19,7352.0
MALUKU UTARA,Halmahera Tengah,2020,65.42,63.870000000000005,9.105,12.99,7841.0
MALUKU UTARA,Kepulauan Sula,2020,63.53,63.254999999999995,8.98,12.74,6950.0
MALUKU UTARA,Halmahera Selatan,2020,63.84,65.815,7.925,12.78,7068.0
MALUKU UTARA,Halmahera Utara,2020,67.5,69.515,8.545,13.6,7414.0
MALUKU UTARA,Halmahera Timur,2020,66.75,68.845,8.36,12.75,7876.0
MALUKU UTARA,Pulau Morotai,2020,62.5,67.135,7.38,12.77,6290.0
MALUKU UTARA,Pulau Taliabu,2020,60.48,62.06,7.664999999999999,12.59,6390.0
MALUKU UTARA,Kota Ternate,2020,79.82,70.93,11.71,15.74,13091.0
MALUKU UTARA,Kota Tidore Kepulauan,2020,70.53,69.305,9.925,14.31,8188.0
PAPUA BARAT,Fakfak,2020,68.36,68.45,9.36,14.37,7599.0
PAPUA BARAT,Kaimana,2020,65.0,64.78999999999999,8.645,12.13,8325.0
PAPUA BARAT,Teluk Wondama,2020,60.21,60.085,8.205,11.48,8219.0
PAPUA BARAT,Teluk Bintuni,2020,64.55,60.82,8.7,12.31,9974.0
PAPUA BARAT,Manokwari,2020,72.01,68.67,9.64,13.65,12207.0
PAPUA BARAT,Sorong Selatan,2020,62.42,66.22999999999999,8.485,13.16,6286.0
PAPUA BARAT,Sorong,2020,65.74,66.09,8.34,13.71,7495.0
PAPUA BARAT,Raja Ampat,2020,63.89,64.73,8.370000000000001,12.03,8014.0
PAPUA BARAT,Tambrauw,2020,53.45,60.11,6.13,11.91,4998.0
PAPUA BARAT,Maybrat,2020,59.52,65.16,7.755000000000001,13.21,5336.0
PAPUA BARAT,Manokwari Selatan,2020,59.84,67.555,7.725,12.35,5505.0
PAPUA BARAT,Pegunungan Arfak,2020,56.33,67.225,6.725,11.72,5099.0
PAPUA BARAT,Kota Sorong,2020,78.45,70.685,11.215,14.38,13954.0
PAPUA,Merauke,2020,70.09,67.095,8.65,13.88,10097.0
PAPUA,Jayawijaya,2020,58.03,59.61,5.890000000000001,12.27,7441.0
PAPUA,Jayapura,2020,71.69,66.94,9.780000000000001,14.2,9898.0
PAPUA,Nabire,2020,68.83,67.97999999999999,9.879999999999999,11.92,8840.0
PAPUA,Kepulauan Yapen,2020,67.66,69.04,9.24,12.73,7484.0
PAPUA,Biak Numfor,2020,72.19,68.18,10.08,13.96,9705.0
PAPUA,Paniai,2020,56.31,66.33,4.045,10.49,6361.0
PAPUA,Puncak Jaya,2020,48.37,65.13,4.335,7.24,5282.0
PAPUA,Mimika,2020,74.19,72.305,10.045,12.4,11431.0
PAPUA,Boven Digoel,2020,61.53,59.94499999999999,8.655000000000001,11.07,7947.0
PAPUA,Mappi,2020,58.15,65.085,6.265000000000001,10.55,6353.0
PAPUA,Asmat,2020,50.55,58.015,5.075,9.02,5733.0
PAPUA,Yahukimo,2020,49.37,65.9,4.175,7.61,4875.0
PAPUA,Pegunungan Bintang,2020,45.44,64.35499999999999,3.55,6.25,5409.0
PAPUA,Tolikara,2020,49.5,65.675,3.5549999999999997,8.6,4826.0
PAPUA,Sarmi,2020,63.63,66.33500000000001,8.765,12.05,6600.0
PAPUA,Keerom,2020,66.4,66.595,8.084999999999999,12.42,8910.0
PAPUA,Waropen,2020,64.94,66.305,9.165,12.79,6732.0
PAPUA,Supiori,2020,62.3,65.91,8.575,12.74,5677.0
PAPUA,Mamberamo Raya,2020,51.78,57.75,5.045,11.79,4581.0
PAPUA,Nduga,2020,31.55,55.225,1.435,3.61,3975.0
PAPUA,Lanny Jaya,2020,47.86,65.99,3.0050000000000003,8.62,4350.0
PAPUA,Mamberamo Tengah,2020,47.57,63.575,3.5,8.93,4462.0
PAPUA,Yalimo,2020,48.34,65.34,3.74,9.11,4647.0
PAPUA,Puncak,2020,43.04,65.905,1.875,5.39,5378.0
PAPUA,Dogiyai,2020,54.84,65.69999999999999,4.75,10.58,5373.0
PAPUA,Intan Jaya,2020,47.79,65.525,3.0,7.65,5283.0
PAPUA,Deiyai,2020,49.46,65.21,2.88,9.81,4632.0
PAPUA,Kota Jayapura,2020,79.94,70.39500000000001,11.535,15.01,14763.0
ACEH,Simeulue,2019,65.7,65.17,9.075,13.51,7210.0
ACEH,Aceh Singkil,2019,68.91,67.31,8.44,14.3,8715.0
ACEH,Aceh Selatan,2019,66.9,64.215,8.585,14.41,8187.0
ACEH,Aceh Tenggara,2019,69.36,67.985,9.66,13.99,8067.0
ACEH,Aceh Timur,2019,67.39,68.61,7.905,13.02,8600.0
ACEH,Aceh Tengah,2019,73.14,68.765,9.745000000000001,14.26,10782.0
ACEH,Aceh Barat,2019,71.22,67.88,9.15,14.59,9692.0
ACEH,Aceh Besar,2019,73.55,69.71000000000001,10.305,14.71,9661.0
ACEH,Pidie,2019,70.41,66.83500000000001,8.870000000000001,14.45,9824.0
ACEH,Bireuen,2019,72.27,71.1,9.280000000000001,14.82,8889.0
ACEH,Aceh Utara,2019,69.22,68.735,8.4,14.69,8189.0
ACEH,Aceh Barat Daya,2019,66.56,64.85499999999999,8.445,13.57,8491.0
ACEH,Gayo Lues,2019,66.87,65.325,7.97,13.73,8845.0
ACEH,Aceh Tamiang,2019,69.23,69.465,8.895,13.58,8362.0
