provinsi,angka_harapan_hidup,rerata_lama_sekolah,harapan_lama_sekolah,pengeluaran_per_kapita
0.0,0.5137741046831956,0.7455899647197178,0.7815679233991621,0.20550526170672306
0.0,0.5993703266430539,0.6589572716581733,0.7857570317175344,0.2830752263223198
0.0,0.48248720975993686,0.6734613876911015,0.8067025733093955,0.2526538302467718
0.0,0.6336088154269968,0.7722461779694237,0.7809694793536804,0.24594457975276873
0.0,0.6501377410468323,0.6460211681693454,0.7091561938958708,0.2859243600937457
0.0,0.6544667453758359,0.7557820462563701,0.8156792339916218,0.37263912504020963
0.0,0.6214088941361671,0.7628381027048218,0.8031119090365052,0.3157483571527044
0.0,0.6922471467926012,0.8004704037632302,0.8102932375822861,0.3260420017462433
0.0,0.5800865800865802,0.6922775382203058,0.7947336923997607,0.33867928863563257
0.0,0.7520661157024797,0.7130537044296356,0.8168761220825853,0.3007214741969579
0.0,0.6530893349075164,0.6762054096432772,0.8090963494913226,0.26450990303754424
0.0,0.5088547815820545,0.6711093688749511,0.7450628366247756,0.26786452828454577
0.0,0.5259740259740262,0.6448451587612701,0.7851585876720527,0.2845917007490465
0.0,0.6883116883116887,0.706389651117209,0.7785757031717535,0.26818620467809384
0.0,0.671192443919717,0.6832614660917288,0.7749850388988629,0.2687376499241763
0.0,0.5905155450609998,0.6687573500588007,0.7660083782166368,0.3330269748632876
0.0,0.672373081463991,0.7722461779694237,0.7480550568521844,0.3970865309498645
0.0,0.7101534828807563,0.7357898863190907,0.8240574506283663,0.35802582601902494
0.0,0.7662337662337659,1.0,1.0,0.6574605946417904
0.0,0.7251082251082255,0.8573108584868679,0.8055056852184321,0.41004549423280184
0.0,0.6778827233372686,0.8643669149353196,0.8665469778575703,0.43490648407701854
0.0,0.7678079496261314,0.8682869462955703,0.8569718731298623,0.40949404898671943
0.0,0.4665486029122392,0.639749117992944,0.8282465589467386,0.2229217407288268
1.0,0.6999212908303813,0.4743237945903568,0.722920406941951,0.18781306006157805
1.0,0.4297520661157028,0.6762054096432772,0.7564332734889287,0.32337668305684486
1.0,0.5118063754427391,0.7232457859662877,0.7396768402154399,0.39589173291668583
1.0,0.6038961038961039,0.6809094472755781,0.7342908438061042,0.3435503883093608
1.0,0.669618260527352,0.7749901999215995,0.7486535008976661,0.40903451128165064
1.0,0.7355371900826446,0.8134065072520581,0.7402752842609216,0.4348145765360048
1.0,0.7170405352223534,0.724421795374363,0.7199281867145422,0.3885850834060935
1.0,0.6507280598189693,0.6718933751470012,0.6834230999401557,0.3943293047194522
1.0,0.7735143644234554,0.7428459427675421,0.6941950927588271,0.3920775699646157
1.0,0.6906729634002367,0.7561740493923952,0.7241172950329144,0.3563714902807776
1.0,0.776269185360094,0.7675421403371226,0.7199281867145422,0.43954781489821243
1.0,0.777449822904368,0.7953743629949039,0.7283064033512867,0.444648683424475
1.0,0.672373081463991,0.6609172873382987,0.7211250748055057,0.3868388401268324
1.0,0.670011806375443,0.4892199137593101,0.6918013165769,0.18772115252056432
1.0,0.6973632428177883,0.7742061936495492,0.7241172950329144,0.24180874040715045
1.0,0.5645415190869736,0.7322618580948648,0.7588270496708558,0.25504342631312904
1.0,0.7746950019677294,0.7224617796942376,0.7354877318970676,0.2731492118928358
1.0,0.67060212514758,0.6746373970991769,0.6834230999401557,0.3897339276687653
1.0,0.6035025580480129,0.653077224617797,0.7115499700777977,0.3547171545425302
1.0,0.6007477371113739,0.7306938455507644,0.7366846199880311,0.34010385552134553
1.0,0.5964187327823689,0.7185417483339867,0.7468581687612208,0.284040255502964
1.0,0.6686343959071235,0.6961975695805568,0.7301017354877319,0.4014521391480171
1.0,0.6965761511216058,0.6824774598196787,0.7390783961699582,0.42346399522080785
1.0,0.6961826052735143,0.5237161897295178,0.7265110712148414,0.16423877579155371
1.0,0.6849665486029122,0.55546844374755,0.703770197486535,0.14558154496576448
1.0,0.6938213301849667,0.7985103880831047,0.7301017354877319,0.41684665226781864
1.0,0.46162927981109814,0.7404939239513917,0.7133453022142431,0.39239924635816376
1.0,0.8748524203069659,0.8965111720893768,0.8007181328545782,0.4489683378521208
1.0,0.7508854781582057,0.8365346922775383,0.7121484141232794,0.46739579982537566
1.0,0.842778433687525,0.893375147001176,0.8114901256732495,0.5725839805156014
1.0,0.8101141282959468,0.8514308114464916,0.7749850388988629,0.38385184504388586
1.0,0.6946084218811492,0.8537828302626422,0.8001196888090963,0.38316253848628284
1.0,0.7687918142463595,0.6734613876911015,0.7516457211250748,0.2491153899177428
0.9393939393939394,0.49370326643053897,0.5938847510780086,0.698982645122681,0.16897201415376134
0.9393939393939394,0.7463597009051557,0.6542532340258722,0.7265110712148414,0.30968245944579753
0.9393939393939394,0.66922471467926,0.6009408075264603,0.7378815080789947,0.3447911401130463
0.9393939393939394,0.5692640692640691,0.6550372402979224,0.6882106523040097,0.3586232250356142
0.9393939393939394,0.7197953561589925,0.6860054880439044,0.8114901256732495,0.3534304489683379
0.9393939393939394,0.6747343565525386,0.6393571148569188,0.7761819269898265,0.37764808602545846
0.9393939393939394,0.8138528138528143,0.7024696197569582,0.7582286056253741,0.3303157024033822
0.9393939393939394,0.6983471074380168,0.6295570364562917,0.7295032914422502,0.3249391112540784
0.9393939393939394,0.619244391971665,0.6248529988239907,0.7199281867145422,0.2616607692661183
0.9393939393939394,0.6357733175914992,0.6620932967463741,0.6929982046678637,0.3524654197876936
0.9393939393939394,0.7750885478158209,0.6722853782830263,0.6858168761220826,0.39920040439318044
0.9393939393939394,0.6286894923258561,0.6699333594668759,0.7468581687612208,0.2906116446854465
0.9393939393939394,0.8516332152695796,0.892591140729126,0.9180131657690006,0.5457010247690823
0.9393939393939394,0.8604879968516337,0.8725989807918465,0.7863554757630161,0.43633105096273156
0.9393939393939394,0.7138921684376229,0.8032144257154057,0.7462597247157391,0.34993796240981573
0.9393939393939394,0.8140495867768593,0.9110152881223049,0.8420107719928187,0.37204172602362023
0.9393939393939394,0.88961038961039,0.8859270874166995,0.8252543387193297,0.4891778870456321
0.9393939393939394,0.8622589531680438,0.8298706389651118,0.7827648114901258,0.4946463857359497
0.9393939393939394,0.7239275875639515,0.8271266170129362,0.8120885697187313,0.4660171867101696
0.7575757575757576,0.6523022432113343,0.6777734221873776,0.7271095152603232,0.35526859978861264
0.7575757575757576,0.7138921684376229,0.640141121128969,0.6804308797127468,0.35582004503469516
0.7575757575757576,0.6322314049586781,0.559780478243826,0.6570915619389587,0.34212582142364784
0.7575757575757576,0.7654466745375839,0.66640533124265,0.698982645122681,0.4220853821056018
0.7575757575757576,0.7510822510822512,0.7612700901607214,0.696588868940754,0.43302237948623684
0.7575757575757576,0.7428177882723337,0.7173657389259115,0.7408737283064034,0.38821745324203855
0.7575757575757576,0.7195985832349465,0.6707173657389259,0.6977857570317176,0.3143697440374983
0.7575757575757576,0.7569854388036212,0.7424539396315172,0.725314183123878,0.41078075456091173
0.7575757575757576,0.7258953168044076,0.6499411995295962,0.6977857570317176,0.31629980239878686
0.7575757575757576,0.6241637150728065,0.6079968639749119,0.696588868940754,0.24810440696659164
0.7575757575757576,0.8057851239669418,0.9172873382987063,0.8593656493117894,0.5408299250953541
0.7575757575757576,0.7524596615505708,0.7840062720501765,0.7247157390783963,0.42475070079500027
0.21212121212121213,0.7083825265643449,0.6605252842022737,0.7594254937163376,0.3561876751987501
0.21212121212121213,0.7558048012593472,0.6248529988239907,0.6600837821663674,0.3563714902807776
0.21212121212121213,0.6747343565525386,0.626421011368091,0.6738479952124476,0.42176370571205374
0.21212121212121213,0.7347500983864625,0.6342610740885928,0.7025733093955716,0.33610587748724785
0.21212121212121213,0.7589531680440769,0.662485299882399,0.7139437462597248,0.29001424566885714
0.21212121212121213,0.5674931129476581,0.5621324970599765,0.6570915619389587,0.3071550020679197
0.21212121212121213,0.6345926800472252,0.6283810270482165,0.6852184320766008,0.3223657001056937
0.21212121212121213,0.7058244785517513,0.6107408859270874,0.7001795332136446,0.35292495749276226
0.21212121212121213,0.6245572609208971,0.639749117992944,0.6846199880311191,0.4140434722668996
0.21212121212121213,0.8162140889413618,0.8682869462955703,0.8569718731298623,0.4397316299802399
0.21212121212121213,0.7990948445493902,0.817718541748334,0.8144823459006584,0.35903680897017604
0.9696969696969697,0.6412829594647778,0.6738533908271267,0.7043686415320168,0.3513165755250219
0.9696969696969697,0.6595828414010234,0.5405723245785966,0.6433273488928786,0.3916180322595469
0.9696969696969697,0.6755214482487211,0.6162289298314386,0.6457211250748055,0.3891824824226828
0.9696969696969697,0.5637544273907911,0.6562132497059978,0.6714542190305206,0.3491107945406921
0.9696969696969697,0.6452184179456908,0.5793806350450804,0.6582884500299223,0.3315564542070677
0.9696969696969697,0.6674537583628495,0.5825166601332811,0.663674446439258,0.3514544368365425
0.9696969696969697,0.6770956316410865,0.5691885535084281,0.6505086774386595,0.3454344929001425
0.9696969696969697,0.6033057851239674,0.613484907879263,0.6325553560742071,0.2739763797619595
0.9696969696969697,0.6778827233372686,0.6044688357506861,0.6732495511669659,0.40586370111667663
0.9696969696969697,0.5423061786698149,0.6177969423755392,0.6696588868940755,0.3787509765176233
0.9696969696969697,0.5186934277843371,0.5950607604860839,0.6511071214841413,0.3290749505996967
0.9696969696969697,0.6460055096418733,0.5413563308506468,0.6744464392579295,0.2722760902532053
0.9696969696969697,0.5436835891381344,0.5711485691885536,0.6271693596648713,0.3408391158494555
0.9696969696969697,0.7650531286894928,0.8330066640533125,0.7917414721723519,0.568815771334038
0.9696969696969697,0.7365210547028731,0.7902783222265779,0.7235188509874327,0.4724047608106245
0.9696969696969697,0.5962219598583234,0.7228537828302627,0.7342908438061042,0.2972749414089426
0.9696969696969697,0.6965761511216058,0.7640141121128969,0.7378815080789947,0.5053536142640505
0.09090909090909091,0.6233766233766236,0.7220697765582126,0.7438659485338122,0.3420339138826341
0.09090909090909091,0.6560409287682019,0.6726773814190514,0.7761819269898265,0.3508110840494463
0.09090909090909091,0.6383313656040928,0.6189729517836143,0.6995810891681629,0.3664353660217821
0.09090909090909091,0.5792994883903972,0.6538612308898472,0.7133453022142431,0.2826616423877579
0.09090909090909091,0.6214088941361671,0.6166209329674638,0.7241172950329144,0.2635448738569
0.09090909090909091,0.5804801259346712,0.6464131713053706,0.696588868940754,0.3612425899545058
0.09090909090909091,0.447658402203857,0.6346530772246177,0.698982645122681,0.4043012729194431
0.09090909090909091,0.6261314443132622,0.640141121128969,0.7133453022142431,0.31386425256192274
0.09090909090909091,0.6284927194018102,0.5684045472363779,0.732495511669659,0.3170810164974036
0.09090909090909091,0.7156631247540339,0.9188553508428069,0.8880909634949132,0.5381186526354487
0.5454545454545454,0.61314443132625,0.6346530772246177,0.6624775583482945,0.33909287257019444
0.5454545454545454,0.6564344746162929,0.5566444531556253,0.663674446439258,0.31358852993888153
0.5454545454545454,0.6855568673750492,0.5919247353978833,0.6834230999401557,0.34019576306235927
0.5454545454545454,0.7357339630066906,0.6189729517836143,0.7031717534410533,0.349156748311199
