hidden_layer,hidden_neuron,lr,epoch,mse,bobot,bias,bobot_output,bias_output
2,"(5, 2)",0.005,200,0.031207060006356306,"[[[np.float64(-64.53594895304384), np.float64(-73.09249067360261), np.float64(-40.20166593595747), np.float64(-23.312439008885573), np.float64(-41.98866621742434)], [np.float64(-63.42332553189552), np.float64(-73.00925714036006), np.float64(-39.92760639340092), np.float64(-22.942838304795714), np.float64(-42.134438335566266)], [np.float64(-62.736447378439195), np.float64(-71.04811239759235), np.float64(-39.33662029873128), np.float64(-22.789902359240557), np.float64(-40.40334185271488)], [np.float64(-58.375793333085824), np.float64(-65.95007484750809), np.float64(-36.147050858210804), np.float64(-20.971002404952177), np.float64(-37.89658892679817)]], [[np.float64(-250.3661916602989), np.float64(-72.47127406370095)], [np.float64(-228.77662222628487), np.float64(-65.56868972290368)], [np.float64(-179.62588729969158), np.float64(-51.55791900620647)], [np.float64(-160.45080629843457), np.float64(-46.06434761755679)], [np.float64(-206.5257966185972), np.float64(-59.84298768694235)]]]","[[0.68853620065944, 0.29064080553276106, 0.8580905228677935, 0.7566789525634596, np.float64(-82.54362900970322)], [0.2158620470839111, np.float64(-32.329723685089974)]]","[np.float64(0.6941945414235038), np.float64(0.06350356833293552)]",0.35923518817678296
2,"(5, 2)",0.005,500,0.16049087314994917,"[[[np.float64(-91.7662382882502), np.float64(-14.532238197964519), np.float64(-58.44679886114254), np.float64(-77.33288058254507), np.float64(-49.144447037102495)], [np.float64(-91.3868246791943), np.float64(-13.875903458009025), np.float64(-57.55532567987509), np.float64(-77.4586282216626), np.float64(-48.618369598442236)], [np.float64(-89.57827585736194), np.float64(-14.19750476852572), np.float64(-57.097397078598846), np.float64(-74.97529275440516), np.float64(-47.95451166593786)], [np.float64(-82.90239684305548), np.float64(-13.358426282164455), np.float64(-52.4671726198109), np.float64(-70.54653313095102), np.float64(-44.35756130643842)]], [[np.float64(-256.53637118568594), np.float64(-168.99408864841052)], [np.float64(-282.63917483246695), np.float64(-186.27451602459018)], [np.float64(-178.63870715924867), np.float64(-117.32058597260313)], [np.float64(-184.960251310723), np.float64(-121.5653115528831)], [np.float64(-287.1190141274341), np.float64(-188.88754863395752)]]]","[[0.20409093354748808, 0.9911380741208203, 0.11245959240605652, 0.33546270094917885, np.float64(-95.76355049695034)], [0.6790920022640105, np.float64(-72.72017873585604)]]","[np.float64(0.3680367121152098), np.float64(0.09224691105538602)]",0.6121516466313531
2,"(5, 2)",0.01,200,0.031206725308762562,"[[[np.float64(-27.5886471503428), np.float64(-45.986932637955334), np.float64(-28.826989643137818), np.float64(-32.963130831597134), np.float64(-40.34024652143473)], [np.float64(-27.61865506117155), np.float64(-45.97565198797749), np.float64(-28.439355231789076), np.float64(-33.25073460870305), np.float64(-40.0990054920966)], [np.float64(-27.278643229750166), np.float64(-45.00155379334538), np.float64(-27.693678792680743), np.float64(-32.395990481716346), np.float64(-39.24431679233654)], [np.float64(-25.430694893387706), np.float64(-41.84160440270282), np.float64(-26.007134085084935), np.float64(-30.03585372622951), np.float64(-36.78464087364717)]], [[np.float64(-146.22510314345783), np.float64(-49.898424887035176)], [np.float64(-233.81445170400573), np.float64(-80.33535447674839)], [np.float64(-181.69192388469722), np.float64(-62.918707438731374)], [np.float64(-74.9173167103245), np.float64(-25.308281022510116)], [np.float64(-120.89113899066685), np.float64(-41.6494842971749)]]]","[[0.07975757328670374, 0.651749560290656, 0.04835338349161433, 0.20498293851471838, np.float64(-78.9146838871598)], [0.6028825608865949, np.float64(-24.704300528394956)]]","[np.float64(0.21537611016943922), np.float64(-0.13985312648664272)]",0.46426095470897033
2,"(5, 2)",0.01,500,0.03330449098695474,"[[[np.float64(-213.97774193386522), np.float64(-358.50024395062735), np.float64(-251.94598501539127), np.float64(-339.82320012872304), np.float64(-96.16434626113558)], [np.float64(-213.02738723845783), np.float64(-357.27064361593233), np.float64(-250.4760785221166), np.float64(-338.70241083367995), np.float64(-95.07186155350288)], [np.float64(-208.45428789368844), np.float64(-350.5457441837829), np.float64(-245.85673342806598), np.float64(-331.6723774170881), np.float64(-93.04279227827045)], [np.float64(-194.47012649209466), np.float64(-325.52755115446894), np.float64(-228.36302601596756), np.float64(-308.81115196192087), np.float64(-86.79219690845403)]], [[np.float64(-587.3711237480269), np.float64(-311.5906714823098)], [np.float64(-1182.1816930723194), np.float64(-628.0735934393682)], [np.float64(-912.3844502687227), np.float64(-484.77622893469334)], [np.float64(-1652.7441029981026), np.float64(-878.0538897839591)], [np.float64(-938.9940820328669), np.float64(-498.94813770276807)]]]","[[0.23524971082553592, 0.13118426225835522, 0.3632259330301113, 0.9303276201949119, np.float64(-187.90082790833614)], [0.8850174188960812, np.float64(-270.71285534998106)]]","[np.float64(0.1905802363310221), np.float64(-0.22310735030766138)]",0.5196711875398219
2,"(5, 3)",0.005,200,0.04497690058832461,"[[[np.float64(-109.58452482676798), np.float64(-150.5260638046453), np.float64(-194.61549280136074), np.float64(-55.601888518956706), np.float64(-156.00636498542673)], [np.float64(-109.64248190875979), np.float64(-150.65130023829968), np.float64(-194.5142840573428), np.float64(-55.465135474438284), np.float64(-155.74221017248956)], [np.float64(-106.76645614443221), np.float64(-147.12939352251055), np.float64(-190.11881233807435), np.float64(-54.98335308886828), np.float64(-152.8423598992538)], [np.float64(-99.57232264310382), np.float64(-137.05813227696157), np.float64(-177.2635391202261), np.float64(-50.952781485748496), np.float64(-142.26804245504056)]], [[np.float64(-441.75342805307696), np.float64(-27.3765643467761), np.float64(-609.1696449646626)], [np.float64(-377.4571580693168), np.float64(-23.110000195031215), np.float64(-520.9606737087868)], [np.float64(-278.9326543059686), np.float64(-16.832716077487508), np.float64(-384.63921890265715)], [np.float64(-261.4906247045043), np.float64(-15.797668212910903), np.float64(-360.78961699973837)], [np.float64(-254.06649572350398), np.float64(-15.94174170519559), np.float64(-350.4044081842067)]]]","[[0.8610086371338347, 0.26702416396034667, 0.04633066038643485, 0.22194090879313633, np.float64(-306.5707145948381)], [0.5864238179732918, 0.6958088270748387, np.float64(-241.90757969800325)]]","[np.float64(0.3509422742431953), np.float64(-0.25881336372516694), np.float64(0.6426234167371111)]",0.6866452475340048
2,"(5, 3)",0.005,500,0.05246366266960862,"[[[np.float64(-47.75202178608982), np.float64(-36.48848314281232), np.float64(-30.35291460533841), np.float64(-4.5453011758794775), np.float64(-18.168296685202513)], [np.float64(-47.125976944584636), np.float64(-36.6459685642745), np.float64(-30.753929109364673), np.float64(-4.43022294785577), np.float64(-18.395361186920834)], [np.float64(-45.840850348321474), np.float64(-36.059294552528655), np.float64(-30.048661576647802), np.float64(-4.879325421786235), np.float64(-17.972376301278416)], [np.float64(-43.07131347411486), np.float64(-33.839502074645324), np.float64(-27.331530921438514), np.float64(-4.3374482673448), np.float64(-16.838771057234798)]], [[np.float64(-6.203123665686227), np.float64(-144.109205096648), np.float64(-35.867071674838655)], [np.float64(-7.337184663390948), np.float64(-181.27590513903272), np.float64(-45.16036173160212)], [np.float64(-8.88915700685978), np.float64(-210.69795988048253), np.float64(-51.81958557365584)], [np.float64(-8.186638628771188), np.float64(-197.81149048083213), np.float64(-49.07873617958394)], [np.float64(-6.396949543062306), np.float64(-156.20150898164206), np.float64(-38.42371142622014)]]]","[[0.14096121264254735, 0.5086574932659257, 0.8309535225488336, 0.7490867524290574, np.float64(-36.96039968970407)], [0.590435823752267, 0.6311585807763119, np.float64(-23.652485528191466)]]","[np.float64(-0.03662713710507442), np.float64(0.8410586406045453), np.float64(0.1271709640304915)]",0.22955440194897928
2,"(5, 3)",0.01,200,0.031207935376272727,"[[[np.float64(-106.1520823048064), np.float64(-62.189011599927866), np.float64(-104.94750227965518), np.float64(-57.351867868194766), np.float64(-171.09517489548253)], [np.float64(-105.74228927520386), np.float64(-62.00425284880518), np.float64(-104.46473762156727), np.float64(-56.633465733574646), np.float64(-170.47216831981007)], [np.float64(-103.40194203802845), np.float64(-61.574187932296425), np.float64(-102.52352431670572), np.float64(-55.206692098561945), np.float64(-167.1374040880691)], [np.float64(-96.09978928803277), np.float64(-57.117380462338346), np.float64(-95.465423881019), np.float64(-51.31072586253887), np.float64(-155.0082196058996)]], [[np.float64(-155.22265974199243), np.float64(-252.90229070522497), np.float64(-353.4479191217519)], [np.float64(-191.7963430343175), np.float64(-313.4494573226199), np.float64(-437.5631350829713)], [np.float64(-172.49507904098766), np.float64(-281.97604757724923), np.float64(-393.9908109972378)], [np.float64(-251.1518238056516), np.float64(-409.96160669508004), np.float64(-572.3207644620416)], [np.float64(-236.02333875423903), np.float64(-384.1672658730642), np.float64(-536.9592814366033)]]]","[[0.07187895134176192, 0.03812762622030308, 0.3145237110973226, 0.17510811038059915, np.float64(-335.3253332674595)], [0.07750051125873247, 0.3046187478483755, np.float64(-248.3180781408114)]]","[np.float64(0.05517905319705558), np.float64(0.523228118691236), np.float64(0.6004068088696652)]",0.3673128119802422
2,"(5, 3)",0.01,500,0.03121167421825806,"[[[np.float64(-275.9193873525866), np.float64(-267.1527977400093), np.float64(-227.1578668820106), np.float64(-258.0571257593837), np.float64(-196.21070007128)], [np.float64(-274.94013471376013), np.float64(-265.61413046705184), np.float64(-225.71515312177303), np.float64(-256.8979656681244), np.float64(-195.46665884132833)], [np.float64(-269.9659044169404), np.float64(-261.13347472546394), np.float64(-221.8966270863795), np.float64(-251.73609501498373), np.float64(-191.23237957399064)], [np.float64(-250.57814440165782), np.float64(-242.49443980062762), np.float64(-206.44291824113537), np.float64(-234.3750894171117), np.float64(-178.7207988615221)]], [[np.float64(-508.91180720390355), np.float64(-546.5017985369213), np.float64(-716.7266556477392)], [np.float64(-486.7171964849471), np.float64(-522.4238487094728), np.float64(-685.5089536815879)], [np.float64(-280.57016462568356), np.float64(-302.0110969731126), np.float64(-395.4363098405503)], [np.float64(-725.6170077556667), np.float64(-779.4161249895881), np.float64(-1021.7876314528173)], [np.float64(-697.0604855511302), np.float64(-748.4669917625869), np.float64(-981.7631392090047)]]]","[[0.18238043501851242, 0.2348382319869906, 0.044848398758041474, 0.4959027625815122, np.float64(-384.1135853013114)], [0.9671918533814177, 0.4058502570735115, np.float64(-334.0732800295237)]]","[np.float64(0.044620582409020976), np.float64(-0.3363165927599955), np.float64(-0.12701243814728047)]",0.7877663823485951
2,"(5, 4)",0.005,200,0.21049567392090454,"[[[np.float64(-249.44354864199815), np.float64(-224.02302467049523), np.float64(-244.14157000445425), np.float64(-259.17111962890687), np.float64(-201.8175203626024)], [np.float64(-248.74928359034357), np.float64(-222.74165237856855), np.float64(-242.82530962925452), np.float64(-258.26968638357977), np.float64(-201.3121569357991)], [np.float64(-244.03026155801413), np.float64(-218.89350570005325), np.float64(-238.45703078277916), np.float64(-253.371205581483), np.float64(-197.0957366388141)], [np.float64(-226.71643448078623), np.float64(-203.62683373069527), np.float64(-221.1300899389655), np.float64(-235.21828394818093), np.float64(-183.41960956326858)]], [[np.float64(-615.1176439407496), np.float64(-474.0890439356063), np.float64(-141.76312116318505), np.float64(-288.67209981270713)], [np.float64(-452.6891214747239), np.float64(-348.7236229429238), np.float64(-104.522879801357), np.float64(-212.06162962144882)], [np.float64(-738.3110956120513), np.float64(-569.2364555122866), np.float64(-170.46415327720877), np.float64(-346.3874361296406)], [np.float64(-593.8991048896333), np.float64(-458.1805907975713), np.float64(-137.24296219876098), np.float64(-278.3770656725191)], [np.float64(-454.76337488004754), np.float64(-350.0686398159978), np.float64(-105.04020061175723), np.float64(-213.412381291737)]]]","[[0.21322804544748553, 0.5558030157742933, 0.6098767996688592, 0.6537354866522297, np.float64(-394.5081083877139)], [0.6034936625660215, 0.5937866261140828, 0.297232264099611, np.float64(-151.03594559443093)]]","[np.float64(0.4504355927945391), np.float64(0.21263882150551597), np.float64(-0.18079274355654268), np.float64(0.08801738354001654)]",0.5810069364999497
2,"(5, 4)",0.005,500,0.031206583824064105,"[[[np.float64(-61.86926142980785), np.float64(-61.5875753154546), np.float64(-100.6776036741649), np.float64(-114.73977103787868), np.float64(-36.63088481737655)], [np.float64(-61.52351940204846), np.float64(-61.08707174579364), np.float64(-100.79615758657489), np.float64(-114.29381479311897), np.float64(-37.16859206194717)], [np.float64(-60.041207412797135), np.float64(-59.70055563146731), np.float64(-98.48252704526641), np.float64(-111.43590908421962), np.float64(-36.331014858947306)], [np.float64(-56.68604496254538), np.float64(-55.89209484147175), np.float64(-91.78749077557673), np.float64(-104.20666549817105), np.float64(-33.30880853701628)]], [[np.float64(-289.999044993217), np.float64(-104.6349028486939), np.float64(-82.34284432910484), np.float64(-368.6629931259159)], [np.float64(-236.69191467469832), np.float64(-84.57085132322256), np.float64(-67.6988653919736), np.float64(-300.7180576162715)], [np.float64(-268.7202857797213), np.float64(-96.65442026430613), np.float64(-76.67893391670437), np.float64(-341.9045256477975)], [np.float64(-294.4411484091798), np.float64(-105.806806080234), np.float64(-83.7413125366209), np.float64(-374.3674862296086)], [np.float64(-240.4023170879572), np.float64(-86.58927206598274), np.float64(-68.69990118358746), np.float64(-305.57072514099787)]]]","[[0.590482039168457, 0.7868836054497023, 0.6097592275340828, 0.6487598930911092, np.float64(-73.34941124962225)], [0.12206187124349821, 0.1601416607111591, 0.6739548532625025, np.float64(-160.80003796837283)]]","[np.float64(0.45477869574447444), np.float64(0.07062062728821122), np.float64(0.1595089952255972), np.float64(0.6689797772068563)]",0.44375802013990845
2,"(5, 4)",0.01,200,0.11035875991086834,"[[[np.float64(-189.62046312784173), np.float64(-81.36975729104061), np.float64(-242.7438290743281), np.float64(-264.82518955156473), np.float64(-231.25472261713682)], [np.float64(-188.5331500183784), np.float64(-80.65192431697965), np.float64(-241.23602447021463), np.float64(-264.4278851994449), np.float64(-229.57563303654513)], [np.float64(-185.1780214185767), np.float64(-79.04023086514978), np.float64(-236.1911646619067), np.float64(-258.85353676640256), np.float64(-225.37355751724675)], [np.float64(-172.15813627067214), np.float64(-74.36293727128803), np.float64(-219.89093169847783), np.float64(-240.7921260393586), np.float64(-209.58925654941922)]], [[np.float64(-276.36556098870653), np.float64(-309.62913923148534), np.float64(-386.77786356142553), np.float64(-186.14402420218588)], [np.float64(-479.895881006674), np.float64(-537.0136023267744), np.float64(-670.3796526192306), np.float64(-323.5899922759064)], [np.float64(-657.1161568854161), np.float64(-735.5355146578901), np.float64(-917.1680010398984), np.float64(-443.1624907849905)], [np.float64(-345.1250223811664), np.float64(-385.9206591520483), np.float64(-482.0249941769778), np.float64(-232.37226433962527)], [np.float64(-532.126709045979), np.float64(-596.0428317629438), np.float64(-742.6229256193845), np.float64(-358.162041682596)]]]","[[0.6421938729257423, 0.145006044336497, 0.5636318901542042, 0.02552322774267235, np.float64(-451.8241269281667)], [0.10355602590526614, 0.9713672112038118, 0.2810661404892115, np.float64(-147.02389404797026)]]","[np.float64(0.2700166892419675), np.float64(0.03256620906378669), np.float64(0.020753247872727375), np.float64(-0.20512660984633813)]",0.7572550514718429
2,"(5, 4)",0.01,500,0.2837492768584819,"[[[np.float64(-268.03808928133685), np.float64(-71.62990742921285), np.float64(-250.47128374464364), np.float64(-217.9625354231355), np.float64(-227.91426713177)], [np.float64(-266.1259061391534), np.float64(-70.97711342666352), np.float64(-248.81318948793958), np.float64(-217.17815873640487), np.float64(-227.19349426402414)], [np.float64(-261.42848199105185), np.float64(-69.8902250106256), np.float64(-244.10364230903784), np.float64(-212.3378433283386), np.float64(-223.00846977544484)], [np.float64(-243.04382754261138), np.float64(-64.94970402588343), np.float64(-227.30191090802413), np.float64(-197.74628084629254), np.float64(-207.63894325167666)]], [[np.float64(-190.02847298928452), np.float64(-227.44041521950064), np.float64(-154.0898229710101), np.float64(-545.9583342825473)], [np.float64(-357.5017001266281), np.float64(-429.3771971601235), np.float64(-291.58842390124795), np.float64(-1028.4543177430132)], [np.float64(-260.77616714091397), np.float64(-313.07477761722055), np.float64(-212.50745744518537), np.float64(-751.058055284639)], [np.float64(-363.50878377672734), np.float64(-436.17164079503345), np.float64(-296.4510039976182), np.float64(-1045.1080405383382)], [np.float64(-297.0666002940376), np.float64(-355.71584614826935), np.float64(-241.44208262570635), np.float64(-853.2024731860782)]]]","[[0.3050955067818566, 0.7834863029153335, 0.9711942840950221, 0.9773551145191344, np.float64(-446.6688198395591)], [0.15585209784441212, 0.39537577735397145, 0.33752857027122307, np.float64(-335.9423982468779)]]","[np.float64(-0.2596722569530775), np.float64(-0.5936442173636902), np.float64(-0.39340453434233025), np.float64(-0.040936739150031265)]",0.3855431165852188
2,"(5, 5)",0.005,200,0.2837492768584819,"[[[np.float64(-382.5818547309713), np.float64(-250.81762377660178), np.float64(-338.201865832097), np.float64(-167.0764066277375), np.float64(-300.6086995316235)], [np.float64(-380.58854608916965), np.float64(-249.37074418641322), np.float64(-336.6459488872973), np.float64(-166.28656050491207), np.float64(-298.5260653834151)], [np.float64(-372.72286265636075), np.float64(-244.62664718261485), np.float64(-330.0956854421615), np.float64(-163.5028552683862), np.float64(-293.24037821930284)], [np.float64(-347.3240138982857), np.float64(-227.46547888904942), np.float64(-307.34573651242385), np.float64(-151.7622707300302), np.float64(-272.36810409776047)]], [[np.float64(-886.1024455132512), np.float64(-813.3948435473097), np.float64(-865.3571285412986), np.float64(-183.43259129340166), np.float64(-280.1880689800482)], [np.float64(-971.726224100668), np.float64(-891.3073531385016), np.float64(-948.5989468754166), np.float64(-201.0026436497509), np.float64(-306.5099148625358)], [np.float64(-523.3718158796524), np.float64(-480.8046936587661), np.float64(-510.93359309075396), np.float64(-108.09985541770654), np.float64(-165.02495026048447)], [np.float64(-846.3159954144229), np.float64(-777.6293803201515), np.float64(-826.9316490624951), np.float64(-175.6640036325343), np.float64(-267.678222565577)], [np.float64(-572.5813772435595), np.float64(-525.4471515079779), np.float64(-558.4571225819062), np.float64(-118.69894782581588), np.float64(-180.67440099703506)]]]","[[0.7842615043066656, 0.8333082022175051, 0.7365735087343909, 0.45516891089232325, np.float64(-587.1428917223986)], [0.46617901332821676, 0.4243812597191704, 0.7016291630613929, 0.5631015537539172, np.float64(-94.2397374740011)]]","[np.float64(-0.08040061918120323), np.float64(0.030685725895066795), np.float64(0.16325828919115548), np.float64(-0.5578271889736365), np.float64(-0.2508196830480417)]",0.21416213137815415
2,"(5, 5)",0.005,500,0.051326240701651614,"[[[np.float64(-179.31725703426665), np.float64(-647.5967903112024), np.float64(-490.67042143104214), np.float64(-618.4115115603827), np.float64(-547.3247351353755)], [np.float64(-179.08055718987063), np.float64(-644.868657118971), np.float64(-488.732854526399), np.float64(-616.1912343333921), np.float64(-545.3900950313191)], [np.float64(-174.84103671595477), np.float64(-632.1962848269962), np.float64(-478.32879940025805), np.float64(-603.7901034126519), np.float64(-534.5417040068769)], [np.float64(-162.76351726297145), np.float64(-588.2350994028568), np.float64(-445.5910614515896), np.float64(-562.1447677784004), np.float64(-496.9505489400377)]], [[np.float64(-1252.2875755479772), np.float64(-1068.490466216495), np.float64(-722.8130429795159), np.float64(-617.6849076918398), np.float64(-1157.3421670702937)], [np.float64(-715.443791532992), np.float64(-610.1668375348038), np.float64(-413.04599513061356), np.float64(-352.949494009937), np.float64(-660.9723758145776)], [np.float64(-1132.9277149957304), np.float64(-966.8515050278393), np.float64(-653.5938276674738), np.float64(-558.5856111446583), np.float64(-1047.160376968597)], [np.float64(-1307.546137245359), np.float64(-1116.4283802627717), np.float64(-754.5330020007747), np.float64(-645.3773785013283), np.float64(-1208.5070604343323)], [np.float64(-1121.2525371735003), np.float64(-957.2133813137755), np.float64(-646.8963928032593), np.float64(-553.5076009376126), np.float64(-1036.8164849317345)]]]","[[0.9381344415461729, 0.9485062834428353, 0.7864212969227264, 0.6395751979318935, np.float64(-1070.512467009303)], [0.26714455255331226, 0.676577476364107, 0.06905278651649216, 0.44694282248591477, np.float64(-485.30633919573455)]]","[np.float64(0.4583477718373244), np.float64(0.545824336342713), np.float64(-0.03692406573229324), np.float64(0.009416673199185915), np.float64(0.2909329781106208)]",0.24213229296414027
2,"(5, 5)",0.01,200,0.2837492768584819,"[[[np.float64(-400.40174988702336), np.float64(-519.0653039996396), np.float64(-255.1803136701828), np.float64(-404.1047174865835), np.float64(-427.44402731060956)], [np.float64(-398.0727845517991), np.float64(-516.5906669818288), np.float64(-254.2136860325325), np.float64(-401.4788543163892), np.float64(-424.85493151730356)], [np.float64(-390.1099253001088), np.float64(-506.27848293296813), np.float64(-248.77487213433565), np.float64(-393.8181167030943), np.float64(-417.16174681133543)], [np.float64(-362.7874589284896), np.float64(-471.8825787853044), np.float64(-231.97934759749035), np.float64(-366.4220468379613), np.float64(-387.27484085327745)]], [[np.float64(-952.2541135963727), np.float64(-1034.6842083983718), np.float64(-123.4483650923646), np.float64(-30.972373550547214), np.float64(-1576.976807668238)], [np.float64(-1254.94926895346), np.float64(-1364.4981975438766), np.float64(-162.2119267601592), np.float64(-41.13913881577262), np.float64(-2078.753715191333)], [np.float64(-1257.0862678394537), np.float64(-1367.1610495889215), np.float64(-162.55543283608756), np.float64(-40.75681511844294), np.float64(-2082.3384171681664)], [np.float64(-849.3900976305532), np.float64(-923.1891802556604), np.float64(-109.27407408941333), np.float64(-27.78592448863061), np.float64(-1406.2562147937165)], [np.float64(-882.8474131180648), np.float64(-960.5895406334904), np.float64(-114.36220932217228), np.float64(-28.45225785277244), np.float64(-1462.6357134224195)]]]","[[0.3908866509215785, 0.8175271920240975, 0.8989895667504906, 0.13634786445164782, np.float64(-834.8111793193431)], [0.04561462106968084, 0.6713353996910562, 0.1367049163526648, 0.7856511291599619, np.float64(-678.8820352662152)]]","[np.float64(-0.5122709338076891), np.float64(-0.14981040612456087), np.float64(-1.0208443012219584), np.float64(-0.6185525487204118), np.float64(0.03842808064817094)]",0.6782864397077699
2,"(5, 5)",0.01,500,0.031222215620369132,"[[[np.float64(-392.8655285709785), np.float64(-341.76926405400525), np.float64(-483.3555018296507), np.float64(-189.15171524886208), np.float64(-519.8132623504162)], [np.float64(-391.1565203625077), np.float64(-339.85949461501195), np.float64(-481.58309830907564), np.float64(-187.84591666719527), np.float64(-517.6175973821457)], [np.float64(-383.35366030234275), np.float64(-333.55791754729177), np.float64(-471.8532257786824), np.float64(-184.65110053103086), np.float64(-507.4220319348579)], [np.float64(-356.38574743308965), np.float64(-309.9022137852266), np.float64(-439.5758789390202), np.float64(-171.97877991616386), np.float64(-472.337012134802)]], [[np.float64(-501.33346451618456), np.float64(-767.1665017095322), np.float64(-93.52599344609528), np.float64(-180.17030141761765), np.float64(-310.22140163608657)], [np.float64(-430.58345355374684), np.float64(-658.3161889176545), np.float64(-80.26404577064875), np.float64(-154.95564106266), np.float64(-265.97305742992285)], [np.float64(-892.0075900058704), np.float64(-1362.4640107569219), np.float64(-167.1385997989317), np.float64(-321.3125721714134), np.float64(-551.1378048976371)], [np.float64(-723.3649645063208), np.float64(-1105.384856345373), np.float64(-135.3180029461135), np.float64(-260.67351282547475), np.float64(-447.53446557917016)], [np.float64(-774.4205130540355), np.float64(-1183.3406938534715), np.float64(-144.59588470492233), np.float64(-278.7082528191629), np.float64(-479.2813395813604)]]]","[[0.3974686687720842, 0.08055423432150532, 0.28609428291654004, 0.8333481637508241, np.float64(-1017.2065178010655)], [0.9031713636340183, 0.5332843698387719, 0.021213632470467925, 0.690613215618018, np.float64(-228.39682926504742)]]","[np.float64(0.10704944201950214), np.float64(0.33931250370333593), np.float64(-0.6419435705571055), np.float64(-0.06397693569299787), np.float64(-0.15512542985802402)]",0.5035710088278271
