hidden_layer,hidden_neuron,lr,epoch,mse,bobot,bias,bobot_output,bias_output
2,"(2, 3)",0.01,200,0.033427048617338806,"[[[np.float64(-27.252264990249397), np.float64(-16.81371490333666)], [np.float64(-27.157445674995706), np.float64(-16.395268045832015)], [np.float64(-25.977038437926605), np.float64(-16.592274796111816)], [np.float64(-24.8584505874246), np.float64(-15.54917609708154)]], [[np.float64(-84.33811444705388), np.float64(-27.88933035535141), np.float64(-75.90401447676018)], [np.float64(-52.521790014610424), np.float64(-17.497468118012552), np.float64(-47.61652987816166)]]]","[[0.39019969922774655, np.float64(-33.562768617092566)], [0.4833607450659717, 0.9585449204063798, np.float64(-41.69917721053729)]]","[np.float64(0.5842245355503906), np.float64(0.2753936756500268), np.float64(0.46934874609472876)]",0.17037740146433097
2,"(2, 3)",0.01,500,0.09739005124318809,"[[[np.float64(-17.44771274033037), np.float64(-27.70904543799381)], [np.float64(-18.050806342474832), np.float64(-27.31439786149572)], [np.float64(-17.044145539967186), np.float64(-27.415301010478338)], [np.float64(-16.00527649811394), np.float64(-25.55110470699068)]], [[np.float64(-22.917418010303468), np.float64(-105.11393058162756), np.float64(-49.4711791275911)], [np.float64(-21.088692720145662), np.float64(-97.20263868543914), np.float64(-45.393923761772825)]]]","[[0.037714569916289964, np.float64(-54.713977400651984)], [0.6970417383986892, 0.3010627018525478, np.float64(-25.00435377051792)]]","[np.float64(0.14605556790033067), np.float64(0.5346359337975927), np.float64(0.2046867241186251)]",0.5346709998155533
2,"(2, 4)",0.005,200,0.10960525501207453,"[[[np.float64(-91.80940064892793), np.float64(-57.31386519804851)], [np.float64(-91.11123389521319), np.float64(-57.414045261984306)], [np.float64(-89.1566971538669), np.float64(-55.70345319236583)], [np.float64(-82.95292037421113), np.float64(-52.283071220240075)]], [[np.float64(-110.89979255709558), np.float64(-111.854130368187), np.float64(-109.36662043783399), np.float64(-49.66174029051979)], [np.float64(-247.4054382363499), np.float64(-248.78597167427554), np.float64(-243.34087395736321), np.float64(-109.61113363284355)]]]","[[0.13192024907229805, np.float64(-112.39110249931576)], [0.5728235352600526, 0.0042884238736086155, 0.07315799997920402, np.float64(-43.41863725061076)]]","[np.float64(0.8352534948812665), np.float64(0.831098202673845), np.float64(0.8290639875026596), np.float64(0.33508984058966496)]",0.25451179505415966
2,"(2, 4)",0.005,500,0.03120655058806379,"[[[np.float64(-109.551101867305), np.float64(-91.26056286317412)], [np.float64(-109.83353082987168), np.float64(-91.1749514975461)], [np.float64(-106.97536209774013), np.float64(-89.3907403681863)], [np.float64(-99.32652594694791), np.float64(-83.11746396482275)]], [[np.float64(-101.41024134983195), np.float64(-249.95110749782933), np.float64(-412.17750349897335), np.float64(-367.30509222573215)], [np.float64(-90.94455465642653), np.float64(-225.45954527474822), np.float64(-372.74969828582914), np.float64(-331.50082295854344)]]]","[[0.7941105479550732, np.float64(-179.07303244889795)], [0.217081300775254, 0.3519562692561269, 0.17918513975132744, np.float64(-138.91683070307354)]]","[np.float64(0.2002867343160976), np.float64(0.5820593432328977), np.float64(0.9222600529251926), np.float64(0.8097437732335332)]",0.14764904104124443
2,"(2, 4)",0.01,200,0.060974219645431656,"[[[np.float64(-102.9812134464959), np.float64(-57.8154157071101)], [np.float64(-102.4272095453108), np.float64(-57.44882002723271)], [np.float64(-100.40090020903348), np.float64(-56.37414279147236)], [np.float64(-93.43235732663929), np.float64(-52.4757769540877)]], [[np.float64(-159.16740214920566), np.float64(-75.3355084017306), np.float64(-141.39597235308386), np.float64(-106.71028331872965)], [np.float64(-188.7774754679336), np.float64(-89.44218852552908), np.float64(-167.76795373619387), np.float64(-126.98110883372827)]]]","[[0.47308208002447893, np.float64(-113.0251930071212)], [0.5065372100254201, 0.6926404548286892, 0.6936585319173298, np.float64(-57.76241745729593)]]","[np.float64(0.3905587131935323), np.float64(0.2298597098015818), np.float64(0.3299541353941207), np.float64(0.23490697345874434)]",0.1913749663181539
2,"(2, 4)",0.01,500,0.15903750970593186,"[[[np.float64(-35.448446789314225), np.float64(-40.70813557317519)], [np.float64(-35.66443497080063), np.float64(-40.72953198145139)], [np.float64(-34.30903486730117), np.float64(-39.4324247879392)], [np.float64(-32.34742391772121), np.float64(-36.72453426768657)]], [[np.float64(-64.36268286208929), np.float64(-102.20612107217018), np.float64(-49.66690411302674), np.float64(-158.4372671041339)], [np.float64(-78.57042746558454), np.float64(-125.17522612918894), np.float64(-60.56215267663409), np.float64(-193.88219086830836)]]]","[[0.8324381363517415, np.float64(-80.18399714637071)], [0.06960218248137862, 0.70269912803557, 0.3097777244020252, np.float64(-81.58250175039691)]]","[np.float64(0.1568850999347549), np.float64(0.18492662086562375), np.float64(0.04472612812283972), np.float64(0.5181974000012473)]",0.7053475890329912
2,"(2, 5)",0.005,200,0.1606440578289899,"[[[np.float64(-87.81770394936306), np.float64(-87.23397808145567)], [np.float64(-87.24303219967436), np.float64(-86.2062484511423)], [np.float64(-86.05315017943813), np.float64(-84.4282660732791)], [np.float64(-79.45978547084226), np.float64(-78.719673020772)]], [[np.float64(-16.90385700897217), np.float64(-432.5314431904161), np.float64(-166.35683518720444), np.float64(-120.22803401520301), np.float64(-395.0212506331002)], [np.float64(-11.648005633708724), np.float64(-322.23017725982385), np.float64(-123.92111366289087), np.float64(-89.45629012193191), np.float64(-293.96181934235926)]]]","[[0.7920423615356696, np.float64(-170.30105396604986)], [0.647494524978573, 0.13494617371279194, 0.9394325771717478, 0.8804369623320805, np.float64(-140.37251727866337)]]","[np.float64(-0.060881493983368645), np.float64(0.9005315660972937), np.float64(0.20569374390264952), np.float64(0.20380718827702346), np.float64(0.7649728392892661)]",0.407497478045739
2,"(2, 5)",0.005,500,0.1594729362228632,"[[[np.float64(-114.1221581737031), np.float64(-148.84254607982956)], [np.float64(-113.10454751922686), np.float64(-148.07087789080546)], [np.float64(-110.95677179168885), np.float64(-145.5743869925712)], [np.float64(-103.94577285124228), np.float64(-135.16926485971152)]], [[np.float64(-234.2132067823235), np.float64(-435.4783879147397), np.float64(-501.3871808138838), np.float64(-4.243070916206305), np.float64(-57.91778828220634)], [np.float64(-253.58827081807755), np.float64(-471.915631141826), np.float64(-544.2944473708773), np.float64(-4.76375058476075), np.float64(-63.51748351568538)]]]","[[0.7133510517910424, np.float64(-292.24046707734556)], [0.8545738199211347, 0.33861902729624715, 0.045764211291269286, 0.7189510788569107, np.float64(-22.455445164548593)]]","[np.float64(0.19842460393787523), np.float64(0.6882136372614542), np.float64(0.8855704856168931), np.float64(-0.2287163573297798), np.float64(-0.012259740047882106)]",0.581969230350874
2,"(2, 5)",0.01,200,0.15950295289253938,"[[[np.float64(-278.3709615833065), np.float64(-61.08600551146903)], [np.float64(-277.1561661651631), np.float64(-60.9965924055022)], [np.float64(-271.54659108614385), np.float64(-59.88283915994829)], [np.float64(-252.5431306774473), np.float64(-55.97151849097877)]], [[np.float64(-396.5549501237135), np.float64(-38.05195445473684), np.float64(-42.951379119369825), np.float64(-326.50789867623376), np.float64(-420.8943473885809)], [np.float64(-522.3623688324288), np.float64(-49.55537174803872), np.float64(-56.72191139888776), np.float64(-430.3981581596439), np.float64(-554.5923799422461)]]]","[[0.3606299756442789, np.float64(-120.36794669223224)], [0.26352376141502754, 0.9052127489290966, 0.03839042345289201, 0.5015507371227959, np.float64(-219.33148935566666)]]","[np.float64(0.5639309765645381), np.float64(-0.10060843209821073), np.float64(-0.026131230675546797), np.float64(0.4499985806351937), np.float64(0.6135785652177405)]",0.5784750687299722
2,"(2, 5)",0.01,500,0.1590013396589555,"[[[np.float64(-301.0755109282378), np.float64(-231.60060001571694)], [np.float64(-299.9677906172349), np.float64(-230.71447501655894)], [np.float64(-294.05718846485405), np.float64(-225.6317411727195)], [np.float64(-273.08044113063636), np.float64(-210.50268172698546)]], [[np.float64(-501.0572768838988), np.float64(-337.9460619069645), np.float64(-90.85802558313311), np.float64(-337.3960422219582), np.float64(-501.89349405928004)], [np.float64(-698.563005406438), np.float64(-471.3179968957077), np.float64(-127.13312575434267), np.float64(-470.8645402119996), np.float64(-700.3857641673062)]]]","[[0.012508843662976, np.float64(-452.4065107222921)], [0.3459890843839891, 0.121031577646597, 0.9074947907517059, 0.883439217217442, np.float64(-322.9589438892921)]]","[np.float64(0.8635668497267355), np.float64(0.5879184818302226), np.float64(-0.026229096229221847), np.float64(0.3213878058671756), np.float64(0.7695431745726801)]",0.22995505810802402
2,"(3, 1)",0.005,200,0.03150177080621332,"[[[np.float64(-24.425585146858918), np.float64(-6.695890714553748), np.float64(-9.452510340642116)], [np.float64(-24.323079643997115), np.float64(-6.4523281033394975), np.float64(-8.65726684478101)], [np.float64(-23.760101725620935), np.float64(-6.23995889808912), np.float64(-8.505176030600424)], [np.float64(-21.822802731512777), np.float64(-5.83229339706849), np.float64(-8.568871826925802)]], [[np.float64(-155.96461885703874)], [np.float64(-155.85203572555204)], [np.float64(-100.82800539827272)]]]","[[0.8410931231820363, 0.7669045029363727, np.float64(-18.363928858304913)], [np.float64(-50.08041230022285)]]",[np.float64(0.5596205904715951)],0.5214201120333238
2,"(3, 1)",0.005,500,0.03131799024679302,"[[[np.float64(-3.657125559699869), np.float64(-9.352776521390453), np.float64(-7.708666652210494)], [np.float64(-3.6634696529726294), np.float64(-8.75791442206514), np.float64(-7.89159490830162)], [np.float64(-3.61796670553341), np.float64(-9.033742720502879), np.float64(-7.395500675856033)], [np.float64(-3.4573464442551516), np.float64(-8.60780578886599), np.float64(-7.035821776239736)]], [[np.float64(-10.906033996115694)], [np.float64(-27.29586345228153)], [np.float64(-18.240110183176604)]]]","[[0.16762612680048727, 0.005825570099953881, np.float64(-15.272358425888958)], [np.float64(-19.198364334442292)]]",[np.float64(0.545277348890921)],0.5148279678027347
2,"(3, 1)",0.01,200,0.031206564256243977,"[[[np.float64(-49.1063858376711), np.float64(-53.8574222805255), np.float64(-37.402587362299386)], [np.float64(-49.22125596693758), np.float64(-53.543863828803275), np.float64(-36.81545121311266)], [np.float64(-47.792729867204045), np.float64(-52.1824725157815), np.float64(-36.44376247974157)], [np.float64(-45.15712526039874), np.float64(-48.372848080593954), np.float64(-33.947531763432394)]], [[np.float64(-239.46444104194657)], [np.float64(-331.4047297647839)], [np.float64(-299.0808527219061)]]]","[[0.10767731880354092, 0.5836630677370264, np.float64(-73.0460545264193)], [np.float64(-115.56114149531706)]]",[np.float64(0.39121024795502646)],0.5062672793563404
2,"(3, 1)",0.01,500,0.1593569112513342,"[[[np.float64(-8.86939330857481), np.float64(-18.299093453267588), np.float64(-3.549294436122827)], [np.float64(-8.523794266626105), np.float64(-17.927064657526646), np.float64(-3.41826219834176)], [np.float64(-8.350481005808224), np.float64(-17.400764912500343), np.float64(-3.3254474836602435)], [np.float64(-7.362176344235465), np.float64(-16.29421387248069), np.float64(-3.0694319219129476)]], [[np.float64(-86.6141545754766)], [np.float64(-104.27430141858927)], [np.float64(-182.14506837235314)]]]","[[0.23011736150605844, 0.02325999940991419, np.float64(-8.118256076818149)], [np.float64(-52.94712447892911)]]",[np.float64(0.5299890849450469)],0.8605122991311684
2,"(3, 2)",0.005,200,0.16564594670497274,"[[[np.float64(-17.07656649156518), np.float64(-6.57135822522901), np.float64(-11.874899598476839)], [np.float64(-16.142265202704596), np.float64(-5.815699726026143), np.float64(-11.811466457966109)], [np.float64(-15.787460014529877), np.float64(-6.08920573729047), np.float64(-11.451100103686588)], [np.float64(-15.255622748444026), np.float64(-5.718495511582181), np.float64(-11.345467803104064)]], [[np.float64(-79.24379717259804), np.float64(-24.93686884745696)], [np.float64(-69.44980707381929), np.float64(-22.216844233543267)], [np.float64(-67.93606232465378), np.float64(-21.204377774032256)]]]","[[0.13887939780878045, 0.7773015975028611, np.float64(-24.600745606991207)], [0.3079298353107972, np.float64(-10.426704947419589)]]","[np.float64(0.4911906970051621), np.float64(0.1263181757558829)]",0.7178936018324568
2,"(3, 2)",0.005,500,0.16020996380155605,"[[[np.float64(-3.6584621386189156), np.float64(-1.3658891495443397), np.float64(-7.167388814996297)], [np.float64(-4.090649964122125), np.float64(-1.9062970977588383), np.float64(-6.89527275568412)], [np.float64(-4.207311486517949), np.float64(-1.7254246117784087), np.float64(-6.6951911799073995)], [np.float64(-3.9920504653547546), np.float64(-1.3723671529085284), np.float64(-6.271599397898164)]], [[np.float64(-34.51432913127881), np.float64(-10.895019456477431)], [np.float64(-28.275357608023544), np.float64(-8.739601865901928)], [np.float64(-28.124844416057172), np.float64(-9.302236628580383)]]]","[[0.5072311976269567, 0.21460435831441993, np.float64(-14.083399011145385)], [0.8970523952765294, np.float64(-7.535277304700486)]]","[np.float64(0.6252986809906692), np.float64(0.22423031518017725)]",0.3007658728260051
2,"(3, 2)",0.01,200,0.09983447357708161,"[[[np.float64(-7.385435701874667), np.float64(-48.020178088296646), np.float64(-64.49916882664486)], [np.float64(-7.685940776050465), np.float64(-48.5470841707522), np.float64(-64.04332245573823)], [np.float64(-7.263863918160772), np.float64(-47.07704173774286), np.float64(-62.39757976376614)], [np.float64(-6.51133912145347), np.float64(-44.00629849568519), np.float64(-58.53603755452909)]], [[np.float64(-79.65392080980034), np.float64(-89.88437160876644)], [np.float64(-139.1623468764914), np.float64(-156.12362154894)], [np.float64(-51.66861688681473), np.float64(-58.182767207148466)]]]","[[0.0030259174761060326, 0.5379203408683183, np.float64(-126.0419786283488)], [0.9732790914400274, np.float64(-76.87610158775435)]]","[np.float64(0.4944804607050796), np.float64(0.4911171660986014)]",0.3297292851866346
2,"(3, 2)",0.01,500,0.15909826353272197,"[[[np.float64(-28.761603009628203), np.float64(-28.63820430188891), np.float64(-74.57695367579748)], [np.float64(-28.67983388372682), np.float64(-28.700066695263637), np.float64(-74.32144080988603)], [np.float64(-28.166677948646377), np.float64(-28.520170818805056), np.float64(-72.9830756441152)], [np.float64(-25.60494615696641), np.float64(-26.221482912503436), np.float64(-68.0569132833178)]], [[np.float64(-155.37356050644155), np.float64(-37.564244351466414)], [np.float64(-232.33148210425236), np.float64(-55.324688752985345)], [np.float64(-405.5449369248979), np.float64(-97.70046611060246)]]]","[[0.13352082414626854, 0.2943248643163179, np.float64(-146.71782460165525)], [0.6771420630587949, np.float64(-31.74727574547834)]]","[np.float64(0.45028111784881253), np.float64(-0.0012033390857979775)]",0.5552495647857869
2,"(3, 3)",0.005,200,0.17124877999996285,"[[[np.float64(-56.575689338458076), np.float64(-66.81883029463104), np.float64(-59.39760113905709)], [np.float64(-56.021767848171066), np.float64(-66.47741922555196), np.float64(-59.08379937251134)], [np.float64(-54.90741678262468), np.float64(-65.26693048057497), np.float64(-57.56270516634146)], [np.float64(-50.519732991306654), np.float64(-61.220615567342776), np.float64(-53.316174959226416)]], [[np.float64(-124.41101569520383), np.float64(-193.8322954061662), np.float64(-28.06331858749545)], [np.float64(-192.5247124078766), np.float64(-298.5655214690269), np.float64(-44.42863714942932)], [np.float64(-160.00519265247726), np.float64(-248.4094506869944), np.float64(-37.040897897924175)]]]","[[0.4584496865692568, 0.15435149168268292, np.float64(-115.45079050597013)], [0.06597419076710831, 0.8276345816485055, np.float64(-15.943711881861207)]]","[np.float64(0.37877168324323884), np.float64(0.5888814599700213), np.float64(0.029277677847141706)]",0.3642492863329689
2,"(3, 3)",0.005,500,0.10963984333939585,"[[[np.float64(-42.98340351232778), np.float64(-49.284819640236734), np.float64(-65.25416877739488)], [np.float64(-42.5947615725498), np.float64(-49.241001807256765), np.float64(-64.58631336638072)], [np.float64(-41.269895586496446), np.float64(-47.819397126332724), np.float64(-63.21130279146822)], [np.float64(-38.500824199377085), np.float64(-44.41605408655569), np.float64(-58.79128286399431)]], [[np.float64(-53.47274106447007), np.float64(-299.91885374729134), np.float64(-318.3121408643901)], [np.float64(-49.298509647561986), np.float64(-278.1006982890744), np.float64(-295.30563286207274)], [np.float64(-40.11237279041269), np.float64(-225.13197464318256), np.float64(-238.51063058546694)]]]","[[0.9922020970399524, 0.4094012362731443, np.float64(-128.01750754763216)], [0.5567379661191353, 0.25795716060170093, np.float64(-113.78194508160449)]]","[np.float64(0.06424265084015303), np.float64(0.6355044486354802), np.float64(0.6608581437607538)]",0.6037858924986247
2,"(3, 3)",0.01,200,0.032611871848124495,"[[[np.float64(-73.30591494012607), np.float64(-47.473881044437555), np.float64(-27.856435999980683)], [np.float64(-72.76930282353109), np.float64(-47.59658724855565), np.float64(-28.566078444223532)], [np.float64(-71.32623534712266), np.float64(-46.12515531244087), np.float64(-27.980007910418713)], [np.float64(-66.57139182378451), np.float64(-42.78586621043721), np.float64(-25.955533027700106)]], [[np.float64(-33.380804038209654), np.float64(-130.61886914924162), np.float64(-67.77971850033158)], [np.float64(-58.9401255044127), np.float64(-228.2077905951582), np.float64(-118.36782929628815)], [np.float64(-48.03444876756384), np.float64(-185.6095593371422), np.float64(-96.87893904530745)]]]","[[0.6464406667694143, 0.5653383843533698, np.float64(-55.610906175339025)], [0.1328167850489248, 0.586405628004674, np.float64(-57.81946515956332)]]","[np.float64(0.14619749609702837), np.float64(0.7842772453580701), np.float64(0.28214934611524534)]",0.14331567340066548
2,"(3, 3)",0.01,500,0.031225011973305766,"[[[np.float64(-130.95524283995118), np.float64(-86.00650831847572), np.float64(-76.02447649338207)], [np.float64(-129.64139398512432), np.float64(-85.28148946239197), np.float64(-76.16230977908377)], [np.float64(-127.12484469856345), np.float64(-83.91766666449101), np.float64(-73.97809491831025)], [np.float64(-118.68946083508997), np.float64(-77.80419038963302), np.float64(-68.70024207342173)]], [[np.float64(-300.50365205419695), np.float64(-268.09597196702055), np.float64(-117.3126191849037)], [np.float64(-382.08645296093204), np.float64(-341.42126671654796), np.float64(-148.8499887611479)], [np.float64(-357.53535146630105), np.float64(-318.38198625819575), np.float64(-139.0171537110791)]]]","[[0.3846457158278137, 0.9199719113708956, np.float64(-149.04681919099113)], [0.9896089283697411, 0.7224755923882623, np.float64(-51.45598661297389)]]","[np.float64(0.3963545132669701), np.float64(0.34896226235416083), np.float64(-0.2083961963871065)]",0.07799707774590378
2,"(3, 4)",0.005,200,0.031206862862953096,"[[[np.float64(-44.34543658778057), np.float64(-24.211773405768618), np.float64(-34.483989411480195)], [np.float64(-44.17450994352631), np.float64(-23.745474472572685), np.float64(-34.47504813221216)], [np.float64(-43.63611438353667), np.float64(-23.20819515062376), np.float64(-34.38061067563444)], [np.float64(-40.33872927412484), np.float64(-22.436555256098863), np.float64(-31.9879291192092)]], [[np.float64(-101.9108602482512), np.float64(-8.324928539581276), np.float64(-109.42310909983108), np.float64(-123.66312530043267)], [np.float64(-128.61658810214917), np.float64(-10.67527785068828), np.float64(-138.01472084755054), np.float64(-155.80859998758095)], [np.float64(-85.27138670187867), np.float64(-7.250748781654038), np.float64(-91.47183594010758), np.float64(-103.83459379887479)]]]","[[0.745747829212267, 0.19830669554856872, np.float64(-68.77790010937416)], [0.21782427096946932, 0.23153411001660118, 0.10235404686302063, np.float64(-64.90634309531285)]]","[np.float64(0.5725871711892524), np.float64(0.052701946870127234), np.float64(0.5893602881023459), np.float64(0.5985013778240704)]",0.32642316744590283
2,"(3, 4)",0.005,500,0.16154302694107772,"[[[np.float64(-112.57472973906638), np.float64(-186.68451113600833), np.float64(-134.35293631905478)], [np.float64(-112.1214576624848), np.float64(-185.92007855157834), np.float64(-134.0930727883277)], [np.float64(-109.43342768511755), np.float64(-181.60350417623513), np.float64(-131.3075144333723)], [np.float64(-101.50929524453956), np.float64(-169.71239068611928), np.float64(-122.3140029933284)]], [[np.float64(-259.22567245639755), np.float64(-275.2706830925541), np.float64(-37.971631898924194), np.float64(-387.0056378103088)], [np.float64(-230.8684417589145), np.float64(-245.40983628756484), np.float64(-33.6487073057797), np.float64(-344.76684195012945)], [np.float64(-327.18500731100596), np.float64(-347.63646097772016), np.float64(-48.31217975782537), np.float64(-488.36028903220625)]]]","[[0.7714541981618501, 0.28560899925321437, np.float64(-264.1267783638194)], [0.09332986092822448, 0.10818398355644065, 0.2614929555966483, np.float64(-190.63549741184536)]]","[np.float64(0.45194802084882807), np.float64(0.41694124295582036), np.float64(-0.08323151140469666), np.float64(0.7131860604333525)]",0.7980163396777462
2,"(3, 4)",0.01,200,0.03120725016327909,"[[[np.float64(-285.8310794923923), np.float64(-335.9734104459061), np.float64(-486.30316221965967)], [np.float64(-283.90228194858565), np.float64(-334.127808088902), np.float64(-484.4577230998096)], [np.float64(-279.05688753054477), np.float64(-327.5459203804029), np.float64(-474.61168734608196)], [np.float64(-259.59233121650414), np.float64(-304.35828187984924), np.float64(-441.4573400622853)]], [[np.float64(-781.4007985668749), np.float64(-1029.0380794648595), np.float64(-401.32073919063197), np.float64(-803.3752295961061)], [np.float64(-995.709567278717), np.float64(-1312.4251248862188), np.float64(-511.9034150916495), np.float64(-1024.6368382514597)], [np.float64(-695.1565493154048), np.float64(-915.6444316885603), np.float64(-357.13655126770135), np.float64(-714.3889086681304)]]]","[[0.9224118092169078, 0.8261469318103867, np.float64(-951.5081459765748)], [0.6659564424557802, 0.46504138172666454, 0.8634855527597914, np.float64(-394.51445920709097)]]","[np.float64(0.4486300132126992), np.float64(0.7025935641208682), np.float64(0.11981414347217259), np.float64(0.35902477615269146)]",-0.016014553130558447
2,"(3, 4)",0.01,500,0.15904489388722579,"[[[np.float64(-130.22516992851772), np.float64(-144.01567892291595), np.float64(-225.85386115165923)], [np.float64(-130.31694087819054), np.float64(-143.6913466255502), np.float64(-224.75323933053718)], [np.float64(-127.31079021216928), np.float64(-141.1465917384696), np.float64(-220.66559970599113)], [np.float64(-118.34934535618834), np.float64(-130.49459410836153), np.float64(-205.19376779198618)]], [[np.float64(-512.4158972484904), np.float64(-162.44503725316636), np.float64(-423.4655272112775), np.float64(-7.68957707742682)], [np.float64(-612.6031824330431), np.float64(-193.25268845631803), np.float64(-504.9135944227595), np.float64(-9.594453111795247)], [np.float64(-625.0861616997767), np.float64(-197.33497719849098), np.float64(-515.4648681575836), np.float64(-9.780568741344652)]]]","[[0.10219032998860123, 0.6718527487191135, np.float64(-442.06330268735695)], [0.009161233322881324, 0.538151167713014, 0.4241756851389846, np.float64(-4.02648244870735)]]","[np.float64(0.5720469733676232), np.float64(-0.1471298442325498), np.float64(0.34890732609326236), np.float64(-0.3621457184134073)]",0.7860197434288756
2,"(3, 5)",0.005,200,0.031206635997524705,"[[[np.float64(-53.21581813605425), np.float64(-41.54458147420494), np.float64(-41.4479127110694)], [np.float64(-52.38089543172402), np.float64(-41.77702525136518), np.float64(-40.970332282624085)], [np.float64(-51.175000766901576), np.float64(-40.35366492794825), np.float64(-40.31613085910248)], [np.float64(-48.063889695170054), np.float64(-37.509842361779334), np.float64(-37.21281656164878)]], [[np.float64(-52.73154614842526), np.float64(-18.361308606732457), np.float64(-59.30526981945308), np.float64(-128.2624560023724), np.float64(-282.6882320364327)], [np.float64(-64.40994680298815), np.float64(-22.928402697582825), np.float64(-74.13168607920045), np.float64(-159.54211700854398), np.float64(-349.93718504952517)], [np.float64(-52.06621921233007), np.float64(-17.98308502730141), np.float64(-58.61622941713157), np.float64(-127.26779682131873), np.float64(-278.960255857926)]]]","[[0.6192055935388809, 0.852463421986827, np.float64(-80.76529222561562)], [0.47391273194645334, 0.12116038869947598, 0.9769357846291578, 0.2818103864224272, np.float64(-112.3411480233734)]]","[np.float64(0.13637870078323702), np.float64(0.034077202651183185), np.float64(0.16591616204838538), np.float64(0.29917005678785746), np.float64(0.740379900381338)]",0.36453382152100944
2,"(3, 5)",0.005,500,0.15901996532894508,"[[[np.float64(-105.69331699842111), np.float64(-178.75053825655877), np.float64(-191.42002176629788)], [np.float64(-105.65383699646864), np.float64(-177.42798213453617), np.float64(-191.12445205876273)], [np.float64(-103.29760156753417), np.float64(-173.67963783787417), np.float64(-187.28457087950036)], [np.float64(-95.7054098325098), np.float64(-161.86629354790048), np.float64(-173.93188228792354)]], [[np.float64(-403.91401486323457), np.float64(-88.90316097897357), np.float64(-192.44020019877024), np.float64(-165.09094238374885), np.float64(-152.7104507595605)], [np.float64(-686.1061215384165), np.float64(-151.12965197953957), np.float64(-326.64535513173473), np.float64(-280.29720669384443), np.float64(-259.16231213763876)], [np.float64(-404.7797085767634), np.float64(-88.68222273982549), np.float64(-192.22846775586285), np.float64(-164.8733567485291), np.float64(-152.30884250659778)]]]","[[0.727947095444635, 0.8899175959149572, np.float64(-375.8820170670791)], [0.4726545660132492, 0.8174574266276753, 0.489472170297229, 0.9907365318834053, np.float64(-82.54533512088999)]]","[np.float64(0.6188067554592137), np.float64(-0.01838037578913336), np.float64(0.2894644169482358), np.float64(0.07496589723735429), np.float64(0.1251078544639254)]",0.36663303983051565
2,"(3, 5)",0.01,200,0.15853717912504647,"[[[np.float64(-540.5535204057089), np.float64(-686.6345591275218), np.float64(-617.1003465719705)], [np.float64(-538.0312240907493), np.float64(-683.2693673755108), np.float64(-613.9459462091845)], [np.float64(-527.262910772266), np.float64(-669.8774341826017), np.float64(-602.0126586756795)], [np.float64(-490.95760661779843), np.float64(-623.7293675450328), np.float64(-560.5324225773968)]], [[np.float64(-821.4207467014218), np.float64(-857.7496498990346), np.float64(-2052.360498651383), np.float64(-1678.5774448684163), np.float64(-922.915982449848)], [np.float64(-732.1386946399243), np.float64(-763.5380838622648), np.float64(-1828.4790473958578), np.float64(-1495.722061211339), np.float64(-822.4824814796118)], [np.float64(-655.1314008185077), np.float64(-683.8982299005017), np.float64(-1637.2508128158354), np.float64(-1339.7217365359493), np.float64(-736.2889391983407)]]]","[[0.8719965100486159, 0.8915581232125721, np.float64(-1206.3970029366526)], [0.6066911337468985, 0.794449290872713, 0.9559319187864311, 0.4983806792730201, np.float64(-331.22218613358655)]]","[np.float64(-0.242432798725248), np.float64(-0.25889330228184115), np.float64(0.5636908361474384), np.float64(0.05926665282485094), np.float64(-0.6295106446453204)]",0.644192414613195
2,"(3, 5)",0.01,500,0.15900137348354698,"[[[np.float64(-503.46585778099933), np.float64(-442.5478790428776), np.float64(-313.3234269146004)], [np.float64(-501.80026947483833), np.float64(-440.4193475304376), np.float64(-311.61503251917304)], [np.float64(-491.5261768997886), np.float64(-431.3062238937715), np.float64(-305.3886187042127)], [np.float64(-457.0761554686596), np.float64(-401.8489727805653), np.float64(-284.73483159597174)]], [[np.float64(-1053.8808837033096), np.float64(-41.58420451668774), np.float64(-570.617159790603), np.float64(-447.04772206237), np.float64(-1055.8147523346238)], [np.float64(-880.6641230380071), np.float64(-34.63237885424143), np.float64(-476.9160894407899), np.float64(-373.60718666654043), np.float64(-883.0283883736678)], [np.float64(-1035.7899445079295), np.float64(-41.05705745415286), np.float64(-561.1339239370383), np.float64(-438.8293826549844), np.float64(-1037.6114627958796)]]]","[[0.1409768690636829, 0.8920392623531996, np.float64(-612.8159013755588)], [0.8541585707539511, 0.6749212032888982, 0.8046557378953002, 0.09641254293743429, np.float64(-522.1264372233616)]]","[np.float64(0.5478675659462432), np.float64(-0.495519569956985), np.float64(0.09982089214797356), np.float64(0.07334112546231858), np.float64(0.5986848221539405)]",0.6390987616681332
