hidden_layer,hidden_neuron,aktivasi,lr,epoch,mse,bobot,bias,bobot_output,bias_output,mse_list
1,"(2,)",relu,0.0001,100,0.004647306929561859,"[[[np.float64(-0.3098401122445924), np.float64(0.3814742009731637)], [np.float64(-0.05237008023047972), np.float64(0.2080316722180022)], [np.float64(0.28318618535255174), np.float64(0.4682242021891708)], [np.float64(0.028475214765678884), np.float64(0.29743736301177187)]]]","[[0.41770561461960476, np.float64(-0.3160343507099042)]]","[np.float64(0.499480544276838), np.float64(0.32014824725020186)]",0.3743712918686607,"[np.float64(1.8252634267898935), np.float64(0.7900289501994316), np.float64(0.348271370161026), np.float64(0.15774201008251174), np.float64(0.07451669275214728), np.float64(0.037544149139357275), np.float64(0.020740516630359886), np.float64(0.012871846511792842), np.float64(0.009048383099667772), np.float64(0.007108719174305493), np.float64(0.006078548859238799), np.float64(0.005506286142651613), np.float64(0.0051755672127641004), np.float64(0.004977973956771026), np.float64(0.004856916237442792), np.float64(0.004781318207680872), np.float64(0.004733480010234128), np.float64(0.004702931330776991), np.float64(0.004683303187826449), np.float64(0.00467063993507964), np.float64(0.004662447983406687), np.float64(0.004657139109243279), np.float64(0.004653694629722996), np.float64(0.004651458096309406), np.float64(0.004650005172682848), np.float64(0.004649061001693739), np.float64(0.004648447310377769), np.float64(0.004648048369252922), np.float64(0.004647789007239135), np.float64(0.004647620379466852), np.float64(0.004647510739669086), np.float64(0.0046474394514068595), np.float64(0.004647393098743134), np.float64(0.004647362959255182), np.float64(0.004647343361782641), np.float64(0.004647330618944183), np.float64(0.004647322333168489), np.float64(0.0046473169454940835), np.float64(0.004647313442249835), np.float64(0.004647311164329473), np.float64(0.004647309683147532), np.float64(0.004647308720030415), np.float64(0.004647308093784379), np.float64(0.004647307686578057), np.float64(0.004647307421794093), np.float64(0.004647307249625825), np.float64(0.004647307137672902), np.float64(0.004647307064884452), np.float64(0.004647307017548112), np.float64(0.00464730698676683), np.float64(0.00464730696675512), np.float64(0.00464730695374368), np.float64(0.004647306945280305), np.float64(0.0046473069397813494), np.float64(0.004647306936202673), np.float64(0.00464730693387989), np.float64(0.0046473069323668065), np.float64(0.0046473069313807385), np.float64(0.004647306930741857), np.float64(0.00464730693033049), np.float64(0.004647306930057229), np.float64(0.004647306929884241), np.float64(0.004647306929767681), np.float64(0.004647306929692361), np.float64(0.004647306929644379), np.float64(0.004647306929610064), np.float64(0.004647306929597816), np.float64(0.0046473069295904735), np.float64(0.0046473069295863536), np.float64(0.004647306929582945), np.float64(0.004647306929579995), np.float64(0.00464730692957742), np.float64(0.004647306929575173), np.float64(0.004647306929573275), np.float64(0.00464730692957166), np.float64(0.004647306929570153), np.float64(0.004647306929568694), np.float64(0.0046473069295674165), np.float64(0.004647306929566387), np.float64(0.004647306929565534), np.float64(0.004647306929564859), np.float64(0.004647306929564356), np.float64(0.004647306929563924), np.float64(0.004647306929563514), np.float64(0.004647306929563103), np.float64(0.004647306929562709), np.float64(0.004647306929562424), np.float64(0.0046473069295622504), np.float64(0.004647306929562159), np.float64(0.0046473069295621065), np.float64(0.004647306929562061), np.float64(0.004647306929562024), np.float64(0.004647306929561992), np.float64(0.004647306929561963), np.float64(0.004647306929561942), np.float64(0.004647306929561923), np.float64(0.004647306929561906), np.float64(0.004647306929561888), np.float64(0.004647306929561873), np.float64(0.004647306929561859)]"
1,"(2,)",relu,0.0001,200,0.0477084374335195,"[[[np.float64(-0.19697657345155606), np.float64(-0.44575297621033105)], [np.float64(-0.9051858329924519), np.float64(-0.015763504228181173)], [np.float64(-0.40765541461131183), np.float64(-0.5377788550975887)], [np.float64(-0.4542455119556177), np.float64(-0.31485580933498064)]]]","[[0.5023398935575754, np.float64(-1.0441840095798156)]]","[np.float64(0.9193960696103054), np.float64(0.7812727020502632)]",0.8954797121204033,"[np.float64(13.363339896541497), np.float64(0.04883839581601361), np.float64(0.048832588775429044), np.float64(0.04882678276437447), np.float64(0.048820977782656046), np.float64(0.04881517383008257), np.float64(0.04880937090645945), np.float64(0.048803569011596055), np.float64(0.0487977681452987), np.float64(0.0487919683073745), np.float64(0.048786169497632384), np.float64(0.04878037171587873), np.float64(0.048774574961921544), np.float64(0.04876877923556814), np.float64(0.048762984536626724), np.float64(0.04875719086490457), np.float64(0.048751398220209415), np.float64(0.04874560660234951), np.float64(0.04873981601113174), np.float64(0.04873402644636496), np.float64(0.048728237907856235), np.float64(0.04872245039541381), np.float64(0.048716663908845874), np.float64(0.04871087844796039), np.float64(0.04870509401256491), np.float64(0.04869931060246775), np.float64(0.0486935282174772), np.float64(0.04868774685740137), np.float64(0.04868196652204798), np.float64(0.04867618721122579), np.float64(0.048670408924742906), np.float64(0.04866463166240762), np.float64(0.0486588554240279), np.float64(0.048653080209412426), np.float64(0.048647306018369973), np.float64(0.04864153285070864), np.float64(0.04863576070623628), np.float64(0.04862998958476249), np.float64(0.04862421948609507), np.float64(0.04861845041004282), np.float64(0.04861268235641421), np.float64(0.04860691532501869), np.float64(0.048601149315663825), np.float64(0.04859538432815893), np.float64(0.048589620362312784), np.float64(0.04858385741793417), np.float64(0.04857809549483161), np.float64(0.048572334592814556), np.float64(0.04856657471169147), np.float64(0.04856081585127131), np.float64(0.048555058011363464), np.float64(0.04854930119177666), np.float64(0.04854354539231985), np.float64(0.04853779061280249), np.float64(0.04853203685303339), np.float64(0.04852628411282187), np.float64(0.04852053239197701), np.float64(0.04851478169030827), np.float64(0.048509032007625075), np.float64(0.04850328334373656), np.float64(0.04849753569845168), np.float64(0.04849178907158037), np.float64(0.048486043462931894), np.float64(0.048480298872315246), np.float64(0.04847455529954115), np.float64(0.04846881274441827), np.float64(0.04846307120675596), np.float64(0.0484573306863642), np.float64(0.04845159118305303), np.float64(0.04844585269663154), np.float64(0.048440115226909664), np.float64(0.04843437877369706), np.float64(0.04842864333680392), np.float64(0.04842290891603937), np.float64(0.04841717551121412), np.float64(0.04841144312213735), np.float64(0.0484057117486199), np.float64(0.048399981390470595), np.float64(0.04839425204750045), np.float64(0.04838852371951889), np.float64(0.04838279640633621), np.float64(0.04837707010776314), np.float64(0.04837134482360841), np.float64(0.04836562055368346), np.float64(0.04835989729779835), np.float64(0.04835417505576305), np.float64(0.048348453827387894), np.float64(0.04834273361248361), np.float64(0.0483370144108603), np.float64(0.048331296222328166), np.float64(0.048325579046698056), np.float64(0.04831986288378002), np.float64(0.04831414773338526), np.float64(0.0483084335953238), np.float64(0.04830272046940663), np.float64(0.04829700835544414), np.float64(0.04829129725324711), np.float64(0.048285587162625696), np.float64(0.04827987808339161), np.float64(0.04827417001535536), np.float64(0.04826846295832708), np.float64(0.048262756912118336), np.float64(0.0482570518765401), np.float64(0.04825134785140302), np.float64(0.04824564483651789), np.float64(0.04823994283169616), np.float64(0.04823424183674865), np.float64(0.04822854185148613), np.float64(0.048222842875720574), np.float64(0.048217144909261885), np.float64(0.048211447951922635), np.float64(0.04820575200351309), np.float64(0.048200057063844975), np.float64(0.04819436313272897), np.float64(0.048188670209977386), np.float64(0.048182978295400886), np.float64(0.04817728738881119), np.float64(0.04817159749001943), np.float64(0.04816590859883717), np.float64(0.04816022071507633), np.float64(0.048154533838548244), np.float64(0.04814884796906436), np.float64(0.04814316310643622), np.float64(0.04813747925047583), np.float64(0.04813179640099468), np.float64(0.04812611455780435), np.float64(0.04812043372071705), np.float64(0.04811475388954452), np.float64(0.04810907506409819), np.float64(0.04810339724419015), np.float64(0.04809772042963244), np.float64(0.048092044620237015), np.float64(0.048086369815815704), np.float64(0.04808069601618057), np.float64(0.04807502322114405), np.float64(0.04806935143051736), np.float64(0.04806368064411359), np.float64(0.04805801086174435), np.float64(0.048052342083222274), np.float64(0.048046674308358905), np.float64(0.04804100753696733), np.float64(0.04803534176885972), np.float64(0.048029677003847665), np.float64(0.04802401324174481), np.float64(0.04801835048236217), np.float64(0.04801268872551332), np.float64(0.048007027971010086), np.float64(0.04800136821866547), np.float64(0.047995709468292104), np.float64(0.0479900517197021), np.float64(0.047984394972708365), np.float64(0.0479787392271233), np.float64(0.047973084482760366), np.float64(0.04796743073943142), np.float64(0.04796177799695006), np.float64(0.047956126255128594), np.float64(0.04795047551377986), np.float64(0.04794482577271709), np.float64(0.047939177031752975), np.float64(0.047933529290700355), np.float64(0.04792788254937261), np.float64(0.04792223680758262), np.float64(0.04791659206514334), np.float64(0.047910948321868076), np.float64(0.04790530557756968), np.float64(0.04789966383206153), np.float64(0.04789402308515713), np.float64(0.04788838333666933), np.float64(0.04788274458641154), np.float64(0.04787710683419731), np.float64(0.04787147007983973), np.float64(0.047865834323152154), np.float64(0.04786019956394807), np.float64(0.047854565802041074), np.float64(0.04784893303724476), np.float64(0.04784330126937252), np.float64(0.047837670498237984), np.float64(0.04783204072365459), np.float64(0.04782641194543657), np.float64(0.04782078416339658), np.float64(0.04781515737734956), np.float64(0.04780953158710819), np.float64(0.047803906792486785), np.float64(0.04779828299329944), np.float64(0.04779266018935939), np.float64(0.047787038380481234), np.float64(0.047781417566478156), np.float64(0.047775797747164984), np.float64(0.04777017892235501), np.float64(0.047764561091862806), np.float64(0.04775894425550215), np.float64(0.04775332841308701), np.float64(0.04774771356443185), np.float64(0.047742099709350824), np.float64(0.047736486847658015), np.float64(0.0477308749791682), np.float64(0.04772526410369471), np.float64(0.04771965422105225), np.float64(0.047714045331055964), np.float64(0.0477084374335195)]"
1,"(2,)",relu,0.001,100,0.05248486513545247,"[[[np.float64(-4.903490529354346), np.float64(-1.0764824706970069)], [np.float64(-6.326584241707097), np.float64(-1.6109348802433874)], [np.float64(-6.090935825265113), np.float64(-1.3963670525609386)], [np.float64(-6.771282998930504), np.float64(-1.5502957688751706)]]]","[[0.8103496089334337, np.float64(-2.241561474412262)]]","[np.float64(0.9698847300113459), np.float64(0.2674593543740801)]",0.5007376840642158,"[np.float64(4.332502372973904), np.float64(0.0635963801645697), np.float64(0.06347048662361232), np.float64(0.06334486856186443), np.float64(0.06321952540482442), np.float64(0.0630944565791644), np.float64(0.06296966151272464), np.float64(0.06284513963451495), np.float64(0.06272089037470761), np.float64(0.06259691316464021), np.float64(0.06247320743681023), np.float64(0.06234977262487213), np.float64(0.06222660816363641), np.float64(0.062103713489069144), np.float64(0.06198108803828492), np.float64(0.06185873124954761), np.float64(0.06173664256226909), np.float64(0.06161482141700332), np.float64(0.061493267255447445), np.float64(0.06137197952043815), np.float64(0.061250957655948464), np.float64(0.061130201107087445), np.float64(0.0610097093200955), np.float64(0.0608894817423452), np.float64(0.0607695178223343), np.float64(0.06064981700968997), np.float64(0.060530378755160645), np.float64(0.060411202510615686), np.float64(0.06029228772904506), np.float64(0.06017363386455424), np.float64(0.06005524037236388), np.float64(0.05993710670880602), np.float64(0.05981923233132371), np.float64(0.059701616698466464), np.float64(0.05958425926989041), np.float64(0.05946715950635519), np.float64(0.05935031686972055), np.float64(0.0592337308229441), np.float64(0.059117400830083384), np.float64(0.05900132635628644), np.float64(0.058885506867796075), np.float64(0.058769941831944526), np.float64(0.05865463071715073), np.float64(0.05853957299291993), np.float64(0.05842476812984117), np.float64(0.058310215599584686), np.float64(0.05819591487489834), np.float64(0.05808186542960791), np.float64(0.057968066738614356), np.float64(0.05785451827788973), np.float64(0.05774121952447688), np.float64(0.05762816995648784), np.float64(0.05751536905309848), np.float64(0.057402816294551066), np.float64(0.05729051116214693), np.float64(0.05717845313824944), np.float64(0.057066641706277337), np.float64(0.05695507635070545), np.float64(0.05684375655706233), np.float64(0.05673268181192649), np.float64(0.05662185160292567), np.float64(0.05651126541873427), np.float64(0.05640092274907205), np.float64(0.05629082308470008), np.float64(0.05618096591742053), np.float64(0.05607135074007477), np.float64(0.055961977046538096), np.float64(0.05585284433172274), np.float64(0.05574395209156996), np.float64(0.055635299823054186), np.float64(0.055526887024174514), np.float64(0.05541871319395836), np.float64(0.05531077783245579), np.float64(0.055203080440738204), np.float64(0.055095620520897524), np.float64(0.05498839757604256), np.float64(0.05488141111029732), np.float64(0.05477466062880009), np.float64(0.05466814563769953), np.float64(0.05456186564415461), np.float64(0.054455820156331), np.float64(0.054350008683399745), np.float64(0.05424443073553517), np.float64(0.05413908582391269), np.float64(0.05403397346070677), np.float64(0.05392909315908924), np.float64(0.05382444443322724), np.float64(0.053720026798280626), np.float64(0.053615839770400485), np.float64(0.05351188286672747), np.float64(0.0534081556053882), np.float64(0.05330465750549609), np.float64(0.05320138808714586), np.float64(0.053098346871414966), np.float64(0.05299553338035878), np.float64(0.052892947137011044), np.float64(0.0527905876653796), np.float64(0.05268845449044588), np.float64(0.05258654713816276), np.float64(0.05248486513545247)]"
1,"(2,)",relu,0.001,200,0.011031380385653211,"[[[np.float64(-3.8779108364510573), np.float64(-2.72649434775766)], [np.float64(-4.96215622503746), np.float64(-2.355924008877745)], [np.float64(-4.63303872004297), np.float64(-2.708055553925901)], [np.float64(-4.8239756180232005), np.float64(-2.669141375642709)]]]","[[0.7242650343950839, np.float64(-4.158399748287819)]]","[np.float64(0.6642022747999236), np.float64(0.41431577292999794)]",0.6852366863049087,"[np.float64(5.056697186851262), np.float64(0.011777388930260865), np.float64(0.011772168757356385), np.float64(0.011766965750393776), np.float64(0.011761779868327465), np.float64(0.011756611070200637), np.float64(0.011751459315145284), np.float64(0.011746324562381595), np.float64(0.011741206771218014), np.float64(0.011736105901051199), np.float64(0.01173102191136539), np.float64(0.01172595476173278), np.float64(0.011720904411812916), np.float64(0.011715870821352623), np.float64(0.011710853950185982), np.float64(0.011705853758234028), np.float64(0.01170087020550443), np.float64(0.011695903252091607), np.float64(0.01169095285817629), np.float64(0.011686018984025498), np.float64(0.011681101589992393), np.float64(0.011676200636515813), np.float64(0.011671316084120283), np.float64(0.011666447893416147), np.float64(0.011661596025098954), np.float64(0.0116567604399493), np.float64(0.011651941098832715), np.float64(0.01164713796269986), np.float64(0.011642350992585754), np.float64(0.011637580149610137), np.float64(0.011632825394976594), np.float64(0.011628086689973378), np.float64(0.011623363995972209), np.float64(0.011618657274428892), np.float64(0.011613966486882602), np.float64(0.011609291594956089), np.float64(0.011604632560355233), np.float64(0.01159998934486901), np.float64(0.0115953619103693), np.float64(0.011590750218810834), np.float64(0.011586154232230611), np.float64(0.011581573912748203), np.float64(0.011577009222565457), np.float64(0.011572460123966039), np.float64(0.011567926579315765), np.float64(0.011563408551061815), np.float64(0.011558906001733114), np.float64(0.011554418893940016), np.float64(0.01154994719037383), np.float64(0.011545490853807086), np.float64(0.011541049847092996), np.float64(0.011536624133165694), np.float64(0.0115322136750396), np.float64(0.011527818435809481), np.float64(0.011523438378650533), np.float64(0.011519073466817686), np.float64(0.011514723663645905), np.float64(0.011510388932549742), np.float64(0.01150606923702336), np.float64(0.01150176454064012), np.float64(0.01149747480705277), np.float64(0.01149319999999285), np.float64(0.011488940083270931), np.float64(0.011484695020776335), np.float64(0.011480464776476674), np.float64(0.011476249314418114), np.float64(0.011472048598724924), np.float64(0.01146786259359954), np.float64(0.011463691263322152), np.float64(0.01145953457225074), np.float64(0.011455392484820743), np.float64(0.011451264965545183), np.float64(0.01144715197901401), np.float64(0.011443053489894722), np.float64(0.011438969462931308), np.float64(0.011434899862944417), np.float64(0.011430844654831877), np.float64(0.011426803803567379), np.float64(0.011422777274201127), np.float64(0.011418765031859415), np.float64(0.011414767041744512), np.float64(0.011410783269134467), np.float64(0.011406813679382864), np.float64(0.011402858237918999), np.float64(0.011398916910247333), np.float64(0.01139498966194758), np.float64(0.011391076458674284), np.float64(0.01138717726615706), np.float64(0.011383292050200115), np.float64(0.011379420776682334), np.float64(0.011375563411556704), np.float64(0.0113717199208508), np.float64(0.011367890270666117), np.float64(0.011364074427177812), np.float64(0.011360272356635443), np.float64(0.011356484025361477), np.float64(0.011352709399752485), np.float64(0.011348948446277788), np.float64(0.011345201131480341), np.float64(0.011341467421975853), np.float64(0.01133774728445277), np.float64(0.011334040685672587), np.float64(0.011330347592469116), np.float64(0.011326667971748559), np.float64(0.011323001790489551), np.float64(0.011319349015742561), np.float64(0.011315709614630317), np.float64(0.011312083554347062), np.float64(0.011308470802158915), np.float64(0.011304871325403316), np.float64(0.011301285091489163), np.float64(0.011297712067896502), np.float64(0.011294152222176503), np.float64(0.011290605521951155), np.float64(0.011287071934913276), np.float64(0.01128355142882626), np.float64(0.011280043971524031), np.float64(0.011276549530910656), np.float64(0.011273068074960617), np.float64(0.011269599571718287), np.float64(0.01126614398929779), np.float64(0.011262701295883266), np.float64(0.011259271459728248), np.float64(0.011255854449155663), np.float64(0.011252450232558034), np.float64(0.01124905877839661), np.float64(0.011245680055202056), np.float64(0.011242314031573618), np.float64(0.011238960676179398), np.float64(0.011235619957756108), np.float64(0.011232291845108664), np.float64(0.011228976307110543), np.float64(0.011225673312703362), np.float64(0.011222382830896445), np.float64(0.011219104830767422), np.float64(0.011215839281461148), np.float64(0.011212586152190528), np.float64(0.01120934541223568), np.float64(0.011206117030943938), np.float64(0.011202900977730116), np.float64(0.0111996972220756), np.float64(0.011196505733529026), np.float64(0.011193326481705686), np.float64(0.011190159436287464), np.float64(0.01118700456702246), np.float64(0.01118386184372548), np.float64(0.011180731236277337), np.float64(0.011177612714624923), np.float64(0.011174506248780993), np.float64(0.011171411808824095), np.float64(0.011168329364898383), np.float64(0.011165258887213618), np.float64(0.011162200346044687), np.float64(0.011159153711732121), np.float64(0.011156118954681106), np.float64(0.01115309604536202), np.float64(0.011150084954310012), np.float64(0.011147085652124772), np.float64(0.011144098109470769), np.float64(0.011141122297076768), np.float64(0.011138158185735754), np.float64(0.011135205746305053), np.float64(0.01113226494970567), np.float64(0.01112933576692293), np.float64(0.011126418169005338), np.float64(0.011123512127065567), np.float64(0.011120617612279372), np.float64(0.011117734595886197), np.float64(0.011114863049188227), np.float64(0.011112002943551181), np.float64(0.011109154250403453), np.float64(0.011106316941236432), np.float64(0.011103490987604072), np.float64(0.011100676361122821), np.float64(0.011097873033471713), np.float64(0.011095080976391896), np.float64(0.01109230016168689), np.float64(0.011089530561222064), np.float64(0.011086772146924833), np.float64(0.011084024890784264), np.float64(0.011081288764851191), np.float64(0.011078563741237769), np.float64(0.011075849792117617), np.float64(0.011073146889725797), np.float64(0.011070455006358303), np.float64(0.01106777411437223), np.float64(0.011065104186185388), np.float64(0.011062445194276512), np.float64(0.011059797111184877), np.float64(0.011057159909510226), np.float64(0.011054533561912896), np.float64(0.011051918041113065), np.float64(0.011049313319891332), np.float64(0.011046719371088068), np.float64(0.0110441361676038), np.float64(0.01104156368239854), np.float64(0.011039001888491924), np.float64(0.011036450758963333), np.float64(0.011033910266951073), np.float64(0.011031380385653211)]"
1,"(2,)",sigmoid,0.0001,100,0.04826331906746084,"[[[np.float64(0.7942046012699949), np.float64(0.0836560909164048)], [np.float64(0.5322004334491622), np.float64(-0.06207920027492673)], [np.float64(0.7415901044320418), np.float64(0.6831077291622991)], [np.float64(0.4470104967024919), np.float64(-0.13022407311124679)]]]","[[0.1960893340554638, np.float64(0.34149975022755363)]]","[np.float64(0.7951085048289629), np.float64(0.8310361877457294)]",0.9767470161437334,"[np.float64(0.053993781789340944), np.float64(0.05394743079180646), np.float64(0.05390084363285702), np.float64(0.05385401991192919), np.float64(0.0538069592420243), np.float64(0.0537596612499256), np.float64(0.053712125576430854), np.float64(0.053664351876578115), np.float64(0.05361633981988457), np.float64(0.05356808909056395), np.float64(0.0535195993877645), np.float64(0.053470870425798164), np.float64(0.0534219019343711), np.float64(0.05337269365881364), np.float64(0.05332324536031161), np.float64(0.05327355681613634), np.float64(0.053223627819879146), np.float64(0.05317345818167537), np.float64(0.0531230477284335), np.float64(0.0530723963040734), np.float64(0.053021503769749484), np.float64(0.05297037000407466), np.float64(0.05291899490336002), np.float64(0.05286737838182658), np.float64(0.052815520371845365), np.float64(0.05276342082415521), np.float64(0.052711079708084675), np.float64(0.052658497011780284), np.float64(0.05260567274242676), np.float64(0.05255260692646399), np.float64(0.052499299609809), np.float64(0.05244575085807229), np.float64(0.05239196075677139), np.float64(0.052337929411550625), np.float64(0.05228365694838233), np.float64(0.05222914351378853), np.float64(0.052174389275037626), np.float64(0.05211939442035515), np.float64(0.052064159159132324), np.float64(0.05200868372211232), np.float64(0.05195296836160473), np.float64(0.05189701335166674), np.float64(0.05184081898830382), np.float64(0.05178438558965858), np.float64(0.051727713496193053), np.float64(0.05167080307087759), np.float64(0.05161365469936825), np.float64(0.05155626879017767), np.float64(0.05149864577486326), np.float64(0.05144078610817695), np.float64(0.05138269026824833), np.float64(0.05132435875673861), np.float64(0.051265792098993734), np.float64(0.05120699084420775), np.float64(0.05114795556556683), np.float64(0.051088686860394555), np.float64(0.05102918535029063), np.float64(0.050969451681272086), np.float64(0.050909486523898366), np.float64(0.050849290573401214), np.float64(0.05078886454980172), np.float64(0.05072820919803364), np.float64(0.05066732528804626), np.float64(0.05060621361491351), np.float64(0.05054487499893414), np.float64(0.05048331028572607), np.float64(0.05042152034631155), np.float64(0.05035950607720497), np.float64(0.05029726840048681), np.float64(0.050234808263875885), np.float64(0.05017212664078976), np.float64(0.05010922453041043), np.float64(0.050046102957726685), np.float64(0.04998276297358987), np.float64(0.04991920565474566), np.float64(0.049855432103867996), np.float64(0.0497914434495842), np.float64(0.04972724084649479), np.float64(0.04966282547518509), np.float64(0.0495981985422284), np.float64(0.04953336128018254), np.float64(0.04946831494758145), np.float64(0.049403060828916066), np.float64(0.04933760023461287), np.float64(0.0492719345009994), np.float64(0.049206064990262754), np.float64(0.049139993090407764), np.float64(0.049073720215194926), np.float64(0.04900724780408214), np.float64(0.0489405773221535), np.float64(0.04887371026003997), np.float64(0.04880664813383234), np.float64(0.04873939248498758), np.float64(0.04867194488022732), np.float64(0.04860430691142399), np.float64(0.04853648019548758), np.float64(0.04846846637423376), np.float64(0.04840026711425305), np.float64(0.04833188410676319), np.float64(0.04826331906746084)]"
