indeks_pembangunan_manusia,angka_harapan_hidup,rerata_lama_sekolah,harapan_lama_sekolah,pengeluaran_per_kapita
0.7055053888727061,0.5137741046831956,0.7455899647197178,0.7815679233991621,0.20550526170672306
0.735799592193417,0.5993703266430539,0.6589572716581733,0.7857570317175344,0.2830752263223198
0.7110399067870666,0.48248720975993686,0.6734613876911015,0.8067025733093955,0.2526538302467718
0.7490533061462278,0.6336088154269968,0.7722461779694237,0.7809694793536804,0.24594457975276873
0.7238566851150595,0.6501377410468323,0.6460211681693454,0.7091561938958708,0.2859243600937457
0.8007573550830177,0.6544667453758359,0.7557820462563701,0.8156792339916218,0.37263912504020963
0.7757063792601223,0.6214088941361671,0.7628381027048218,0.8031119090365052,0.3157483571527044
0.7997378386251092,0.6922471467926012,0.8004704037632302,0.8102932375822861,0.3260420017462433
0.7579376638508594,0.5800865800865802,0.6922775382203058,0.7947336923997607,0.33867928863563257
0.7866297698805708,0.7520661157024797,0.7130537044296356,0.8168761220825853,0.3007214741969579
0.7464316923973201,0.6530893349075164,0.6762054096432772,0.8090963494913226,0.26450990303754424
0.7056510340809786,0.5088547815820545,0.6711093688749511,0.7450628366247756,0.26786452828454577
0.7181765219924267,0.5259740259740262,0.6448451587612701,0.7851585876720527,0.2845917007490465
0.7534226623944072,0.6883116883116887,0.706389651117209,0.7785757031717535,0.26818620467809384
0.7451208855228663,0.671192443919717,0.6832614660917288,0.7749850388988629,0.2687376499241763
0.7465773376055928,0.5905155450609998,0.6687573500588007,0.7660083782166368,0.3330269748632876
0.7991552577920186,0.672373081463991,0.7722461779694237,0.7480550568521844,0.3970865309498645
0.8036702592484707,0.7101534828807563,0.7357898863190907,0.8240574506283663,0.35802582601902494
0.9768424118846489,0.7662337662337659,1.0,1.0,0.6574605946417904
0.843285755898631,0.7251082251082255,0.8573108584868679,0.8055056852184321,0.41004549423280184
0.8555199533935333,0.6778827233372686,0.8643669149353196,0.8665469778575703,0.43490648407701854
0.8636760850568016,0.7678079496261314,0.8682869462955703,0.8569718731298623,0.40949404898671943
0.6915234488785318,0.4665486029122392,0.639749117992944,0.8282465589467386,0.2229217407288268
0.6545295659772794,0.6999212908303813,0.4743237945903568,0.722920406941951,0.18781306006157805
0.7127876492863385,0.4297520661157028,0.6762054096432772,0.7564332734889287,0.32337668305684486
0.7563355665598602,0.5118063754427391,0.7232457859662877,0.7396768402154399,0.39589173291668583
0.7470142732304107,0.6038961038961039,0.6809094472755781,0.7342908438061042,0.3435503883093608
0.8014855811243812,0.669618260527352,0.7749901999215995,0.7486535008976661,0.40903451128165064
0.826682202155549,0.7355371900826446,0.8134065072520581,0.7402752842609216,0.4348145765360048
0.7875036411302069,0.7170405352223534,0.724421795374363,0.7199281867145422,0.3885850834060935
0.7564812117681329,0.6507280598189693,0.6718933751470012,0.6834230999401557,0.3943293047194522
0.7962423536265658,0.7735143644234554,0.7428459427675421,0.6941950927588271,0.3920775699646157
0.7813865423827556,0.6906729634002367,0.7561740493923952,0.7241172950329144,0.3563714902807776
0.8208563938246433,0.776269185360094,0.7675421403371226,0.7199281867145422,0.43954781489821243
0.8287212350713661,0.777449822904368,0.7953743629949039,0.7283064033512867,0.444648683424475
0.7659481503058548,0.672373081463991,0.6609172873382987,0.7211250748055057,0.3868388401268324
0.6481211768132829,0.670011806375443,0.4892199137593101,0.6918013165769,0.18772115252056432
0.7446839498980483,0.6973632428177883,0.7742061936495492,0.7241172950329144,0.24180874040715045
0.7276434605301486,0.5645415190869736,0.7322618580948648,0.7588270496708558,0.25504342631312904
0.7640547625983104,0.7746950019677294,0.7224617796942376,0.7354877318970676,0.2731492118928358
0.7592484707253132,0.67060212514758,0.6746373970991769,0.6834230999401557,0.3897339276687653
0.738275560734052,0.6035025580480129,0.653077224617797,0.7115499700777977,0.3547171545425302
0.7575007282260412,0.6007477371113739,0.7306938455507644,0.7366846199880311,0.34010385552134553
0.7387124963588699,0.5964187327823689,0.7185417483339867,0.7468581687612208,0.284040255502964
0.7748325080104864,0.6686343959071235,0.6961975695805568,0.7301017354877319,0.4014521391480171
0.7866297698805708,0.6965761511216058,0.6824774598196787,0.7390783961699582,0.42346399522080785
0.6556947276434605,0.6961826052735143,0.5237161897295178,0.7265110712148414,0.16423877579155371
0.6420040780658317,0.6849665486029122,0.55546844374755,0.703770197486535,0.14558154496576448
0.8094960675793766,0.6938213301849667,0.7985103880831047,0.7301017354877319,0.41684665226781864
0.7423536265656859,0.46162927981109814,0.7404939239513917,0.7133453022142431,0.39239924635816376
0.8861054471307893,0.8748524203069659,0.8965111720893768,0.8007181328545782,0.4489683378521208
0.8354209146519079,0.7508854781582057,0.8365346922775383,0.7121484141232794,0.46739579982537566
0.9113020681619574,0.842778433687525,0.893375147001176,0.8114901256732495,0.5725839805156014
0.8444509175648119,0.8101141282959468,0.8514308114464916,0.7749850388988629,0.38385184504388586
0.8275560734051849,0.6946084218811492,0.8537828302626422,0.8001196888090963,0.38316253848628284
0.74366443344014,0.7687918142463595,0.6734613876911015,0.7516457211250748,0.2491153899177428
0.6337023011942907,0.49370326643053897,0.5938847510780086,0.698982645122681,0.16897201415376134
0.7547334692688611,0.7463597009051557,0.6542532340258722,0.7265110712148414,0.30968245944579753
0.7429362073987765,0.66922471467926,0.6009408075264603,0.7378815080789947,0.3447911401130463
0.7286629769880572,0.5692640692640691,0.6550372402979224,0.6882106523040097,0.3586232250356142
0.7917273521701137,0.7197953561589925,0.6860054880439044,0.8114901256732495,0.3534304489683379
0.7717739586367608,0.6747343565525386,0.6393571148569188,0.7761819269898265,0.37764808602545846
0.7917273521701137,0.8138528138528143,0.7024696197569582,0.7582286056253741,0.3303157024033822
0.7439557238566851,0.6983471074380168,0.6295570364562917,0.7295032914422502,0.3249391112540784
