provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
KALIMANTANSELATAN,KotaBanjarBaru,2020,79.1,70.03,73.86,11.39,10.58,"14,81",13675
KALIMANTANTIMUR,KALIMANTANTIMUR,2020,76.24,72.54,76.21,10.22,9.27,"13,72",11728
KALIMANTANTIMUR,Paser,2020,72.04,70.65,74.66,8.9,8.13,"13,1",10344
KALIMANTANTIMUR,KutaiBarat,2020,71.19,70.92,74.86,09.07,08.05,"12,9",9712
KALIMANTANTIMUR,KutaiKartanegara,2020,73.59,70.39,74.36,9.57,8.63,"13,59",10720
KALIMANTANTIMUR,KutaiTimur,2020,73,71.22,75.16,9.63,8.69,"12,89",10485
KALIMANTANTIMUR,Berau,2020,74.71,70.1,74.08,9.89,9.12,"13,32",12018
KALIMANTANTIMUR,PenajamPaserUtara,2020,71.41,69.85,73.83,8.65,7.82,"12,56",11231
KALIMANTANTIMUR,MahakamUlu,2020,67.09,70.14,74.12,8.91,7.9,"12,51",7524
KALIMANTANTIMUR,KotaBalikpapan,2020,80.01,72.62,76.33,11.19,10.35,"14,14",14549
KALIMANTANTIMUR,KotaSamarinda,2020,80.11,72.38,76.06,10.89,9.98,"14,89",14135
KALIMANTANTIMUR,KotaBontang,2020,80.02,72.38,76.1,11.1,10.53,"13,03",16278
KALIMANTANUTARA,KALIMANTANUTARA,2020,70.63,70.63,74.44,9.65,8.82,"12,93",8756
KALIMANTANUTARA,Malinau,2020,71.94,71.25,71.67,9.55,8.69,"13,3",9611
KALIMANTANUTARA,Bulungan,2020,71.1,71.61,73.62,9.5,8.61,13,9121
KALIMANTANUTARA,TanaTidung,2020,66.97,70.68,71.5,09.06,7.93,"12,21",7381
KALIMANTANUTARA,Nunukan,2020,65.79,70.58,72.21,8.55,7.74,"12,64",6804
KALIMANTANUTARA,KotaTarakan,2020,75.83,73.39,74.49,10.53,9.9,"14,02",10894
SULAWESIUTARA,SULAWESIUTARA,2020,72.93,69.82,73.67,9.51,9.47,"12,85",10791
SULAWESIUTARA,BolaangMongondow,2020,67.89,67.33,71.29,7.91,7.97,"11,52",10128
SULAWESIUTARA,Minahasa,2020,75.29,69.09,72.98,9.55,9.74,"13,98",12395
SULAWESIUTARA,KepulauanSangihe,2020,70.73,68.09,72.01,8,8.34,"12,32",11427
SULAWESIUTARA,KepulauanTalaud,2020,69.4,68.14,72.07,9.59,9.47,"12,51",8505
SULAWESIUTARA,MinahasaSelatan,2020,72.11,67.88,71.84,9.27,09.08,"12,74",11481
SULAWESIUTARA,MinahasaUtara,2020,73.9,69.4,73.27,9.99,9.95,"12,8",11405
SULAWESIUTARA,BolaangMongondowUtara,2020,66.99,65.63,69.59,8.14,8.47,"11,91",9062
SULAWESIUTARA,SiauTagulandangBiaro,2020,67.64,68.72,72.64,8.87,9.17,"11,67",8080
SULAWESIUTARA,MinahasaTenggara,2020,70.51,68.13,72.06,8.75,8.98,"12,27",10408
SULAWESIUTARA,BolaangMongondowSelatan,2020,65,62.58,66.35,08.02,7.89,"12,29",8837
SULAWESIUTARA,BolaangMongondowTimur,2020,65.99,65.8,69.83,7.83,7.59,"11,59",8998
SULAWESIUTARA,KotaManado,2020,78.93,69.89,73.75,11.61,11.13,"14,15",13886
SULAWESIUTARA,KotaBitung,2020,74.1,69.07,72.97,9.91,9.75,"12,61",12193
SULAWESIUTARA,KotaTomohon,2020,76.69,69.96,73.8,10.65,10.94,"14,2",11745
SULAWESIUTARA,KotaKotamobagu,2020,72.97,68.47,72.38,10.17,9.89,"12,79",10744
SULAWESITENGAH,SULAWESITENGAH,2020,69.55,66.77,70.72,09.07,8.58,"13,17",9335
SULAWESITENGAH,BanggaiKepulauan,2020,65.42,64.33,68.17,8.6,8.25,"13,06",7429
SULAWESITENGAH,Banggai,2020,70.52,68.9,72.76,8.85,8.12,"13,24",9554
SULAWESITENGAH,Morowali,2020,72.21,67.08,71.11,9.7,9.21,"13,34",10993
SULAWESITENGAH,Poso,2020,71.28,69.2,73.06,9.56,9.36,"13,7",8808
SULAWESITENGAH,Donggala,2020,65.56,65.34,69.22,8.49,7.63,"12,49",7960
SULAWESITENGAH,ToliToli,2020,65.69,63.95,67.76,8.64,8.23,"12,73",7917
SULAWESITENGAH,Buol,2020,67.82,66.74,70.69,9,8.77,"13,09",7942
SULAWESITENGAH,ParigiMoutong,2020,65.44,62.25,66.14,7.77,7.37,"12,47",9641
SULAWESITENGAH,TojoUnaUna,2020,64.59,63.71,67.53,8.39,8.38,"12,28",7606
SULAWESITENGAH,Sigi,2020,68.12,67.96,71.88,8.87,8.24,"12,87",8126
SULAWESITENGAH,BanggaiLaut,2020,65.43,63.42,67.24,9.12,8.15,"12,95",7663
SULAWESITENGAH,MorowaliUtara,2020,68.36,67.51,71.53,9.18,8.26,"12,24",8853
SULAWESITENGAH,KotaPalu,2020,81.47,68.99,72.95,11.94,11.23,"16,23",14839
SULAWESISELATAN,SULAWESISELATAN,2020,71.93,68.68,72.56,8.63,8.15,"13,45",11079
SULAWESISELATAN,KepulauanSelayar,2020,67.38,66.43,70.38,8.22,7.66,"12,65",8970
SULAWESISELATAN,Bulukumba,2020,68.99,65.88,69.86,7.87,7.67,"13,17",10513
SULAWESISELATAN,Bantaeng,2020,68.73,68.45,72.46,7.18,6.69,"12,04",11632
SULAWESISELATAN,Jeneponto,2020,64.26,64.38,68.3,6.75,6.49,"11,98",9114
SULAWESISELATAN,Takalar,2020,67.31,65.16,69.1,7.47,7.14,"12,41",10454
SULAWESISELATAN,Gowa,2020,70.14,68.42,72.32,8.55,7.84,"13,64",9394
SULAWESISELATAN,Sinjai,2020,67.6,65.29,69.2,7.85,7.67,"13,05",9439
SULAWESISELATAN,Maros,2020,69.86,66.97,71,8.26,7.41,"13,04",10963
SULAWESISELATAN,PangkajenedanKepulauan,2020,68.72,64.65,68.57,8.16,7.21,"12,76",11405
SULAWESISELATAN,Barru,2020,71,66.99,70.95,8.39,08.08,"13,58",10923
SULAWESISELATAN,Bone,2020,66.06,65.04,68.99,7.37,6.87,"12,88",8963
SULAWESISELATAN,Soppeng,2020,68.67,67.73,71.5,7.81,7.8,"12,9",9483
SULAWESISELATAN,Wajo,2020,69.15,65.31,69.27,7.15,6.47,"13,14",12386
SULAWESISELATAN,SidenrengRappang,2020,71.21,67.81,71.74,8.14,7.61,"12,94",12073
SULAWESISELATAN,Pinrang,2020,71.26,67.65,71.46,8.35,7.53,"13,23",11844
SULAWESISELATAN,Enrekang,2020,72.76,68.9,72.8,9.26,8.42,"13,7",10844
SULAWESISELATAN,Luwu,2020,70.51,68.32,72.25,8.57,08.05,"13,33",10014
SULAWESISELATAN,TanaToraja,2020,68.75,71.37,75.13,8.73,8.21,"13,8",7217
SULAWESISELATAN,LuwuUtara,2020,69.57,66.46,70.45,7.93,7.35,"12,43",11562
SULAWESISELATAN,LuwuTimur,2020,73.22,68.51,72.46,9.11,8.49,"12,83",12814
SULAWESISELATAN,TorajaUtara,2020,69.33,71.45,75.22,8.43,7.74,"13,38",8097
SULAWESISELATAN,KotaMakasar,2020,82.25,70.12,73.96,11.53,10.9,"15,57",16873
SULAWESISELATAN,KotaParepare,2020,77.86,69.28,73.15,10.73,10.08,"14,5",13663
SULAWESISELATAN,KotaPalopo,2020,78.06,68.88,72.77,10.91,10.5,"15,08",12995
SULAWESITENGGARA,SULAWESITENGGARA,2020,71.45,69.31,73.37,9.46,8.64,"13,65",9331
SULAWESITENGGARA,Buton,2020,65.98,66.1,70.18,9.34,6.95,"13,75",7307
SULAWESITENGGARA,Muna,2020,69.02,68.18,72.3,9.31,7.89,"13,79",8203
SULAWESITENGGARA,Konawe,2020,71.35,68.16,72.18,9.77,8.54,13,10126
SULAWESITENGGARA,Kolaka,2020,73.45,68.94,72.97,9.26,8.85,"12,81",12515
SULAWESITENGGARA,KonaweSelatan,2020,68.2,68.66,72.71,8.37,7.34,"12,36",9037
SULAWESITENGGARA,Bombana,2020,66.05,66.75,70.83,8.42,7.59,"11,84",8234
SULAWESITENGGARA,Wakatobi,2020,69.48,68.27,72.32,8.55,7.49,"13,5",9204
SULAWESITENGGARA,KolakaUtara,2020,69.31,68.22,72.27,8.47,08.05,"12,11",10218
SULAWESITENGGARA,ButonUtara,2020,67.87,68.77,72.86,9.6,8.24,"12,76",7470
SULAWESITENGGARA,KonaweUtara,2020,69.86,67.3,71.44,9.78,8.73,"12,83",9165
SULAWESITENGGARA,KolakaTimur,2020,67.02,70.59,74.54,7.7,6.99,"12,41",7727
SULAWESITENGGARA,KonaweKepulauan,2020,65.41,66.25,70.37,9.79,8.91,"12,06",6700
SULAWESITENGGARA,MunaBarat,2020,65.08,68.16,72.26,7.63,6.37,"12,5",7485
SULAWESITENGGARA,ButonTengah,2020,64.37,65.5,69.57,7.69,5.48,13,7221
SULAWESITENGGARA,ButonSelatan,2020,64.93,65.5,69.57,8,6.72,"13,23",7263
SULAWESITENGGARA,KotaKendari,2020,83.53,71.73,75.6,12.63,11.77,"16,62",14335
SULAWESITENGGARA,KotaBaubau,2020,75.9,69.06,73.1,11.02,10.27,"15,16",10483
GORONTALO,GORONTALO,2020,68.68,66.14,70.09,7.53,08.09,"13,08",10020
GORONTALO,Boalemo,2020,65.91,67.06,70.99,6.28,6.86,"12,44",8789
GORONTALO,Gorontalo,2020,66.92,65.45,69.52,6.66,7.35,"13,17",9277
GORONTALO,Pohuwato,2020,65.37,62.12,65.92,07.07,7.32,"12,37",10255
GORONTALO,BoneBolango,2020,69.98,66.36,70.4,7.86,8.78,"13,57",10052
GORONTALO,GorontaloUtara,2020,64.86,63.91,67.74,6.79,7.42,"12,45",8921
GORONTALO,KotaGorontalo,2020,77.13,70.55,74.35,10.31,10.42,"14,34",12278
SULAWESIBARAT,SULAWESIBARAT,2020,66.11,63.2,67.02,8.19,7.6,"12,77",9168
SULAWESIBARAT,Majene,2020,66.91,59.66,63.35,8.98,8.4,"13,61",10056
SULAWESIBARAT,PolewaliMandar,2020,63.84,60.45,64.2,7.7,07.02,"13,06",8580
SULAWESIBARAT,Mamasa,2020,66.02,68.85,72.78,8.22,7.56,"12,05",7747
SULAWESIBARAT,Mamuju,2020,68.15,65.49,69.44,8.35,7.72,"13,19",9500
SULAWESIBARAT,MamujuUtara/Pasangkayu,2020,67.79,64.22,68.06,8.24,7.88,"11,93",11111
SULAWESIBARAT,MamujuTengah,2020,65.71,66.28,70.27,7.77,7.3,"12,23",8414
MALUKU,MALUKU,2020,69.49,64.12,67.93,10.07,9.8,"13,96",8732
MALUKU,MalukuTenggaraBarat/KepulauanTanimbar,2020,62.86,61.48,65.24,9.71,9.62,"12,29",6297
MALUKU,MalukuTenggara,2020,66.2,63.11,66.92,10.11,9.7,"12,81",7545
MALUKU,MalukuTengah,2020,71.25,64.42,68.28,9.69,9.67,"14,16",10210
MALUKU,Buru,2020,68.95,64.41,68.27,8.92,08.09,"13,03",10316
MALUKU,KepulauanAru,2020,63.71,60.93,64.67,8.9,8.61,"12,3",7586
MALUKU,SeramBagianBarat,2020,65.62,59.78,63.47,09.07,8.68,"13,44",8690
MALUKU,SeramBagianTimur,2020,64.12,57.57,61.13,8.84,7.43,"12,76",9453
MALUKU,MalukuBaratDaya,2020,61.9,60.47,64.18,8.41,8.31,"12,27",6890
MALUKU,BuruSelatan,2020,64.69,64.28,68.15,8.46,7.47,"12,69",7566
MALUKU,KotaAmbon,2020,80.84,68.51,72.4,12,11.85,"16,03",14116
MALUKU,KotaTual,2020,67.96,63.51,67.32,10.89,10.32,"13,97",7351
MALUKUUTARA,MALUKUUTARA,2020,68.49,66.43,70.32,9.47,8.61,"13,67",8032
MALUKUUTARA,HalmaheraBarat,2020,65.31,64.28,68.14,09.05,08.09,"13,19",7352
MALUKUUTARA,HalmaheraTengah,2020,65.42,61.99,65.75,9.51,8.7,"12,99",7841
MALUKUUTARA,KepulauanSula,2020,63.53,61.37,65.14,9.35,8.61,"12,74",6950
MALUKUUTARA,HalmaheraSelatan,2020,63.84,63.9,67.73,8.5,7.35,"12,78",7068
MALUKUUTARA,HalmaheraUtara,2020,67.5,67.55,71.48,09.09,8,"13,6",7414
MALUKUUTARA,HalmaheraTimur,2020,66.75,66.89,70.8,8.78,7.94,"12,75",7876
MALUKUUTARA,PulauMorotai,2020,62.5,65.18,69.09,7.85,6.91,"12,77",6290
MALUKUUTARA,PulauTaliabu,2020,60.48,60.2,63.92,08.03,7.3,"12,59",6390
MALUKUUTARA,KotaTernate,2020,79.82,68.99,72.87,12.15,11.27,"15,74",13091
MALUKUUTARA,KotaTidoreKepulauan,2020,70.53,67.36,71.25,10.29,9.56,"14,31",8188
PAPUABARAT,PAPUABARAT,2020,65.09,64.2,67.9,10.34,7.37,"12,91",8086
PAPUABARAT,Fakfak,2020,68.36,66.51,70.39,10.69,08.03,"14,37",7599
PAPUABARAT,Kaimana,2020,65,62.92,66.66,10.01,7.28,"12,13",8325
PAPUABARAT,TelukWondama,2020,60.21,58.31,61.86,9.48,6.93,"11,48",8219
PAPUABARAT,TelukBintuni,2020,64.55,59.03,62.61,9.32,08.08,"12,31",9974
PAPUABARAT,Manokwari,2020,72.01,66.73,70.61,11.11,8.17,"13,65",12207
PAPUABARAT,SorongSelatan,2020,62.42,64.33,68.13,9.62,7.35,"13,16",6286
PAPUABARAT,Sorong,2020,65.74,64.19,67.99,9,7.68,"13,71",7495
PAPUABARAT,RajaAmpat,2020,63.89,62.85,66.61,9.34,7.4,"12,03",8014
PAPUABARAT,Tambrauw,2020,53.45,58.33,61.89,7.5,4.76,"11,91",4998
PAPUABARAT,Maybrat,2020,59.52,63.25,67.07,9.21,6.3,"13,21",5336
PAPUABARAT,ManokwariSelatan,2020,59.84,65.62,69.49,9.73,5.72,"12,35",5505
PAPUABARAT,PegununganArfak,2020,56.33,65.3,69.15,09.03,4.42,"11,72",5099
PAPUABARAT,KotaSorong,2020,78.45,68.76,72.61,11.46,10.97,"14,38",13954
PAPUA,PAPUA,2020,60.44,64.02,67.65,7.43,5.88,"11,08",6954
PAPUA,Merauke,2020,70.09,65.3,68.89,8.88,8.42,"13,88",10097
PAPUA,Jayawijaya,2020,58.03,57.84,61.38,7,4.78,"12,27",7441
PAPUA,Jayapura,2020,71.69,64.93,68.95,10.47,09.09,"14,2",9898
PAPUA,Nabire,2020,68.83,65.97,69.99,10.5,9.26,"11,92",8840
PAPUA,KepulauanYapen,2020,67.66,67.04,71.04,10.05,8.43,"12,73",7484
PAPUA,BiakNumfor,2020,72.19,66.17,70.19,10.75,9.41,"13,96",9705
PAPUA,Paniai,2020,56.31,64.33,68.33,4.78,3.31,"10,49",6361
PAPUA,PuncakJaya,2020,48.37,63.25,67.01,5.37,3.3,"7,24",5282
PAPUA,Mimika,2020,74.19,70.42,74.19,10.37,9.72,"12,4",11431
PAPUA,BovenDigoel,2020,61.53,58.16,61.73,9.22,08.09,"11,07",7947
PAPUA,Mappi,2020,58.15,63.21,66.96,6.95,5.58,"10,55",6353
PAPUA,Asmat,2020,50.55,56.28,59.75,5.86,4.29,"9,02",5733
PAPUA,Yahukimo,2020,49.37,63.99,67.81,5.8,2.55,"7,61",4875
PAPUA,PegununganBintang,2020,45.44,62.41,66.3,4.54,2.56,"6,25",5409
PAPUA,Tolikara,2020,49.5,63.78,67.57,4.81,2.3,"8,6",4826
PAPUA,Sarmi,2020,63.63,64.43,68.24,9.52,08.01,"12,05",6600
PAPUA,Keerom,2020,66.4,64.6,68.59,8.95,7.22,"12,42",8910
PAPUA,Waropen,2020,64.94,64.39,68.22,9.83,8.5,"12,79",6732
PAPUA,Supiori,2020,62.3,64,67.82,9.35,7.8,"12,74",5677
PAPUA,MamberamoRaya,2020,51.78,56.03,59.47,5.99,4.1,"11,79",4581
PAPUA,Nduga,2020,31.55,53.57,56.88,1.97,0.9,"3,61",3975
PAPUA,LannyJaya,2020,47.86,64.02,67.96,4.44,1.57,"8,62",4350
PAPUA,MamberamoTengah,2020,47.57,61.71,65.44,05.05,1.95,"8,93",4462
PAPUA,Yalimo,2020,48.34,63.39,67.29,4.73,2.75,"9,11",4647
PAPUA,Puncak,2020,43.04,64.2,67.61,2.73,01.02,"5,39",5378
PAPUA,Dogiyai,2020,54.84,63.8,67.6,5.41,04.09,"10,58",5373
PAPUA,IntanJaya,2020,47.79,63.58,67.47,4.49,1.51,"7,65",5283
PAPUA,Deiyai,2020,49.46,63.32,67.1,3.96,1.8,"9,81",4632
PAPUA,KotaJayapura,2020,79.94,68.42,72.37,11.76,11.31,"15,01",14763
INDONESIA,INDONESIA,2020,71.94,69.59,73.46,8.9,08.07,"12,98",11013
ACEH,ACEH,2019,71.9,67.98,71.85,9.52,8.85,"14,3",9603
ACEH,Simeulue,2019,65.7,63.24,67.1,9.66,8.49,"13,51",7210
ACEH,AcehSingkil,2019,68.91,65.34,69.28,8.94,7.94,"14,3",8715
ACEH,AcehSelatan,2019,66.9,62.31,66.12,09.07,8.1,"14,41",8187
ACEH,AcehTenggara,2019,69.36,66,69.97,10.2,9.12,"13,99",8067
ACEH,AcehTimur,2019,67.39,66.63,70.59,8.3,7.51,"13,02",8600
ACEH,AcehTengah,2019,73.14,66.79,70.74,9.85,9.64,"14,26",10782
ACEH,AcehBarat,2019,71.22,65.89,69.87,9.46,8.84,"14,59",9692
ACEH,AcehBesar,2019,73.55,67.74,71.68,10.51,10.1,"14,71",9661
ACEH,Pidie,2019,70.41,64.88,68.79,9.38,8.36,"14,45",9824
ACEH,Bireuen,2019,72.27,69.15,73.05,9.31,9.25,"14,82",8889
ACEH,AcehUtara,2019,69.22,66.75,70.72,8.83,7.97,"14,69",8189
ACEH,AcehBaratDaya,2019,66.56,62.94,66.77,8.59,8.3,"13,57",8491
ACEH,GayoLues,2019,66.87,63.4,67.25,8.79,7.15,"13,73",8845
ACEH,AcehTamiang,2019,69.23,67.49,71.44,9.13,8.66,"13,58",8362
ACEH,NaganRaya,2019,69.11,67.1,71.06,8.91,8.22,"14,12",8348
ACEH,AcehJaya,2019,69.74,65.08,69.01,8.88,8.41,"13,97",9682
ACEH,BenerMeriah,2019,72.97,67.16,71.11,9.81,9.62,"13,45",11124
ACEH,PidieJaya,2019,72.87,68.03,71.97,9.41,8.71,"14,54",10364
ACEH,KotaBandaAceh,2019,85.07,69.36,73.25,13.09,12.36,"17,39",16892
ACEH,KotaSabang,2019,75.77,68.42,72.36,11.21,10.98,"13,81",11444
ACEH,KotaLangsa,2019,77.16,67.34,71.3,11.35,10.85,"15,34",12099
ACEH,KotaLhokseumawe,2019,77.3,69.52,73.4,11.32,10.79,"15,19",11421
ACEH,KotaSubulussalam,2019,64.46,61.98,65.79,8.27,7.31,"14,21",7463
SUMATERAUTARA,SUMATERAUTARA,2019,71.74,67.07,70.92,9.76,9.17,"13,15",10649
SUMATERAUTARA,Nias,2019,61.65,67.65,71.59,6.43,4.21,"12,39",7042
SUMATERAUTARA,MandailingNatal,2019,66.52,60.58,64.33,8.54,8.19,"13,17",9900
SUMATERAUTARA,TapanuliSelatan,2019,69.75,62.85,66.68,9.28,8.84,"13,12",11410
SUMATERAUTARA,TapanuliTengah,2019,68.86,65.06,68.98,8.93,8.17,"12,79",10175
SUMATERAUTARA,TapanuliUtara,2019,73.33,66.42,70.39,10,9.43,"13,68",11791
SUMATERAUTARA,TobaSamosir/Toba,2019,74.92,67.9,71.84,10.6,10.02,"13,28",12375
SUMATERAUTARA,LabuhanBatu,2019,71.94,67.83,71.77,9.45,09.06,"12,67",11193
SUMATERAUTARA,Asahan,2019,69.92,66.07,70.04,8.83,8.26,"12,59",10983
SUMATERAUTARA,Simalungun,2019,72.98,69.07,72.97,9.51,9.23,"12,77",11422
SUMATERAUTARA,Dairi,2019,71.42,66.75,70.71,9.71,9.1,"13,09",10602
SUMATERAUTARA,Karo,2019,74.25,69.27,73.16,9.61,9.62,"12,75",12474
SUMATERAUTARA,DeliSerdang,2019,75.43,69.61,73.49,10.6,9.73,"13,34",12317
SUMATERAUTARA,Langkat,2019,70.76,66.55,70.52,8.91,8.17,"12,81",11208
SUMATERAUTARA,NiasSelatan,2019,61.59,66.54,70.5,6.6,4.65,"12,22",7105
SUMATERAUTARA,HumbangHasundutan,2019,68.83,67.03,70.98,10.08,9.19,"13,27",7902
SUMATERAUTARA,PakpakBharat,2019,67.47,63.61,67.47,9.22,8.29,"13,85",8402
SUMATERAUTARA,Samosir,2019,70.55,69.15,73.05,9.77,8.46,"13,46",8654
SUMATERAUTARA,SerdangBedagai,2019,70.21,66.42,70.39,8.87,8.22,"12,59",11061
SUMATERAUTARA,BatuBara,2019,68.35,64.74,68.65,8.36,7.68,"12,62",10575
SUMATERAUTARA,PadangLawasUtara,2019,69.29,65.04,68.96,9.33,8.9,"12,47",10194
SUMATERAUTARA,PadangLawas,2019,68.16,64.96,68.88,8.89,8.45,"13,02",9100
SUMATERAUTARA,LabuhanBatuSelatan,2019,71.39,66.6,70.56,9.27,8.57,"12,99",11553
SUMATERAUTARA,LabuhanBatuUtara,2019,71.43,67.33,71.28,8.75,8.15,"12,82",11957
SUMATERAUTARA,NiasUtara,2019,61.98,67.26,71.21,7.46,5.27,"12,78",6245
SUMATERAUTARA,NiasBarat,2019,61.14,66.78,70.74,7.64,5.16,"12,71",6009
SUMATERAUTARA,KotaSibolga,2019,73.41,66.73,70.69,10.23,10.13,"13,15",11656
SUMATERAUTARA,KotaTanjungBalai,2019,68.51,61.08,64.85,9.48,9.23,"12,49",11383
SUMATERAUTARA,KotaPematangSiantar,2019,78.57,71.38,75.16,11.48,10.99,"14,21",12571
SUMATERAUTARA,KotaTebingTinggi,2019,75.08,68.74,72.66,10.7,10.22,"12,71",12895
SUMATERAUTARA,KotaMedan,2019,80.97,71.02,74.83,11.61,11.23,"14,73",15033
SUMATERAUTARA,KotaBinjai,2019,75.89,70.27,74.12,10.95,10.23,"13,61",11260
SUMATERAUTARA,KotaPadangsidimpuan,2019,75.06,67.12,71.08,11.09,10.56,"14,53",11181
SUMATERAUTARA,KotaGunungsitoli,2019,69.3,69.01,72.92,9.91,7.59,"13,73",8058
SUMATERABARAT,SUMATERABARAT,2019,72.39,67.42,71.29,09.07,8.77,"14,01",10925
SUMATERABARAT,KepulauanMentawai,2019,61.26,62.71,66.54,7.56,6.79,"12,76",6429
SUMATERABARAT,PesisirSelatan,2019,70.08,68.71,72.63,8.56,8.21,"13,31",9444
SUMATERABARAT,Solok,2019,69.08,66.29,70.26,7.88,7.83,"13,03",10309
SUMATERABARAT,Sijunjung,2019,67.66,64.02,67.9,8.38,7.93,"12,36",10395
SUMATERABARAT,TanahDatar,2019,72.14,67.7,71.64,8.46,8.44,"14,32",10709
SUMATERABARAT,PadangPariaman,2019,70.59,66.54,70.5,8.3,7.46,"13,62",11158
SUMATERABARAT,Agam,2019,72.37,70.19,74.04,8.88,8.82,"13,86",9780
SUMATERABARAT,LimaPuluhKota,2019,69.67,67.67,71.62,8.26,7.98,"13,28",9842
SUMATERABARAT,Pasaman,2019,66.46,65.16,69.09,08.05,7.86,"12,79",8599
SUMATERABARAT,SolokSelatan,2019,68.94,65.55,69.5,8.22,8.12,"12,7",10505
SUMATERABARAT,Dharmasraya,2019,71.52,69.09,72.99,8.82,8.44,"12,42",11431
SUMATERABARAT,PasamanBarat,2019,68.21,65.63,69.59,8.23,7.88,"13,4",9180
SUMATERABARAT,KotaPadang,2019,82.68,71.64,75.4,11.64,11.28,"16,51",14728
SUMATERABARAT,KotaSolok,2019,78.38,71.5,75.28,10.8,11.47,"14,31",12337
SUMATERABARAT,KotaSawahLunto,2019,72.39,67.84,71.78,9.91,10.14,"13,16",10238
SUMATERABARAT,KotaPadangPanjang,2019,78,70.81,74.63,11.51,11.44,"15,05",11013
SUMATERABARAT,KotaBukittinggi,2019,80.71,72.3,76.02,11.41,11.13,"14,96",13586
SUMATERABARAT,KotaPayakumbuh,2019,78.95,71.67,75.43,10.53,10.8,"14,25",13464
SUMATERABARAT,KotaPariaman,2019,76.7,68.12,72.06,10.46,10.28,"14,53",12958
RIAU,RIAU,2019,73,69.62,73.43,9.3,8.75,"13,14",11255
RIAU,KuantanSingingi,2019,70.78,66.4,70.37,8.82,8.34,"13,32",10820
RIAU,IndragiriHulu,2019,70.05,68.17,72.12,8.34,7.9,"12,35",10738
RIAU,IndragiriHilir,2019,66.84,65.63,69.58,7.5,6.94,"11,9",10382
RIAU,Pelalawan,2019,71.85,69.02,72.93,8.91,8.15,"12,17",12149
RIAU,Siak,2019,74.07,69.02,72.93,9.83,9.45,"12,75",12347
RIAU,Kampar,2019,73.15,68.62,72.56,9.54,8.96,"13,45",11232
RIAU,RokanHulu,2019,69.93,67.86,71.8,8.74,8.1,"12,83",9979
RIAU,Bengkalis,2019,73.44,69.1,73.01,9.74,09.08,"12,86",11753
RIAU,RokanHilir,2019,69.4,68.14,72.08,8.62,7.88,"12,67",9672
RIAU,KepulauanMeranti,2019,65.93,65.5,69.44,08.09,07.04,"12,81",8358
RIAU,KotaPekanbaru,2019,81.35,70.24,74.09,11.68,11.22,"15,37",15206
RIAU,KotaDumai,2019,74.64,68.81,72.73,10.06,9.62,"13,1",12453
JAMBI,JAMBI,2019,71.26,69.11,72.97,8.87,08.01,"12,93",10592
JAMBI,Kerinci,2019,70.95,67.79,71.74,8.97,7.66,"13,86",10198
JAMBI,Merangin,2019,69.07,69.18,73.08,8.27,7.22,"11,98",10312
JAMBI,Sarolangun,2019,69.72,67.05,71,8.36,7.35,"12,26",11679
JAMBI,BatangHari,2019,69.67,68.42,72.35,8.28,7.72,"12,91",10038
JAMBI,MuaroJambi,2019,69.01,69.17,73.07,8.64,08.05,"12,82",8697
JAMBI,TanjungJabungTimur,2019,63.92,64.08,67.97,6.85,06.03,"12,01",9192
JAMBI,TanjungJabungBarat,2019,67.54,65.99,69.96,8.12,7.19,"12,61",9539
JAMBI,Tebo,2019,69.02,67.88,71.83,8.2,7.24,"12,39",10555
JAMBI,Bungo,2019,69.86,65.58,69.53,8.68,7.67,"12,61",11662
JAMBI,KotaJambi,2019,78.26,70.6,74.43,11.21,10.58,"14,9",12205
JAMBI,KotaSungaiPenuh,2019,75.36,70.02,73.88,10.87,9.99,"14,78",10510
SUMATERASELATAN,SUMATERASELATAN,2019,70.02,67.78,71.63,8.54,7.82,"12,39",10937
SUMATERASELATAN,OganKomeringUlu,2019,69.45,65.97,69.93,8.91,8.37,"12,59",10261
SUMATERASELATAN,OganKomeringIlir,2019,66.96,66.37,70.35,7.45,6.5,"11,41",11032
SUMATERASELATAN,MuaraEnim,2019,68.88,67.08,70.57,8.23,7.32,"11,96",11285
SUMATERASELATAN,Lahat,2019,67.62,63.77,67.64,8.88,08.05,"12,33",10071
SUMATERASELATAN,MusiRawas,2019,66.92,65.82,69.78,7.82,7.12,"12,07",9795
SUMATERASELATAN,MusiBanyuasin,2019,67.83,66.5,70.47,7.88,7.33,"11,99",10364
SUMATERASELATAN,BanyuAsin,2019,66.9,66.72,70.69,7.63,6.87,"11,74",10135
SUMATERASELATAN,OganKomeringUluSelatan,2019,65.43,64.75,68.66,7.9,7.75,"11,74",8830
SUMATERASELATAN,OganKomeringUluTimur,2019,69.34,66.83,70.79,08.04,07.05,"12,22",11753
SUMATERASELATAN,OganIlir,2019,67.22,63.23,67.08,8.16,7.56,"12,29",10777
SUMATERASELATAN,EmpatLawang,2019,65.1,62.84,66.67,08.05,7.22,"12,05",9594
SUMATERASELATAN,PenukalAbabLematangIlir,2019,64.33,66.03,70,7.46,6.25,"11,9",8400
SUMATERASELATAN,MusiRawasUtara,2019,64.32,63.45,67.31,7.12,06.09,"11,56",10223
